Employee_ID,Employee_Name,NRIC,DOB,DOJ,Department,Modules_Taught,staff_entities,department_entities,module_entities,relationships
NUSPF12385,Carlos Murphy,XXXXX888A,1983-10-13T00:00:00Z,1999-07-30T00:00:00Z,SCALE Dean's Office,TCX1101,"[('Carlos Murphy', 'Staff')]","[(""SCALE Dean's Office"", 'Department')]","[('TCX1101', 'Module')]","[{'from_type': 'Module', 'from_id': 'TCX1101', 'to_type': 'Department', 'to_id': ""SCALE Dean's Office"", 'type': 'BELONGS_TO'}, {'from_type': 'Module', 'from_id': 'TCX1101', 'to_type': 'Staff', 'to_id': 'Carlos Murphy', 'type': 'TAUGHT_BY'}, {'from_type': 'Staff', 'from_id': 'Carlos Murphy', 'to_type': 'Department', 'to_id': ""SCALE Dean's Office"", 'type': 'EMPLOYED_UNDER'}]"
NUSPF12386,Samantha Anderson,XXXXX666A,1978-12-25T00:00:00Z,2010-08-27T00:00:00Z,YSTCM Dean's Office,MUA3266,"[('Samantha Anderson', 'Staff')]","[(""YSTCM Dean's Office"", 'Department')]","[('MUA3266', 'Module')]","[{'from_type': 'Module', 'from_id': 'MUA3266', 'to_type': 'Department', 'to_id': ""YSTCM Dean's Office"", 'type': 'BELONGS_TO'}, {'from_type': 'Module', 'from_id': 'MUA3266', 'to_type': 'Staff', 'to_id': 'Samantha Anderson', 'type': 'TAUGHT_BY'}, {'from_type': 'Staff', 'from_id': 'Samantha Anderson', 'to_type': 'Department', 'to_id': ""YSTCM Dean's Office"", 'type': 'EMPLOYED_UNDER'}]"
NUSPF12387,Richard Johnson,XXXXX266A,1983-06-07T00:00:00Z,2005-09-16T00:00:00Z,Alice Lee Center for Nursing Studies,NUR2441A,"[('Richard Johnson', 'Staff')]","[('Alice Lee Center for Nursing Studies', 'Department')]","[('NUR2441A', 'Module')]","[{'from_type': 'Module', 'from_id': 'NUR2441A', 'to_type': 'Department', 'to_id': 'Alice Lee Center for Nursing Studies', 'type': 'BELONGS_TO'}, {'from_type': 'Module', 'from_id': 'NUR2441A', 'to_type': 'Staff', 'to_id': 'Richard Johnson', 'type': 'TAUGHT_BY'}, {'from_type': 'Staff', 'from_id': 'Richard Johnson', 'to_type': 'Department', 'to_id': 'Alice Lee Center for Nursing Studies', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12388,Melissa Adams,XXXXX962A,1985-01-15T00:00:00Z,2000-11-29T00:00:00Z,Southeast Asian Studies,SE3551,"[('Melissa Adams', 'Staff')]","[('Southeast Asian Studies', 'Department')]","[('SE3551', 'Module')]","[{'from_type': 'Module', 'from_id': 'SE3551', 'to_type': 'Department', 'to_id': 'Southeast Asian Studies', 'type': 'BELONGS_TO'}, {'from_type': 'Module', 'from_id': 'SE3551', 'to_type': 'Staff', 'to_id': 'Melissa Adams', 'type': 'TAUGHT_BY'}, {'from_type': 'Staff', 'from_id': 'Melissa Adams', 'to_type': 'Department', 'to_id': 'Southeast Asian Studies', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12389,David Keller,XXXXX193A,1974-05-05T00:00:00Z,2006-12-01T00:00:00Z,Architecture,DEP5110,"[('David Keller', 'Staff')]","[('Architecture', 'Department')]","[('DEP5110', 'Module')]","[{'from_type': 'Module', 'from_id': 'DEP5110', 'to_type': 'Department', 'to_id': 'Architecture', 'type': 'BELONGS_TO'}, {'from_type': 'Module', 'from_id': 'DEP5110', 'to_type': 'Staff', 'to_id': 'David Keller', 'type': 'TAUGHT_BY'}, {'from_type': 'Staff', 'from_id': 'David Keller', 'to_type': 'Department', 'to_id': 'Architecture', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12390,Kathryn Allen,XXXXX350A,1971-05-04T00:00:00Z,2002-06-28T00:00:00Z,PharmacyandPharmaceuticalScience,PR2150,"[('Kathryn Allen', 'Staff')]","[('PharmacyandPharmaceuticalScience', 'Department')]","[('PR2150', 'Module')]","[{'from_type': 'Module', 'from_id': 'PR2150', 'to_type': 'Department', 'to_id': 'PharmacyandPharmaceuticalScience', 'type': 'BELONGS_TO'}, {'from_type': 'Module', 'from_id': 'PR2150', 'to_type': 'Staff', 'to_id': 'Kathryn Allen', 'type': 'TAUGHT_BY'}, {'from_type': 'Staff', 'from_id': 'Kathryn Allen', 'to_type': 'Department', 'to_id': 'PharmacyandPharmaceuticalScience', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12391,Laura Garrison,XXXXX248A,1993-04-12T00:00:00Z,2011-11-06T00:00:00Z,Architecture,AR2522,"[('Laura Garrison', 'Staff')]","[('Architecture', 'Department')]","[('AR2522', 'Module')]","[{'from_type': 'Module', 'from_id': 'AR2522', 'to_type': 'Department', 'to_id': 'Architecture', 'type': 'BELONGS_TO'}, {'from_type': 'Module', 'from_id': 'AR2522', 'to_type': 'Staff', 'to_id': 'Laura Garrison', 'type': 'TAUGHT_BY'}, {'from_type': 'Staff', 'from_id': 'Laura Garrison', 'to_type': 'Department', 'to_id': 'Architecture', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12392,Stephen Tyler,XXXXX412A,1988-11-13T00:00:00Z,2013-06-20T00:00:00Z,Economics,EC4302,"[('Stephen Tyler', 'Staff')]","[('Economics', 'Department')]","[('EC4302', 'Module')]","[{'from_type': 'Module', 'from_id': 'EC4302', 'to_type': 'Department', 'to_id': 'Economics', 'type': 'BELONGS_TO'}, {'from_type': 'Module', 'from_id': 'EC4302', 'to_type': 'Staff', 'to_id': 'Stephen Tyler', 'type': 'TAUGHT_BY'}, {'from_type': 'Staff', 'from_id': 'Stephen Tyler', 'to_type': 'Department', 'to_id': 'Economics', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12393,Tammy Hart,XXXXX657A,1980-09-18T00:00:00Z,2010-04-03T00:00:00Z,SSH School of Public Health Dean's Office,SPH5890B,"[('Tammy Hart', 'Staff')]","[(""SSH School of Public Health Dean's Office"", 'Department')]","[('SPH5890B', 'Module')]","[{'from_type': 'Module', 'from_id': 'SPH5890B', 'to_type': 'Department', 'to_id': ""SSH School of Public Health Dean's Office"", 'type': 'BELONGS_TO'}, {'from_type': 'Module', 'from_id': 'SPH5890B', 'to_type': 'Staff', 'to_id': 'Tammy Hart', 'type': 'TAUGHT_BY'}, {'from_type': 'Staff', 'from_id': 'Tammy Hart', 'to_type': 'Department', 'to_id': ""SSH School of Public Health Dean's Office"", 'type': 'EMPLOYED_UNDER'}]"
NUSPF12394,Thomas Alvarez,XXXXX553A,1986-09-24T00:00:00Z,2006-12-02T00:00:00Z,Strategy and Policy,BSP1703,"[('Thomas Alvarez', 'Staff')]","[('Strategy and Policy', 'Department')]","[('BSP1703', 'Module')]","[{'from_type': 'Module', 'from_id': 'BSP1703', 'to_type': 'Department', 'to_id': 'Strategy and Policy', 'type': 'BELONGS_TO'}, {'from_type': 'Module', 'from_id': 'BSP1703', 'to_type': 'Staff', 'to_id': 'Thomas Alvarez', 'type': 'TAUGHT_BY'}, {'from_type': 'Staff', 'from_id': 'Thomas Alvarez', 'to_type': 'Department', 'to_id': 'Strategy and Policy', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12395,David Cohen,XXXXX759A,1973-11-07T00:00:00Z,2011-05-14T00:00:00Z,English,ENC5253,"[('David Cohen', 'Staff')]","[('English', 'Department')]","[('ENC5253', 'Module')]","[{'from_type': 'Module', 'from_id': 'ENC5253', 'to_type': 'Department', 'to_id': 'English', 'type': 'BELONGS_TO'}, {'from_type': 'Module', 'from_id': 'ENC5253', 'to_type': 'Staff', 'to_id': 'David Cohen', 'type': 'TAUGHT_BY'}, {'from_type': 'Staff', 'from_id': 'David Cohen', 'to_type': 'Department', 'to_id': 'English', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12396,Matthew Williams,XXXXX450A,1975-03-28T00:00:00Z,2013-03-15T00:00:00Z,Materials Science and Engineering,MLE5101,"[('Matthew Williams', 'Staff')]","[('Materials Science and Engineering', 'Department')]","[('MLE5101', 'Module')]","[{'from_type': 'Module', 'from_id': 'MLE5101', 'to_type': 'Department', 'to_id': 'Materials Science and Engineering', 'type': 'BELONGS_TO'}, {'from_type': 'Module', 'from_id': 'MLE5101', 'to_type': 'Staff', 'to_id': 'Matthew Williams', 'type': 'TAUGHT_BY'}, {'from_type': 'Staff', 'from_id': 'Matthew Williams', 'to_type': 'Department', 'to_id': 'Materials Science and Engineering', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12397,Joshua Fox,XXXXX962A,1987-02-20T00:00:00Z,2005-09-11T00:00:00Z,Japanese Studies,JS4230HM,"[('Joshua Fox', 'Staff')]","[('Japanese Studies', 'Department')]","[('JS4230HM', 'Module')]","[{'from_type': 'Module', 'from_id': 'JS4230HM', 'to_type': 'Department', 'to_id': 'Japanese Studies', 'type': 'BELONGS_TO'}, {'from_type': 'Module', 'from_id': 'JS4230HM', 'to_type': 'Staff', 'to_id': 'Joshua Fox', 'type': 'TAUGHT_BY'}, {'from_type': 'Staff', 'from_id': 'Joshua Fox', 'to_type': 'Department', 'to_id': 'Japanese Studies', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12398,Christopher Chung,XXXXX798A,1976-02-23T00:00:00Z,2012-02-03T00:00:00Z,Civil and Environmental Engineering,CE5611QA,"[('Christopher Chung', 'Staff')]","[('Civil and Environmental Engineering', 'Department')]","[('CE5611QA', 'Module')]","[{'from_type': 'Module', 'from_id': 'CE5611QA', 'to_type': 'Department', 'to_id': 'Civil and Environmental Engineering', 'type': 'BELONGS_TO'}, {'from_type': 'Module', 'from_id': 'CE5611QA', 'to_type': 'Staff', 'to_id': 'Christopher Chung', 'type': 'TAUGHT_BY'}, {'from_type': 'Staff', 'from_id': 'Christopher Chung', 'to_type': 'Department', 'to_id': 'Civil and Environmental Engineering', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12399,Jennifer Williams,XXXXX179A,1983-04-29T00:00:00Z,2014-06-01T00:00:00Z,Electrical and Computer Engineering,EE6990,"[('Jennifer Williams', 'Staff')]","[('Electrical and Computer Engineering', 'Department')]","[('EE6990', 'Module')]","[{'from_type': 'Module', 'from_id': 'EE6990', 'to_type': 'Department', 'to_id': 'Electrical and Computer Engineering', 'type': 'BELONGS_TO'}, {'from_type': 'Module', 'from_id': 'EE6990', 'to_type': 'Staff', 'to_id': 'Jennifer Williams', 'type': 'TAUGHT_BY'}, {'from_type': 'Staff', 'from_id': 'Jennifer Williams', 'to_type': 'Department', 'to_id': 'Electrical and Computer Engineering', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12400,Mason Thomas,XXXXX535A,1976-10-05T00:00:00Z,2010-02-25T00:00:00Z,Civil and Environmental Engineering,ESE5202,"[('Mason Thomas', 'Staff')]","[('Civil and Environmental Engineering', 'Department')]","[('ESE5202', 'Module')]","[{'from_type': 'Module', 'from_id': 'ESE5202', 'to_type': 'Department', 'to_id': 'Civil and Environmental Engineering', 'type': 'BELONGS_TO'}, {'from_type': 'Module', 'from_id': 'ESE5202', 'to_type': 'Staff', 'to_id': 'Mason Thomas', 'type': 'TAUGHT_BY'}, {'from_type': 'Staff', 'from_id': 'Mason Thomas', 'to_type': 'Department', 'to_id': 'Civil and Environmental Engineering', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12401,Jonathan Larsen,XXXXX335A,1984-06-20T00:00:00Z,2007-02-23T00:00:00Z,Physics,PC2174A,"[('Jonathan Larsen', 'Staff')]","[('Physics', 'Department')]","[('PC2174A', 'Module')]","[{'from_type': 'Module', 'from_id': 'PC2174A', 'to_type': 'Department', 'to_id': 'Physics', 'type': 'BELONGS_TO'}, {'from_type': 'Module', 'from_id': 'PC2174A', 'to_type': 'Staff', 'to_id': 'Jonathan Larsen', 'type': 'TAUGHT_BY'}, {'from_type': 'Staff', 'from_id': 'Jonathan Larsen', 'to_type': 'Department', 'to_id': 'Physics', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12402,Robert Johnson,XXXXX799A,1987-10-28T00:00:00Z,2014-07-12T00:00:00Z,Engineering Science Programme,ESP2107,"[('Robert Johnson', 'Staff')]","[('Engineering Science Programme', 'Department')]","[('ESP2107', 'Module')]","[{'from_type': 'Module', 'from_id': 'ESP2107', 'to_type': 'Department', 'to_id': 'Engineering Science Programme', 'type': 'BELONGS_TO'}, {'from_type': 'Module', 'from_id': 'ESP2107', 'to_type': 'Staff', 'to_id': 'Robert Johnson', 'type': 'TAUGHT_BY'}, {'from_type': 'Staff', 'from_id': 'Robert Johnson', 'to_type': 'Department', 'to_id': 'Engineering Science Programme', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12403,Troy Mitchell DVM,XXXXX529A,1971-10-24T00:00:00Z,2004-11-18T00:00:00Z,FoL Dean's Office,LC5074,"[('Troy Mitchell DVM', 'Staff')]","[(""FoL Dean's Office"", 'Department')]","[('LC5074', 'Module')]","[{'from_type': 'Module', 'from_id': 'LC5074', 'to_type': 'Department', 'to_id': ""FoL Dean's Office"", 'type': 'BELONGS_TO'}, {'from_type': 'Module', 'from_id': 'LC5074', 'to_type': 'Staff', 'to_id': 'Troy Mitchell DVM', 'type': 'TAUGHT_BY'}, {'from_type': 'Staff', 'from_id': 'Troy Mitchell DVM', 'to_type': 'Department', 'to_id': ""FoL Dean's Office"", 'type': 'EMPLOYED_UNDER'}]"
NUSPF12404,Joe Carter,XXXXX954A,1984-05-15T00:00:00Z,2006-01-06T00:00:00Z,Electrical and Computer Engineering,EE6135,"[('Joe Carter', 'Staff')]","[('Electrical and Computer Engineering', 'Department')]","[('EE6135', 'Module')]","[{'from_type': 'Module', 'from_id': 'EE6135', 'to_type': 'Department', 'to_id': 'Electrical and Computer Engineering', 'type': 'BELONGS_TO'}, {'from_type': 'Module', 'from_id': 'EE6135', 'to_type': 'Staff', 'to_id': 'Joe Carter', 'type': 'TAUGHT_BY'}, {'from_type': 'Staff', 'from_id': 'Joe Carter', 'to_type': 'Department', 'to_id': 'Electrical and Computer Engineering', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12405,Jenny Allison,XXXXX960A,1972-12-26T00:00:00Z,2007-02-08T00:00:00Z,Industrial Systems Engineering and Management,IE5108,"[('Jenny Allison', 'Staff')]","[('Industrial Systems Engineering and Management', 'Department')]","[('IE5108', 'Module')]","[{'from_type': 'Module', 'from_id': 'IE5108', 'to_type': 'Department', 'to_id': 'Industrial Systems Engineering and Management', 'type': 'BELONGS_TO'}, {'from_type': 'Module', 'from_id': 'IE5108', 'to_type': 'Staff', 'to_id': 'Jenny Allison', 'type': 'TAUGHT_BY'}, {'from_type': 'Staff', 'from_id': 'Jenny Allison', 'to_type': 'Department', 'to_id': 'Industrial Systems Engineering and Management', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12406,Michael Barnes,XXXXX163A,1988-08-19T00:00:00Z,2002-09-28T00:00:00Z,Duke-NUS Dean's Office,GMS5224,"[('Michael Barnes', 'Staff')]","[(""Duke-NUS Dean's Office"", 'Department')]","[('GMS5224', 'Module')]","[{'from_type': 'Module', 'from_id': 'GMS5224', 'to_type': 'Department', 'to_id': ""Duke-NUS Dean's Office"", 'type': 'BELONGS_TO'}, {'from_type': 'Module', 'from_id': 'GMS5224', 'to_type': 'Staff', 'to_id': 'Michael Barnes', 'type': 'TAUGHT_BY'}, {'from_type': 'Staff', 'from_id': 'Michael Barnes', 'to_type': 'Department', 'to_id': ""Duke-NUS Dean's Office"", 'type': 'EMPLOYED_UNDER'}]"
NUSPF12407,Brian Good,XXXXX389A,1979-11-30T00:00:00Z,2008-03-13T00:00:00Z,FoL Dean's Office,LL4029BV,"[('Brian Good', 'Staff')]","[(""FoL Dean's Office"", 'Department')]","[('LL4029BV', 'Module')]","[{'from_type': 'Module', 'from_id': 'LL4029BV', 'to_type': 'Department', 'to_id': ""FoL Dean's Office"", 'type': 'BELONGS_TO'}, {'from_type': 'Module', 'from_id': 'LL4029BV', 'to_type': 'Staff', 'to_id': 'Brian Good', 'type': 'TAUGHT_BY'}, {'from_type': 'Staff', 'from_id': 'Brian Good', 'to_type': 'Department', 'to_id': ""FoL Dean's Office"", 'type': 'EMPLOYED_UNDER'}]"
NUSPF12408,Jeff Waters,XXXXX171A,1976-06-15T00:00:00Z,2000-05-15T00:00:00Z,Electrical and Computer Engineering,EEK5104,"[('Jeff Waters', 'Staff')]","[('Electrical and Computer Engineering', 'Department')]","[('EEK5104', 'Module')]","[{'from_type': 'Module', 'from_id': 'EEK5104', 'to_type': 'Department', 'to_id': 'Electrical and Computer Engineering', 'type': 'BELONGS_TO'}, {'from_type': 'Module', 'from_id': 'EEK5104', 'to_type': 'Staff', 'to_id': 'Jeff Waters', 'type': 'TAUGHT_BY'}, {'from_type': 'Staff', 'from_id': 'Jeff Waters', 'to_type': 'Department', 'to_id': 'Electrical and Computer Engineering', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12409,Tonya Bennett,XXXXX971A,1973-07-05T00:00:00Z,2007-02-19T00:00:00Z,English,GESS1021,"[('Tonya Bennett', 'Staff')]","[('English', 'Department')]","[('GESS1021', 'Module')]","[{'from_type': 'Module', 'from_id': 'GESS1021', 'to_type': 'Department', 'to_id': 'English', 'type': 'BELONGS_TO'}, {'from_type': 'Module', 'from_id': 'GESS1021', 'to_type': 'Staff', 'to_id': 'Tonya Bennett', 'type': 'TAUGHT_BY'}, {'from_type': 'Staff', 'from_id': 'Tonya Bennett', 'to_type': 'Department', 'to_id': 'English', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12410,Nathan Davis,XXXXX419A,1994-04-20T00:00:00Z,2004-03-09T00:00:00Z,Chinese Studies,CH5660,"[('Nathan Davis', 'Staff')]","[('Chinese Studies', 'Department')]","[('CH5660', 'Module')]","[{'from_type': 'Module', 'from_id': 'CH5660', 'to_type': 'Department', 'to_id': 'Chinese Studies', 'type': 'BELONGS_TO'}, {'from_type': 'Module', 'from_id': 'CH5660', 'to_type': 'Staff', 'to_id': 'Nathan Davis', 'type': 'TAUGHT_BY'}, {'from_type': 'Staff', 'from_id': 'Nathan Davis', 'to_type': 'Department', 'to_id': 'Chinese Studies', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12411,Erica Moore,XXXXX214A,1983-11-12T00:00:00Z,2006-02-07T00:00:00Z,Yale-NUS College,YIR3316G,"[('Erica Moore', 'Staff')]","[('Yale-NUS College', 'Department')]","[('YIR3316G', 'Module')]","[{'from_type': 'Module', 'from_id': 'YIR3316G', 'to_type': 'Department', 'to_id': 'Yale-NUS College', 'type': 'BELONGS_TO'}, {'from_type': 'Module', 'from_id': 'YIR3316G', 'to_type': 'Staff', 'to_id': 'Erica Moore', 'type': 'TAUGHT_BY'}, {'from_type': 'Staff', 'from_id': 'Erica Moore', 'to_type': 'Department', 'to_id': 'Yale-NUS College', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12412,Billy Hunter,XXXXX179A,1986-08-20T00:00:00Z,2001-11-13T00:00:00Z,Communications and New Media,ACE5480,"[('Billy Hunter', 'Staff')]","[('Communications and New Media', 'Department')]","[('ACE5480', 'Module')]","[{'from_type': 'Module', 'from_id': 'ACE5480', 'to_type': 'Department', 'to_id': 'Communications and New Media', 'type': 'BELONGS_TO'}, {'from_type': 'Module', 'from_id': 'ACE5480', 'to_type': 'Staff', 'to_id': 'Billy Hunter', 'type': 'TAUGHT_BY'}, {'from_type': 'Staff', 'from_id': 'Billy Hunter', 'to_type': 'Department', 'to_id': 'Communications and New Media', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12413,Annette Miller,XXXXX211A,1993-03-12T00:00:00Z,2009-06-16T00:00:00Z,Chemistry,CM5100,"[('Annette Miller', 'Staff')]","[('Chemistry', 'Department')]","[('CM5100', 'Module')]","[{'from_type': 'Module', 'from_id': 'CM5100', 'to_type': 'Department', 'to_id': 'Chemistry', 'type': 'BELONGS_TO'}, {'from_type': 'Module', 'from_id': 'CM5100', 'to_type': 'Staff', 'to_id': 'Annette Miller', 'type': 'TAUGHT_BY'}, {'from_type': 'Staff', 'from_id': 'Annette Miller', 'to_type': 'Department', 'to_id': 'Chemistry', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12414,Michael Smith,XXXXX594A,1975-01-23T00:00:00Z,2011-02-28T00:00:00Z,Economics,ECA5335,"[('Michael Smith', 'Staff')]","[('Economics', 'Department')]","[('ECA5335', 'Module')]","[{'from_type': 'Module', 'from_id': 'ECA5335', 'to_type': 'Department', 'to_id': 'Economics', 'type': 'BELONGS_TO'}, {'from_type': 'Module', 'from_id': 'ECA5335', 'to_type': 'Staff', 'to_id': 'Michael Smith', 'type': 'TAUGHT_BY'}, {'from_type': 'Staff', 'from_id': 'Michael Smith', 'to_type': 'Department', 'to_id': 'Economics', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12415,Christopher Cox,XXXXX278A,1975-11-01T00:00:00Z,2006-11-15T00:00:00Z,Civil and Environmental Engineering,CE5805QB,"[('Christopher Cox', 'Staff')]","[('Civil and Environmental Engineering', 'Department')]","[('CE5805QB', 'Module')]","[{'from_type': 'Module', 'from_id': 'CE5805QB', 'to_type': 'Department', 'to_id': 'Civil and Environmental Engineering', 'type': 'BELONGS_TO'}, {'from_type': 'Module', 'from_id': 'CE5805QB', 'to_type': 'Staff', 'to_id': 'Christopher Cox', 'type': 'TAUGHT_BY'}, {'from_type': 'Staff', 'from_id': 'Christopher Cox', 'to_type': 'Department', 'to_id': 'Civil and Environmental Engineering', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12416,Jose Wallace,XXXXX717A,1971-09-08T00:00:00Z,2013-10-04T00:00:00Z,SCALE Dean's Office,TBA2101,"[('Jose Wallace', 'Staff')]","[(""SCALE Dean's Office"", 'Department')]","[('TBA2101', 'Module')]","[{'from_type': 'Module', 'from_id': 'TBA2101', 'to_type': 'Department', 'to_id': ""SCALE Dean's Office"", 'type': 'BELONGS_TO'}, {'from_type': 'Module', 'from_id': 'TBA2101', 'to_type': 'Staff', 'to_id': 'Jose Wallace', 'type': 'TAUGHT_BY'}, {'from_type': 'Staff', 'from_id': 'Jose Wallace', 'to_type': 'Department', 'to_id': ""SCALE Dean's Office"", 'type': 'EMPLOYED_UNDER'}]"
NUSPF12417,Andrea Glass,XXXXX979A,1970-07-07T00:00:00Z,2005-10-05T00:00:00Z,SSH School of Public Health Dean's Office,SPH5890D,"[('Andrea Glass', 'Staff')]","[(""SSH School of Public Health Dean's Office"", 'Department')]","[('SPH5890D', 'Module')]","[{'from_type': 'Module', 'from_id': 'SPH5890D', 'to_type': 'Department', 'to_id': ""SSH School of Public Health Dean's Office"", 'type': 'BELONGS_TO'}, {'from_type': 'Module', 'from_id': 'SPH5890D', 'to_type': 'Staff', 'to_id': 'Andrea Glass', 'type': 'TAUGHT_BY'}, {'from_type': 'Staff', 'from_id': 'Andrea Glass', 'to_type': 'Department', 'to_id': ""SSH School of Public Health Dean's Office"", 'type': 'EMPLOYED_UNDER'}]"
NUSPF12418,Vanessa Valencia,XXXXX385A,1990-09-16T00:00:00Z,2010-02-02T00:00:00Z,Physics,PC5101,"[('Vanessa Valencia', 'Staff')]","[('Physics', 'Department')]","[('PC5101', 'Module')]","[{'from_type': 'Module', 'from_id': 'PC5101', 'to_type': 'Department', 'to_id': 'Physics', 'type': 'BELONGS_TO'}, {'from_type': 'Module', 'from_id': 'PC5101', 'to_type': 'Staff', 'to_id': 'Vanessa Valencia', 'type': 'TAUGHT_BY'}, {'from_type': 'Staff', 'from_id': 'Vanessa Valencia', 'to_type': 'Department', 'to_id': 'Physics', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12419,Thomas Sparks,XXXXX181A,1970-12-15T00:00:00Z,2007-09-26T00:00:00Z,Biological Sciences,BL5602,"[('Thomas Sparks', 'Staff')]","[('Biological Sciences', 'Department')]","[('BL5602', 'Module')]","[{'from_type': 'Module', 'from_id': 'BL5602', 'to_type': 'Department', 'to_id': 'Biological Sciences', 'type': 'BELONGS_TO'}, {'from_type': 'Module', 'from_id': 'BL5602', 'to_type': 'Staff', 'to_id': 'Thomas Sparks', 'type': 'TAUGHT_BY'}, {'from_type': 'Staff', 'from_id': 'Thomas Sparks', 'to_type': 'Department', 'to_id': 'Biological Sciences', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12420,Jonathan Shelton,XXXXX531A,1985-10-13T00:00:00Z,2009-08-29T00:00:00Z,Biomedical Engineering,BN5516,"[('Jonathan Shelton', 'Staff')]","[('Biomedical Engineering', 'Department')]","[('BN5516', 'Module')]","[{'from_type': 'Module', 'from_id': 'BN5516', 'to_type': 'Department', 'to_id': 'Biomedical Engineering', 'type': 'BELONGS_TO'}, {'from_type': 'Module', 'from_id': 'BN5516', 'to_type': 'Staff', 'to_id': 'Jonathan Shelton', 'type': 'TAUGHT_BY'}, {'from_type': 'Staff', 'from_id': 'Jonathan Shelton', 'to_type': 'Department', 'to_id': 'Biomedical Engineering', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12421,Morgan Clarke,XXXXX149A,1970-12-08T00:00:00Z,2004-12-12T00:00:00Z,Marketing,MKT3716,"[('Morgan Clarke', 'Staff')]","[('Marketing', 'Department')]","[('MKT3716', 'Module')]","[{'from_type': 'Module', 'from_id': 'MKT3716', 'to_type': 'Department', 'to_id': 'Marketing', 'type': 'BELONGS_TO'}, {'from_type': 'Module', 'from_id': 'MKT3716', 'to_type': 'Staff', 'to_id': 'Morgan Clarke', 'type': 'TAUGHT_BY'}, {'from_type': 'Staff', 'from_id': 'Morgan Clarke', 'to_type': 'Department', 'to_id': 'Marketing', 'type': 'EMPLOYED_UNDER'}]"
