Student_Name,Matric_Number,NRIC,Year,Faculties,Major,Second_Major,Modules_Completed,Grades,Student_entities,Faculty_entities,Major_entities,Module_entities
Randall Mccormick,A0205347J,XXXXX890Z,1,Yong Loo Lin Sch of Medicine,Medicine,,"['MD1903', 'MIH1102', 'NUR1113A', 'NUR1202C', 'NUR1125', 'NUR1108C', 'GEC1011', 'NUR1114A']","{'MD1903': 'D', 'MIH1102': 'C+', 'NUR1113A': 'B+', 'NUR1202C': 'B', 'NUR1125': 'B', 'NUR1108C': 'C+', 'GEC1011': 'A', 'NUR1114A': 'B'}","[('Randall Mccormick', 'STUDENT')]","[('Yong Loo Lin Sch of Medicine', 'FACULTY')]","[('Medicine', 'MAJOR')]","[('MD1903', 'MODULE'), ('MIH1102', 'MODULE'), ('NUR1113A', 'MODULE'), ('NUR1202C', 'MODULE'), ('NUR1125', 'MODULE'), ('NUR1108C', 'MODULE'), ('GEC1011', 'MODULE'), ('NUR1114A', 'MODULE')]"
Stephen Green,A0242453H,XXXXX750Z,3,Computing,Computer Science,Electrical Engineering,"['IS1128', 'CS2103R', 'BT1101', 'CS1010E', 'CS2040C', 'CS3236R', 'IT2900', 'CP2107', 'CS3231', 'DMC1401CS', 'CS2105', 'CP2106', 'CS2102', 'CP3107', 'CS2107', 'CS3245R', 'CS3237', 'CS2113', 'CP3111', 'CS2108', 'CP3201', 'IS1108', 'CS3241', 'CS2030S']","{'IS1128': 'B+', 'CS2103R': 'A', 'BT1101': 'A-', 'CS1010E': 'C', 'CS2040C': 'F', 'CS3236R': 'A+', 'IT2900': 'A+', 'CP2107': 'A-', 'CS3231': 'C+', 'DMC1401CS': 'A-', 'CS2105': 'B-', 'CP2106': 'A+', 'CS2102': 'B-', 'CP3107': 'B-', 'CS2107': 'A-', 'CS3245R': 'A+', 'CS3237': 'C', 'CS2113': 'A+', 'CP3111': 'C', 'CS2108': 'C+', 'CP3201': 'B', 'IS1108': 'D', 'CS3241': 'B+', 'CS2030S': 'F'}","[('Stephen Green', 'STUDENT')]","[('Computing', 'FACULTY')]","[('Computer Science', 'MAJOR')]","[('IS1128', 'MODULE'), ('CS2103R', 'MODULE'), ('BT1101', 'MODULE'), ('CS1010E', 'MODULE'), ('CS2040C', 'MODULE'), ('CS3236R', 'MODULE'), ('IT2900', 'MODULE'), ('CP2107', 'MODULE'), ('CS3231', 'MODULE'), ('DMC1401CS', 'MODULE'), ('CS2105', 'MODULE'), ('CP2106', 'MODULE'), ('CS2102', 'MODULE'), ('CP3107', 'MODULE'), ('CS2107', 'MODULE'), ('CS3245R', 'MODULE'), ('CS3237', 'MODULE'), ('CS2113', 'MODULE'), ('CP3111', 'MODULE'), ('CS2108', 'MODULE'), ('CP3201', 'MODULE'), ('IS1108', 'MODULE'), ('CS3241', 'MODULE'), ('CS2030S', 'MODULE')]"
Tammy Jones,A0296401Y,XXXXX937Z,2,Computing,Information Systems,,"['DMC1401', 'CS1231R', 'CS1010', 'CS2040', 'CP2201', 'CS2103', 'IS1108', 'IT1244', 'CS2103R', 'CP1008', 'BT1101', 'IS2218', 'DMC1401IS', 'CS2105', 'BT2102', 'IT2002']","{'DMC1401': 'A-', 'CS1231R': 'B', 'CS1010': 'B-', 'CS2040': 'B+', 'CP2201': 'A', 'CS2103': 'D', 'IS1108': 'B+', 'IT1244': 'C', 'CS2103R': 'B', 'CP1008': 'B+', 'BT1101': 'C+', 'IS2218': 'C', 'DMC1401IS': 'A+', 'CS2105': 'A-', 'BT2102': 'A-', 'IT2002': 'F'}","[('Tammy Jones', 'STUDENT')]","[('Computing', 'FACULTY')]","[('Information Systems', 'MAJOR')]","[('DMC1401', 'MODULE'), ('CS1231R', 'MODULE'), ('CS1010', 'MODULE'), ('CS2040', 'MODULE'), ('CP2201', 'MODULE'), ('CS2103', 'MODULE'), ('IS1108', 'MODULE'), ('IT1244', 'MODULE'), ('CS2103R', 'MODULE'), ('CP1008', 'MODULE'), ('BT1101', 'MODULE'), ('IS2218', 'MODULE'), ('DMC1401IS', 'MODULE'), ('CS2105', 'MODULE'), ('BT2102', 'MODULE'), ('IT2002', 'MODULE')]"
Matthew Evans,A0204144L,XXXXX795Z,1,Science,Data Science and Economics,,"['SP1230', 'ENV1101', 'LSM1303', 'HS1403S', 'GEC1016', 'PHS1101', 'PC1201', 'GES1021']","{'SP1230': 'A-', 'ENV1101': 'C+', 'LSM1303': 'B', 'HS1403S': 'A', 'GEC1016': 'F', 'PHS1101': 'F', 'PC1201': 'B-', 'GES1021': 'B-'}","[('Matthew Evans', 'STUDENT')]","[('Science', 'FACULTY')]","[('Data Science and Economics', 'MAJOR')]","[('SP1230', 'MODULE'), ('ENV1101', 'MODULE'), ('LSM1303', 'MODULE'), ('HS1403S', 'MODULE'), ('GEC1016', 'MODULE'), ('PHS1101', 'MODULE'), ('PC1201', 'MODULE'), ('GES1021', 'MODULE')]"
Lawrence Peters,A0248420K,XXXXX291Z,3,Computing,Information Systems,Environmental Studies,"['DMC1401', 'CS1231R', 'CS1010J', 'CS3245R', 'CS2103R', 'CS2100', 'CS2030S', 'CS1010R', 'BT2102', 'CP3108A', 'IS1108', 'IS1128', 'IS3251', 'CP2201', 'CP3108B', 'IS2238', 'IT1244', 'GEI1000', 'CS3240', 'CS2107', 'IS2218', 'CP2106', 'CS2105', 'CP3111']","{'DMC1401': 'F', 'CS1231R': 'C', 'CS1010J': 'A', 'CS3245R': 'B+', 'CS2103R': 'D', 'CS2100': 'D', 'CS2030S': 'B-', 'CS1010R': 'B-', 'BT2102': 'C+', 'CP3108A': 'B+', 'IS1108': 'B-', 'IS1128': 'B-', 'IS3251': 'C+', 'CP2201': 'B+', 'CP3108B': 'F', 'IS2238': 'B-', 'IT1244': 'B', 'GEI1000': 'C+', 'CS3240': 'A', 'CS2107': 'A-', 'IS2218': 'B', 'CP2106': 'B', 'CS2105': 'F', 'CP3111': 'D'}","[('Lawrence Peters', 'STUDENT')]","[('Computing', 'FACULTY')]","[('Information Systems', 'MAJOR')]","[('DMC1401', 'MODULE'), ('CS1231R', 'MODULE'), ('CS1010J', 'MODULE'), ('CS3245R', 'MODULE'), ('CS2103R', 'MODULE'), ('CS2100', 'MODULE'), ('CS2030S', 'MODULE'), ('CS1010R', 'MODULE'), ('BT2102', 'MODULE'), ('CP3108A', 'MODULE'), ('IS1108', 'MODULE'), ('IS1128', 'MODULE'), ('IS3251', 'MODULE'), ('CP2201', 'MODULE'), ('CP3108B', 'MODULE'), ('IS2238', 'MODULE'), ('IT1244', 'MODULE'), ('GEI1000', 'MODULE'), ('CS3240', 'MODULE'), ('CS2107', 'MODULE'), ('IS2218', 'MODULE'), ('CP2106', 'MODULE'), ('CS2105', 'MODULE'), ('CP3111', 'MODULE')]"
Gina Valencia,A0262923X,XXXXX814Z,3,Yong Loo Lin Sch of Medicine,Medicine,,"['NUR1124', 'NUR3506', 'NUR3504', 'NUR3205D', 'NUR2501', 'NUR3106B', 'GEH1043', 'NUR1123', 'NUR1125', 'NUR2441A', 'NUR1114A', 'NUR2106B', 'MD1902', 'MD1903', 'NUR2203C', 'MIH2202', 'NUR2125', 'NUR1108C', 'NUR2500', 'GEC1011', 'NUR3501', 'MIH1101', 'NUR3105C', 'NUR3116B']","{'NUR1124': 'B-', 'NUR3506': 'A', 'NUR3504': 'F', 'NUR3205D': 'D', 'NUR2501': 'A+', 'NUR3106B': 'F', 'GEH1043': 'F', 'NUR1123': 'A', 'NUR1125': 'F', 'NUR2441A': 'F', 'NUR1114A': 'A', 'NUR2106B': 'D', 'MD1902': 'B+', 'MD1903': 'F', 'NUR2203C': 'D', 'MIH2202': 'D', 'NUR2125': 'A+', 'NUR1108C': 'F', 'NUR2500': 'F', 'GEC1011': 'B', 'NUR3501': 'C+', 'MIH1101': 'C+', 'NUR3105C': 'C+', 'NUR3116B': 'B-'}","[('Gina Valencia', 'STUDENT')]","[('Yong Loo Lin Sch of Medicine', 'FACULTY')]","[('Medicine', 'MAJOR')]","[('NUR1124', 'MODULE'), ('NUR3506', 'MODULE'), ('NUR3504', 'MODULE'), ('NUR3205D', 'MODULE'), ('NUR2501', 'MODULE'), ('NUR3106B', 'MODULE'), ('GEH1043', 'MODULE'), ('NUR1123', 'MODULE'), ('NUR1125', 'MODULE'), ('NUR2441A', 'MODULE'), ('NUR1114A', 'MODULE'), ('NUR2106B', 'MODULE'), ('MD1902', 'MODULE'), ('MD1903', 'MODULE'), ('NUR2203C', 'MODULE'), ('MIH2202', 'MODULE'), ('NUR2125', 'MODULE'), ('NUR1108C', 'MODULE'), ('NUR2500', 'MODULE'), ('GEC1011', 'MODULE'), ('NUR3501', 'MODULE'), ('MIH1101', 'MODULE'), ('NUR3105C', 'MODULE'), ('NUR3116B', 'MODULE')]"
Maria Garcia,A0252954M,XXXXX838Z,1,YST Conservatory of Music,Music,,"['GEC1014', 'GET1040', 'MUA1196', 'MUA1101', 'MUH1101', 'MUA1240', 'GEX1022', 'MUA1165']","{'GEC1014': 'A+', 'GET1040': 'C', 'MUA1196': 'B', 'MUA1101': 'B-', 'MUH1101': 'C+', 'MUA1240': 'C+', 'GEX1022': 'F', 'MUA1165': 'A-'}","[('Maria Garcia', 'STUDENT')]","[('YST Conservatory of Music', 'FACULTY')]","[('Music', 'MAJOR')]","[('GEC1014', 'MODULE'), ('GET1040', 'MODULE'), ('MUA1196', 'MODULE'), ('MUA1101', 'MODULE'), ('MUH1101', 'MODULE'), ('MUA1240', 'MODULE'), ('GEX1022', 'MODULE'), ('MUA1165', 'MODULE')]"
Ryan Baker,A0222031R,XXXXX485Z,3,YST Conservatory of Music,Music,Social Work,"['MUA2177', 'MUA2153', 'MUA1153', 'MUA3255', 'GEX1022', 'GES1020', 'GEC1023', 'MUA1170', 'MUL2107', 'MUA3179', 'MUA3271', 'CFA1101A', 'MUA3213', 'MUA3117', 'MUA1107', 'MUA3194', 'MUH1101', 'MUA1115', 'MUA3205', 'MUA3224', 'MUA2255B', 'MUA1240', 'MUA3230', 'MUA3206']","{'MUA2177': 'B', 'MUA2153': 'A', 'MUA1153': 'A', 'MUA3255': 'D', 'GEX1022': 'C+', 'GES1020': 'C+', 'GEC1023': 'F', 'MUA1170': 'A-', 'MUL2107': 'C+', 'MUA3179': 'C', 'MUA3271': 'B+', 'CFA1101A': 'B+', 'MUA3213': 'C', 'MUA3117': 'A', 'MUA1107': 'D', 'MUA3194': 'B-', 'MUH1101': 'B', 'MUA1115': 'B+', 'MUA3205': 'D', 'MUA3224': 'D', 'MUA2255B': 'B+', 'MUA1240': 'B+', 'MUA3230': 'C', 'MUA3206': 'B'}","[('Ryan Baker', 'STUDENT')]","[('YST Conservatory of Music', 'FACULTY')]","[('Music', 'MAJOR')]","[('MUA2177', 'MODULE'), ('MUA2153', 'MODULE'), ('MUA1153', 'MODULE'), ('MUA3255', 'MODULE'), ('GEX1022', 'MODULE'), ('GES1020', 'MODULE'), ('GEC1023', 'MODULE'), ('MUA1170', 'MODULE'), ('MUL2107', 'MODULE'), ('MUA3179', 'MODULE'), ('MUA3271', 'MODULE'), ('CFA1101A', 'MODULE'), ('MUA3213', 'MODULE'), ('MUA3117', 'MODULE'), ('MUA1107', 'MODULE'), ('MUA3194', 'MODULE'), ('MUH1101', 'MODULE'), ('MUA1115', 'MODULE'), ('MUA3205', 'MODULE'), ('MUA3224', 'MODULE'), ('MUA2255B', 'MODULE'), ('MUA1240', 'MODULE'), ('MUA3230', 'MODULE'), ('MUA3206', 'MODULE')]"
Jean Haas,A0226324U,XXXXX841Z,4,College of Design and Engineering,Computer Engineering,,"['DTK1234', 'IPM2104', 'ESE4501R', 'ME4212', 'IE3105', 'ID4108', 'ID3128', 'ESE4502R', 'ESP2107', 'CE3203', 'ME4248', 'CE3201', 'EE4002D', 'ME4242', 'CDE2701B', 'MLE2301', 'MLE3202', 'PF3105', 'EG2605', 'LAD2004', 'CN4203R', 'ME4227', 'PF3502', 'LAD4008', 'PF3307', 'PF4306', 'LAD3001', 'ID3129', 'EG3612', 'ID4109', 'CDE3504', 'UIS3932']","{'DTK1234': 'A+', 'IPM2104': 'D', 'ESE4501R': 'C', 'ME4212': 'A', 'IE3105': 'A', 'ID4108': 'B', 'ID3128': 'F', 'ESE4502R': 'D', 'ESP2107': 'D', 'CE3203': 'A', 'ME4248': 'C', 'CE3201': 'B', 'EE4002D': 'B+', 'ME4242': 'A-', 'CDE2701B': 'D', 'MLE2301': 'A', 'MLE3202': 'B+', 'PF3105': 'C', 'EG2605': 'F', 'LAD2004': 'A', 'CN4203R': 'F', 'ME4227': 'C+', 'PF3502': 'A+', 'LAD4008': 'B+', 'PF3307': 'B+', 'PF4306': 'C', 'LAD3001': 'C', 'ID3129': 'B', 'EG3612': 'C', 'ID4109': 'A+', 'CDE3504': 'D', 'UIS3932': 'A-'}","[('Jean Haas', 'STUDENT')]","[('College of Design and Engineering', 'FACULTY')]","[('Computer Engineering', 'MAJOR')]","[('DTK1234', 'MODULE'), ('IPM2104', 'MODULE'), ('ESE4501R', 'MODULE'), ('ME4212', 'MODULE'), ('IE3105', 'MODULE'), ('ID4108', 'MODULE'), ('ID3128', 'MODULE'), ('ESE4502R', 'MODULE'), ('ESP2107', 'MODULE'), ('CE3203', 'MODULE'), ('ME4248', 'MODULE'), ('CE3201', 'MODULE'), ('EE4002D', 'MODULE'), ('ME4242', 'MODULE'), ('CDE2701B', 'MODULE'), ('MLE2301', 'MODULE'), ('MLE3202', 'MODULE'), ('PF3105', 'MODULE'), ('EG2605', 'MODULE'), ('LAD2004', 'MODULE'), ('CN4203R', 'MODULE'), ('ME4227', 'MODULE'), ('PF3502', 'MODULE'), ('LAD4008', 'MODULE'), ('PF3307', 'MODULE'), ('PF4306', 'MODULE'), ('LAD3001', 'MODULE'), ('ID3129', 'MODULE'), ('EG3612', 'MODULE'), ('ID4109', 'MODULE'), ('CDE3504', 'MODULE'), ('UIS3932', 'MODULE')]"
Lisa King,A0243147U,XXXXX319Z,1,Science,Life Science,Geography,"['ENV1101', 'GES1021', 'SP1230', 'GEH1050', 'HS1401S', 'LSM1303', 'HS1402S', 'HSI1000']","{'ENV1101': 'A-', 'GES1021': 'A', 'SP1230': 'B', 'GEH1050': 'B+', 'HS1401S': 'C', 'LSM1303': 'A-', 'HS1402S': 'D', 'HSI1000': 'C'}","[('Lisa King', 'STUDENT')]","[('Science', 'FACULTY')]","[('Life Science', 'MAJOR')]","[('ENV1101', 'MODULE'), ('GES1021', 'MODULE'), ('SP1230', 'MODULE'), ('GEH1050', 'MODULE'), ('HS1401S', 'MODULE'), ('LSM1303', 'MODULE'), ('HS1402S', 'MODULE'), ('HSI1000', 'MODULE')]"
Kelly Carter,A0207741E,XXXXX879Z,2,College of Design and Engineering,Computer Engineering,,"['PF2108', 'CE2407A', 'CDE2701A', 'MLE1001B', 'CDE2212', 'ME2162', 'CDE2501', 'ID2112', 'ID1223', 'ME2104', 'BN2001', 'IE2110', 'CDE2701B', 'BN2403', 'MLE2103A', 'AR2328A']","{'PF2108': 'C+', 'CE2407A': 'B+', 'CDE2701A': 'C', 'MLE1001B': 'B-', 'CDE2212': 'A-', 'ME2162': 'C+', 'CDE2501': 'F', 'ID2112': 'A', 'ID1223': 'F', 'ME2104': 'C', 'BN2001': 'A-', 'IE2110': 'B', 'CDE2701B': 'A+', 'BN2403': 'A+', 'MLE2103A': 'F', 'AR2328A': 'B-'}","[('Kelly Carter', 'STUDENT')]","[('College of Design and Engineering', 'FACULTY')]","[('Computer Engineering', 'MAJOR')]","[('PF2108', 'MODULE'), ('CE2407A', 'MODULE'), ('CDE2701A', 'MODULE'), ('MLE1001B', 'MODULE'), ('CDE2212', 'MODULE'), ('ME2162', 'MODULE'), ('CDE2501', 'MODULE'), ('ID2112', 'MODULE'), ('ID1223', 'MODULE'), ('ME2104', 'MODULE'), ('BN2001', 'MODULE'), ('IE2110', 'MODULE'), ('CDE2701B', 'MODULE'), ('BN2403', 'MODULE'), ('MLE2103A', 'MODULE'), ('AR2328A', 'MODULE')]"
Rebecca Farmer,A0261604X,XXXXX486Z,3,College of Design and Engineering,Landscape Architecture,,"['BN2204', 'LAD3002', 'ID2115', 'CE3102', 'BN2301', 'ID1119', 'EG2401A', 'MLE2105', 'CE3203', 'BN3101', 'ID3041', 'CDE2605R', 'CDE2605', 'PF3210', 'BN3202', 'PF2505', 'AR2328A', 'EG2620', 'AR3722', 'IPM1103', 'ID2107', 'EE3431C', 'BN1111', 'LAD1004']","{'BN2204': 'B+', 'LAD3002': 'F', 'ID2115': 'B-', 'CE3102': 'B+', 'BN2301': 'C+', 'ID1119': 'F', 'EG2401A': 'F', 'MLE2105': 'B', 'CE3203': 'C+', 'BN3101': 'D', 'ID3041': 'B', 'CDE2605R': 'A-', 'CDE2605': 'F', 'PF3210': 'B', 'BN3202': 'A+', 'PF2505': 'C+', 'AR2328A': 'A', 'EG2620': 'A-', 'AR3722': 'B+', 'IPM1103': 'D', 'ID2107': 'B-', 'EE3431C': 'B', 'BN1111': 'B', 'LAD1004': 'A+'}","[('Rebecca Farmer', 'STUDENT')]","[('College of Design and Engineering', 'FACULTY')]","[('Landscape Architecture', 'MAJOR')]","[('BN2204', 'MODULE'), ('LAD3002', 'MODULE'), ('ID2115', 'MODULE'), ('CE3102', 'MODULE'), ('BN2301', 'MODULE'), ('ID1119', 'MODULE'), ('EG2401A', 'MODULE'), ('MLE2105', 'MODULE'), ('CE3203', 'MODULE'), ('BN3101', 'MODULE'), ('ID3041', 'MODULE'), ('CDE2605R', 'MODULE'), ('CDE2605', 'MODULE'), ('PF3210', 'MODULE'), ('BN3202', 'MODULE'), ('PF2505', 'MODULE'), ('AR2328A', 'MODULE'), ('EG2620', 'MODULE'), ('AR3722', 'MODULE'), ('IPM1103', 'MODULE'), ('ID2107', 'MODULE'), ('EE3431C', 'MODULE'), ('BN1111', 'MODULE'), ('LAD1004', 'MODULE')]"
Melissa Robinson,A0282532J,XXXXX379Z,1,College of Design and Engineering,Architecture,,"['LAD1004', 'GESS1011', 'AR1102', 'PF1108', 'ID1121', 'ID1116', 'EG1611', 'AR1101']","{'LAD1004': 'C+', 'GESS1011': 'F', 'AR1102': 'A', 'PF1108': 'A', 'ID1121': 'A+', 'ID1116': 'C', 'EG1611': 'B', 'AR1101': 'A+'}","[('Melissa Robinson', 'STUDENT')]","[('College of Design and Engineering', 'FACULTY')]","[('Architecture', 'MAJOR')]","[('LAD1004', 'MODULE'), ('GESS1011', 'MODULE'), ('AR1102', 'MODULE'), ('PF1108', 'MODULE'), ('ID1121', 'MODULE'), ('ID1116', 'MODULE'), ('EG1611', 'MODULE'), ('AR1101', 'MODULE')]"
Cesar Smith,A0267259J,XXXXX381Z,1,NUS Business School,Business Administration,,"['BPM1705', 'DMB1203MKT', 'RE1707', 'RE1901', 'ACC1701D', 'MKT1705A', 'DMB1204BSP', 'MNO1706E']","{'BPM1705': 'B', 'DMB1203MKT': 'C', 'RE1707': 'A', 'RE1901': 'B-', 'ACC1701D': 'A+', 'MKT1705A': 'C', 'DMB1204BSP': 'A-', 'MNO1706E': 'D'}","[('Cesar Smith', 'STUDENT')]","[('NUS Business School', 'FACULTY')]","[('Business Administration', 'MAJOR')]","[('BPM1705', 'MODULE'), ('DMB1203MKT', 'MODULE'), ('RE1707', 'MODULE'), ('RE1901', 'MODULE'), ('ACC1701D', 'MODULE'), ('MKT1705A', 'MODULE'), ('DMB1204BSP', 'MODULE'), ('MNO1706E', 'MODULE')]"
Beth Mclaughlin,A0283652E,XXXXX136Z,4,Arts and Social Science,Economics,Computer Science,"['GE4224', 'MS1102E', 'PS4303', 'HY4216', 'EN4269', 'JS3214', 'GE2215', 'GEN2004', 'ASP1201EC', 'GE4214HM', 'GES1005', 'HY4222', 'SC4218HM', 'SW3551', 'GL4882B', 'LAL1201', 'NM2207', 'SC2217', 'UTOA2001HY', 'PE4402P', 'MS4208HM', 'GEC1003', 'SC4101', 'HS2919', 'EN2206', 'SC4202HM', 'PS2257', 'TS4401', 'HY4234HM', 'GE3256', 'GL1101E', 'PH2209']","{'GE4224': 'B+', 'MS1102E': 'F', 'PS4303': 'B', 'HY4216': 'D', 'EN4269': 'A', 'JS3214': 'A-', 'GE2215': 'A', 'GEN2004': 'A+', 'ASP1201EC': 'A', 'GE4214HM': 'B', 'GES1005': 'C+', 'HY4222': 'B+', 'SC4218HM': 'B', 'SW3551': 'A+', 'GL4882B': 'F', 'LAL1201': 'B', 'NM2207': 'B', 'SC2217': 'C+', 'UTOA2001HY': 'A-', 'PE4402P': 'D', 'MS4208HM': 'A+', 'GEC1003': 'A+', 'SC4101': 'B+', 'HS2919': 'A+', 'EN2206': 'A', 'SC4202HM': 'B', 'PS2257': 'B', 'TS4401': 'A-', 'HY4234HM': 'B+', 'GE3256': 'B+', 'GL1101E': 'B', 'PH2209': 'B-'}","[('Beth Mclaughlin', 'STUDENT')]","[('Arts and Social Science', 'FACULTY')]","[('Economics', 'MAJOR')]","[('GE4224', 'MODULE'), ('MS1102E', 'MODULE'), ('PS4303', 'MODULE'), ('HY4216', 'MODULE'), ('EN4269', 'MODULE'), ('JS3214', 'MODULE'), ('GE2215', 'MODULE'), ('GEN2004', 'MODULE'), ('ASP1201EC', 'MODULE'), ('GE4214HM', 'MODULE'), ('GES1005', 'MODULE'), ('HY4222', 'MODULE'), ('SC4218HM', 'MODULE'), ('SW3551', 'MODULE'), ('GL4882B', 'MODULE'), ('LAL1201', 'MODULE'), ('NM2207', 'MODULE'), ('SC2217', 'MODULE'), ('UTOA2001HY', 'MODULE'), ('PE4402P', 'MODULE'), ('MS4208HM', 'MODULE'), ('GEC1003', 'MODULE'), ('SC4101', 'MODULE'), ('HS2919', 'MODULE'), ('EN2206', 'MODULE'), ('SC4202HM', 'MODULE'), ('PS2257', 'MODULE'), ('TS4401', 'MODULE'), ('HY4234HM', 'MODULE'), ('GE3256', 'MODULE'), ('GL1101E', 'MODULE'), ('PH2209', 'MODULE')]"
Jennifer Kidd,A0272626Z,XXXXX595Z,4,Computing,Information Systems,,"['IT2900', 'BT4013', 'CP3108B', 'CP3209R', 'DMC1401IS', 'XFC4102', 'CS1010R', 'CP3106', 'CP3108A', 'IT1244', 'CP2201', 'CP1008', 'CS1010A', 'XFC4101', 'IS2238', 'CP4106', 'IS1128', 'CP3111', 'CP3201', 'CS2040', 'CS3237', 'CS3263', 'CP3208', 'CP3209', 'CS3233', 'CS2102', 'CP2106', 'CS2103', 'CS2105', 'CS4236', 'CS3236R', 'CP2107']","{'IT2900': 'C', 'BT4013': 'C', 'CP3108B': 'B', 'CP3209R': 'A+', 'DMC1401IS': 'C', 'XFC4102': 'B-', 'CS1010R': 'C', 'CP3106': 'A+', 'CP3108A': 'F', 'IT1244': 'A', 'CP2201': 'C+', 'CP1008': 'B-', 'CS1010A': 'C', 'XFC4101': 'C+', 'IS2238': 'B', 'CP4106': 'B-', 'IS1128': 'B', 'CP3111': 'B-', 'CP3201': 'D', 'CS2040': 'B-', 'CS3237': 'A+', 'CS3263': 'B+', 'CP3208': 'F', 'CP3209': 'D', 'CS3233': 'A+', 'CS2102': 'A', 'CP2106': 'A-', 'CS2103': 'A-', 'CS2105': 'B', 'CS4236': 'D', 'CS3236R': 'A+', 'CP2107': 'B'}","[('Jennifer Kidd', 'STUDENT')]","[('Computing', 'FACULTY')]","[('Information Systems', 'MAJOR')]","[('IT2900', 'MODULE'), ('BT4013', 'MODULE'), ('CP3108B', 'MODULE'), ('CP3209R', 'MODULE'), ('DMC1401IS', 'MODULE'), ('XFC4102', 'MODULE'), ('CS1010R', 'MODULE'), ('CP3106', 'MODULE'), ('CP3108A', 'MODULE'), ('IT1244', 'MODULE'), ('CP2201', 'MODULE'), ('CP1008', 'MODULE'), ('CS1010A', 'MODULE'), ('XFC4101', 'MODULE'), ('IS2238', 'MODULE'), ('CP4106', 'MODULE'), ('IS1128', 'MODULE'), ('CP3111', 'MODULE'), ('CP3201', 'MODULE'), ('CS2040', 'MODULE'), ('CS3237', 'MODULE'), ('CS3263', 'MODULE'), ('CP3208', 'MODULE'), ('CP3209', 'MODULE'), ('CS3233', 'MODULE'), ('CS2102', 'MODULE'), ('CP2106', 'MODULE'), ('CS2103', 'MODULE'), ('CS2105', 'MODULE'), ('CS4236', 'MODULE'), ('CS3236R', 'MODULE'), ('CP2107', 'MODULE')]"
Yvette Johnson DVM,A0275093H,XXXXX814Z,4,Yong Loo Lin Sch of Medicine,Nursing,,"['NUR1125', 'NUR4103B', 'NUR3500', 'NUR2107B', 'NUR3205D', 'NUR2106B', 'ALS1010', 'NUR3116B', 'NUR3117A', 'MD1903', 'NUR3105B', 'NUR3505', 'NUR3502', 'NUR3119', 'NUR2113', 'NUR1107B', 'NUR3202C', 'NUR4102B', 'HS2924', 'NUR3116C', 'NUR2500', 'MIH1101', 'NUR4101B', 'NUR1124', 'NUR3506', 'NUR2124', 'NUR2503', 'NUR2441A', 'MD3140E', 'NUR3507', 'NUR1123', 'NUR3503']","{'NUR1125': 'A-', 'NUR4103B': 'A', 'NUR3500': 'B-', 'NUR2107B': 'F', 'NUR3205D': 'A-', 'NUR2106B': 'B', 'ALS1010': 'B+', 'NUR3116B': 'B-', 'NUR3117A': 'B+', 'MD1903': 'D', 'NUR3105B': 'A+', 'NUR3505': 'D', 'NUR3502': 'B', 'NUR3119': 'A-', 'NUR2113': 'A', 'NUR1107B': 'D', 'NUR3202C': 'F', 'NUR4102B': 'B+', 'HS2924': 'D', 'NUR3116C': 'F', 'NUR2500': 'D', 'MIH1101': 'B+', 'NUR4101B': 'D', 'NUR1124': 'C', 'NUR3506': 'B', 'NUR2124': 'D', 'NUR2503': 'C+', 'NUR2441A': 'A-', 'MD3140E': 'B-', 'NUR3507': 'C+', 'NUR1123': 'B', 'NUR3503': 'A+'}","[('Yvette Johnson DVM', 'STUDENT')]","[('Yong Loo Lin Sch of Medicine', 'FACULTY')]","[('Nursing', 'MAJOR')]","[('NUR1125', 'MODULE'), ('NUR4103B', 'MODULE'), ('NUR3500', 'MODULE'), ('NUR2107B', 'MODULE'), ('NUR3205D', 'MODULE'), ('NUR2106B', 'MODULE'), ('ALS1010', 'MODULE'), ('NUR3116B', 'MODULE'), ('NUR3117A', 'MODULE'), ('MD1903', 'MODULE'), ('NUR3105B', 'MODULE'), ('NUR3505', 'MODULE'), ('NUR3502', 'MODULE'), ('NUR3119', 'MODULE'), ('NUR2113', 'MODULE'), ('NUR1107B', 'MODULE'), ('NUR3202C', 'MODULE'), ('NUR4102B', 'MODULE'), ('HS2924', 'MODULE'), ('NUR3116C', 'MODULE'), ('NUR2500', 'MODULE'), ('MIH1101', 'MODULE'), ('NUR4101B', 'MODULE'), ('NUR1124', 'MODULE'), ('NUR3506', 'MODULE'), ('NUR2124', 'MODULE'), ('NUR2503', 'MODULE'), ('NUR2441A', 'MODULE'), ('MD3140E', 'MODULE'), ('NUR3507', 'MODULE'), ('NUR1123', 'MODULE'), ('NUR3503', 'MODULE')]"
