Employee ID,Employee Name,NRIC,DOB,DOJ,Department,Modules Taught,staff_entities,department_entities,module_entities,relationships
NUSPF12382,Tracy Brown,XXXXX515A,1974-05-17T00:00:00Z,2012-10-31T00:00:00Z,Malay Studies,MS4880B,"[('Tracy Brown', 'STAFF')]","[('Malay Studies', 'DEPARTMENT')]","[('MS4880B', 'MODULE')]","[{'from_type': 'MODULE', 'from_id': 'MS4880B', 'to_type': 'DEPARTMENT', 'to_id': 'Malay Studies', 'type': 'BELONGS_TO'}, {'from_type': 'MODULE', 'from_id': 'MS4880B', 'to_type': 'STAFF', 'to_id': 'Tracy Brown', 'type': 'TAUGHT_BY'}, {'from_type': 'STAFF', 'from_id': 'Tracy Brown', 'to_type': 'DEPARTMENT', 'to_id': 'Malay Studies', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12383,Jessica Evans,XXXXX909A,1984-03-29T00:00:00Z,2014-06-22T00:00:00Z,CDE Dean's Office,CDE2701B,"[('Jessica Evans', 'STAFF')]","[(""CDE Dean's Office"", 'DEPARTMENT')]","[('CDE2701B', 'MODULE')]","[{'from_type': 'MODULE', 'from_id': 'CDE2701B', 'to_type': 'DEPARTMENT', 'to_id': ""CDE Dean's Office"", 'type': 'BELONGS_TO'}, {'from_type': 'MODULE', 'from_id': 'CDE2701B', 'to_type': 'STAFF', 'to_id': 'Jessica Evans', 'type': 'TAUGHT_BY'}, {'from_type': 'STAFF', 'from_id': 'Jessica Evans', 'to_type': 'DEPARTMENT', 'to_id': ""CDE Dean's Office"", 'type': 'EMPLOYED_UNDER'}]"
NUSPF12384,Edward Chang,XXXXX297A,1974-03-20T00:00:00Z,2000-03-03T00:00:00Z,Residential College 4,UTC2730,"[('Edward Chang', 'STAFF')]","[('Residential College 4', 'DEPARTMENT')]","[('UTC2730', 'MODULE')]","[{'from_type': 'MODULE', 'from_id': 'UTC2730', 'to_type': 'DEPARTMENT', 'to_id': 'Residential College 4', 'type': 'BELONGS_TO'}, {'from_type': 'MODULE', 'from_id': 'UTC2730', 'to_type': 'STAFF', 'to_id': 'Edward Chang', 'type': 'TAUGHT_BY'}, {'from_type': 'STAFF', 'from_id': 'Edward Chang', 'to_type': 'DEPARTMENT', 'to_id': 'Residential College 4', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12385,Carlos Murphy,XXXXX888A,1983-10-13T00:00:00Z,1999-07-30T00:00:00Z,SCALE Dean's Office,TCX1101,"[('Carlos Murphy', 'STAFF')]","[(""SCALE Dean's Office"", 'DEPARTMENT')]","[('TCX1101', 'MODULE')]","[{'from_type': 'MODULE', 'from_id': 'TCX1101', 'to_type': 'DEPARTMENT', 'to_id': ""SCALE Dean's Office"", 'type': 'BELONGS_TO'}, {'from_type': 'MODULE', 'from_id': 'TCX1101', 'to_type': 'STAFF', 'to_id': 'Carlos Murphy', 'type': 'TAUGHT_BY'}, {'from_type': 'STAFF', 'from_id': 'Carlos Murphy', 'to_type': 'DEPARTMENT', 'to_id': ""SCALE Dean's Office"", 'type': 'EMPLOYED_UNDER'}]"
NUSPF12386,Samantha Anderson,XXXXX666A,1978-12-25T00:00:00Z,2010-08-27T00:00:00Z,YSTCM Dean's Office,MUA3266,"[('Samantha Anderson', 'STAFF')]","[(""YSTCM Dean's Office"", 'DEPARTMENT')]","[('MUA3266', 'MODULE')]","[{'from_type': 'MODULE', 'from_id': 'MUA3266', 'to_type': 'DEPARTMENT', 'to_id': ""YSTCM Dean's Office"", 'type': 'BELONGS_TO'}, {'from_type': 'MODULE', 'from_id': 'MUA3266', 'to_type': 'STAFF', 'to_id': 'Samantha Anderson', 'type': 'TAUGHT_BY'}, {'from_type': 'STAFF', 'from_id': 'Samantha Anderson', 'to_type': 'DEPARTMENT', 'to_id': ""YSTCM Dean's Office"", 'type': 'EMPLOYED_UNDER'}]"
NUSPF12387,Richard Johnson,XXXXX266A,1983-06-07T00:00:00Z,2005-09-16T00:00:00Z,Alice Lee Center for Nursing Studies,NUR2441A,"[('Richard Johnson', 'STAFF')]","[('Alice Lee Center for Nursing Studies', 'DEPARTMENT')]","[('NUR2441A', 'MODULE')]","[{'from_type': 'MODULE', 'from_id': 'NUR2441A', 'to_type': 'DEPARTMENT', 'to_id': 'Alice Lee Center for Nursing Studies', 'type': 'BELONGS_TO'}, {'from_type': 'MODULE', 'from_id': 'NUR2441A', 'to_type': 'STAFF', 'to_id': 'Richard Johnson', 'type': 'TAUGHT_BY'}, {'from_type': 'STAFF', 'from_id': 'Richard Johnson', 'to_type': 'DEPARTMENT', 'to_id': 'Alice Lee Center for Nursing Studies', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12388,Melissa Adams,XXXXX962A,1985-01-15T00:00:00Z,2000-11-29T00:00:00Z,Southeast Asian Studies,SE3551,"[('Melissa Adams', 'STAFF')]","[('Southeast Asian Studies', 'DEPARTMENT')]","[('SE3551', 'MODULE')]","[{'from_type': 'MODULE', 'from_id': 'SE3551', 'to_type': 'DEPARTMENT', 'to_id': 'Southeast Asian Studies', 'type': 'BELONGS_TO'}, {'from_type': 'MODULE', 'from_id': 'SE3551', 'to_type': 'STAFF', 'to_id': 'Melissa Adams', 'type': 'TAUGHT_BY'}, {'from_type': 'STAFF', 'from_id': 'Melissa Adams', 'to_type': 'DEPARTMENT', 'to_id': 'Southeast Asian Studies', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12389,David Keller,XXXXX193A,1974-05-05T00:00:00Z,2006-12-01T00:00:00Z,Architecture,DEP5110,"[('David Keller', 'STAFF')]","[('Architecture', 'DEPARTMENT')]","[('DEP5110', 'MODULE')]","[{'from_type': 'MODULE', 'from_id': 'DEP5110', 'to_type': 'DEPARTMENT', 'to_id': 'Architecture', 'type': 'BELONGS_TO'}, {'from_type': 'MODULE', 'from_id': 'DEP5110', 'to_type': 'STAFF', 'to_id': 'David Keller', 'type': 'TAUGHT_BY'}, {'from_type': 'STAFF', 'from_id': 'David Keller', 'to_type': 'DEPARTMENT', 'to_id': 'Architecture', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12390,Kathryn Allen,XXXXX350A,1971-05-04T00:00:00Z,2002-06-28T00:00:00Z,PharmacyandPharmaceuticalScience,PR2150,"[('Kathryn Allen', 'STAFF')]","[('PharmacyandPharmaceuticalScience', 'DEPARTMENT')]","[('PR2150', 'MODULE')]","[{'from_type': 'MODULE', 'from_id': 'PR2150', 'to_type': 'DEPARTMENT', 'to_id': 'PharmacyandPharmaceuticalScience', 'type': 'BELONGS_TO'}, {'from_type': 'MODULE', 'from_id': 'PR2150', 'to_type': 'STAFF', 'to_id': 'Kathryn Allen', 'type': 'TAUGHT_BY'}, {'from_type': 'STAFF', 'from_id': 'Kathryn Allen', 'to_type': 'DEPARTMENT', 'to_id': 'PharmacyandPharmaceuticalScience', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12391,Laura Garrison,XXXXX248A,1993-04-12T00:00:00Z,2011-11-06T00:00:00Z,Architecture,AR2522,"[('Laura Garrison', 'STAFF')]","[('Architecture', 'DEPARTMENT')]","[('AR2522', 'MODULE')]","[{'from_type': 'MODULE', 'from_id': 'AR2522', 'to_type': 'DEPARTMENT', 'to_id': 'Architecture', 'type': 'BELONGS_TO'}, {'from_type': 'MODULE', 'from_id': 'AR2522', 'to_type': 'STAFF', 'to_id': 'Laura Garrison', 'type': 'TAUGHT_BY'}, {'from_type': 'STAFF', 'from_id': 'Laura Garrison', 'to_type': 'DEPARTMENT', 'to_id': 'Architecture', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12392,Stephen Tyler,XXXXX412A,1988-11-13T00:00:00Z,2013-06-20T00:00:00Z,Economics,EC4302,"[('Stephen Tyler', 'STAFF')]","[('Economics', 'DEPARTMENT')]","[('EC4302', 'MODULE')]","[{'from_type': 'MODULE', 'from_id': 'EC4302', 'to_type': 'DEPARTMENT', 'to_id': 'Economics', 'type': 'BELONGS_TO'}, {'from_type': 'MODULE', 'from_id': 'EC4302', 'to_type': 'STAFF', 'to_id': 'Stephen Tyler', 'type': 'TAUGHT_BY'}, {'from_type': 'STAFF', 'from_id': 'Stephen Tyler', 'to_type': 'DEPARTMENT', 'to_id': 'Economics', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12393,Tammy Hart,XXXXX657A,1980-09-18T00:00:00Z,2010-04-03T00:00:00Z,SSH School of Public Health Dean's Office,SPH5890B,"[('Tammy Hart', 'STAFF')]","[(""SSH School of Public Health Dean's Office"", 'DEPARTMENT')]","[('SPH5890B', 'MODULE')]","[{'from_type': 'MODULE', 'from_id': 'SPH5890B', 'to_type': 'DEPARTMENT', 'to_id': ""SSH School of Public Health Dean's Office"", 'type': 'BELONGS_TO'}, {'from_type': 'MODULE', 'from_id': 'SPH5890B', 'to_type': 'STAFF', 'to_id': 'Tammy Hart', 'type': 'TAUGHT_BY'}, {'from_type': 'STAFF', 'from_id': 'Tammy Hart', 'to_type': 'DEPARTMENT', 'to_id': ""SSH School of Public Health Dean's Office"", 'type': 'EMPLOYED_UNDER'}]"
NUSPF12394,Thomas Alvarez,XXXXX553A,1986-09-24T00:00:00Z,2006-12-02T00:00:00Z,Strategy and Policy,BSP1703,"[('Thomas Alvarez', 'STAFF')]","[('Strategy and Policy', 'DEPARTMENT')]","[('BSP1703', 'MODULE')]","[{'from_type': 'MODULE', 'from_id': 'BSP1703', 'to_type': 'DEPARTMENT', 'to_id': 'Strategy and Policy', 'type': 'BELONGS_TO'}, {'from_type': 'MODULE', 'from_id': 'BSP1703', 'to_type': 'STAFF', 'to_id': 'Thomas Alvarez', 'type': 'TAUGHT_BY'}, {'from_type': 'STAFF', 'from_id': 'Thomas Alvarez', 'to_type': 'DEPARTMENT', 'to_id': 'Strategy and Policy', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12395,David Cohen,XXXXX759A,1973-11-07T00:00:00Z,2011-05-14T00:00:00Z,English,ENC5253,"[('David Cohen', 'STAFF')]","[('English', 'DEPARTMENT')]","[('ENC5253', 'MODULE')]","[{'from_type': 'MODULE', 'from_id': 'ENC5253', 'to_type': 'DEPARTMENT', 'to_id': 'English', 'type': 'BELONGS_TO'}, {'from_type': 'MODULE', 'from_id': 'ENC5253', 'to_type': 'STAFF', 'to_id': 'David Cohen', 'type': 'TAUGHT_BY'}, {'from_type': 'STAFF', 'from_id': 'David Cohen', 'to_type': 'DEPARTMENT', 'to_id': 'English', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12396,Matthew Williams,XXXXX450A,1975-03-28T00:00:00Z,2013-03-15T00:00:00Z,Materials Science and Engineering,MLE5101,"[('Matthew Williams', 'STAFF')]","[('Materials Science and Engineering', 'DEPARTMENT')]","[('MLE5101', 'MODULE')]","[{'from_type': 'MODULE', 'from_id': 'MLE5101', 'to_type': 'DEPARTMENT', 'to_id': 'Materials Science and Engineering', 'type': 'BELONGS_TO'}, {'from_type': 'MODULE', 'from_id': 'MLE5101', 'to_type': 'STAFF', 'to_id': 'Matthew Williams', 'type': 'TAUGHT_BY'}, {'from_type': 'STAFF', 'from_id': 'Matthew Williams', 'to_type': 'DEPARTMENT', 'to_id': 'Materials Science and Engineering', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12397,Joshua Fox,XXXXX962A,1987-02-20T00:00:00Z,2005-09-11T00:00:00Z,Japanese Studies,JS4230HM,"[('Joshua Fox', 'STAFF')]","[('Japanese Studies', 'DEPARTMENT')]","[('JS4230HM', 'MODULE')]","[{'from_type': 'MODULE', 'from_id': 'JS4230HM', 'to_type': 'DEPARTMENT', 'to_id': 'Japanese Studies', 'type': 'BELONGS_TO'}, {'from_type': 'MODULE', 'from_id': 'JS4230HM', 'to_type': 'STAFF', 'to_id': 'Joshua Fox', 'type': 'TAUGHT_BY'}, {'from_type': 'STAFF', 'from_id': 'Joshua Fox', 'to_type': 'DEPARTMENT', 'to_id': 'Japanese Studies', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12398,Christopher Chung,XXXXX798A,1976-02-23T00:00:00Z,2012-02-03T00:00:00Z,Civil and Environmental Engineering,CE5611QA,"[('Christopher Chung', 'STAFF')]","[('Civil and Environmental Engineering', 'DEPARTMENT')]","[('CE5611QA', 'MODULE')]","[{'from_type': 'MODULE', 'from_id': 'CE5611QA', 'to_type': 'DEPARTMENT', 'to_id': 'Civil and Environmental Engineering', 'type': 'BELONGS_TO'}, {'from_type': 'MODULE', 'from_id': 'CE5611QA', 'to_type': 'STAFF', 'to_id': 'Christopher Chung', 'type': 'TAUGHT_BY'}, {'from_type': 'STAFF', 'from_id': 'Christopher Chung', 'to_type': 'DEPARTMENT', 'to_id': 'Civil and Environmental Engineering', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12399,Jennifer Williams,XXXXX179A,1983-04-29T00:00:00Z,2014-06-01T00:00:00Z,Electrical and Computer Engineering,EE6990,"[('Jennifer Williams', 'STAFF')]","[('Electrical and Computer Engineering', 'DEPARTMENT')]","[('EE6990', 'MODULE')]","[{'from_type': 'MODULE', 'from_id': 'EE6990', 'to_type': 'DEPARTMENT', 'to_id': 'Electrical and Computer Engineering', 'type': 'BELONGS_TO'}, {'from_type': 'MODULE', 'from_id': 'EE6990', 'to_type': 'STAFF', 'to_id': 'Jennifer Williams', 'type': 'TAUGHT_BY'}, {'from_type': 'STAFF', 'from_id': 'Jennifer Williams', 'to_type': 'DEPARTMENT', 'to_id': 'Electrical and Computer Engineering', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12400,Mason Thomas,XXXXX535A,1976-10-05T00:00:00Z,2010-02-25T00:00:00Z,Civil and Environmental Engineering,ESE5202,"[('Mason Thomas', 'STAFF')]","[('Civil and Environmental Engineering', 'DEPARTMENT')]","[('ESE5202', 'MODULE')]","[{'from_type': 'MODULE', 'from_id': 'ESE5202', 'to_type': 'DEPARTMENT', 'to_id': 'Civil and Environmental Engineering', 'type': 'BELONGS_TO'}, {'from_type': 'MODULE', 'from_id': 'ESE5202', 'to_type': 'STAFF', 'to_id': 'Mason Thomas', 'type': 'TAUGHT_BY'}, {'from_type': 'STAFF', 'from_id': 'Mason Thomas', 'to_type': 'DEPARTMENT', 'to_id': 'Civil and Environmental Engineering', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12401,Jonathan Larsen,XXXXX335A,1984-06-20T00:00:00Z,2007-02-23T00:00:00Z,Physics,PC2174A,"[('Jonathan Larsen', 'STAFF')]","[('Physics', 'DEPARTMENT')]","[('PC2174A', 'MODULE')]","[{'from_type': 'MODULE', 'from_id': 'PC2174A', 'to_type': 'DEPARTMENT', 'to_id': 'Physics', 'type': 'BELONGS_TO'}, {'from_type': 'MODULE', 'from_id': 'PC2174A', 'to_type': 'STAFF', 'to_id': 'Jonathan Larsen', 'type': 'TAUGHT_BY'}, {'from_type': 'STAFF', 'from_id': 'Jonathan Larsen', 'to_type': 'DEPARTMENT', 'to_id': 'Physics', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12402,Robert Johnson,XXXXX799A,1987-10-28T00:00:00Z,2014-07-12T00:00:00Z,Engineering Science Programme,ESP2107,"[('Robert Johnson', 'STAFF')]","[('Engineering Science Programme', 'DEPARTMENT')]","[('ESP2107', 'MODULE')]","[{'from_type': 'MODULE', 'from_id': 'ESP2107', 'to_type': 'DEPARTMENT', 'to_id': 'Engineering Science Programme', 'type': 'BELONGS_TO'}, {'from_type': 'MODULE', 'from_id': 'ESP2107', 'to_type': 'STAFF', 'to_id': 'Robert Johnson', 'type': 'TAUGHT_BY'}, {'from_type': 'STAFF', 'from_id': 'Robert Johnson', 'to_type': 'DEPARTMENT', 'to_id': 'Engineering Science Programme', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12403,Troy Mitchell DVM,XXXXX529A,1971-10-24T00:00:00Z,2004-11-18T00:00:00Z,FoL Dean's Office,LC5074,"[('Troy Mitchell DVM', 'STAFF')]","[(""FoL Dean's Office"", 'DEPARTMENT')]","[('LC5074', 'MODULE')]","[{'from_type': 'MODULE', 'from_id': 'LC5074', 'to_type': 'DEPARTMENT', 'to_id': ""FoL Dean's Office"", 'type': 'BELONGS_TO'}, {'from_type': 'MODULE', 'from_id': 'LC5074', 'to_type': 'STAFF', 'to_id': 'Troy Mitchell DVM', 'type': 'TAUGHT_BY'}, {'from_type': 'STAFF', 'from_id': 'Troy Mitchell DVM', 'to_type': 'DEPARTMENT', 'to_id': ""FoL Dean's Office"", 'type': 'EMPLOYED_UNDER'}]"
NUSPF12404,Joe Carter,XXXXX954A,1984-05-15T00:00:00Z,2006-01-06T00:00:00Z,Electrical and Computer Engineering,EE6135,"[('Joe Carter', 'STAFF')]","[('Electrical and Computer Engineering', 'DEPARTMENT')]","[('EE6135', 'MODULE')]","[{'from_type': 'MODULE', 'from_id': 'EE6135', 'to_type': 'DEPARTMENT', 'to_id': 'Electrical and Computer Engineering', 'type': 'BELONGS_TO'}, {'from_type': 'MODULE', 'from_id': 'EE6135', 'to_type': 'STAFF', 'to_id': 'Joe Carter', 'type': 'TAUGHT_BY'}, {'from_type': 'STAFF', 'from_id': 'Joe Carter', 'to_type': 'DEPARTMENT', 'to_id': 'Electrical and Computer Engineering', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12405,Jenny Allison,XXXXX960A,1972-12-26T00:00:00Z,2007-02-08T00:00:00Z,Industrial Systems Engineering and Management,IE5108,"[('Jenny Allison', 'STAFF')]","[('Industrial Systems Engineering and Management', 'DEPARTMENT')]","[('IE5108', 'MODULE')]","[{'from_type': 'MODULE', 'from_id': 'IE5108', 'to_type': 'DEPARTMENT', 'to_id': 'Industrial Systems Engineering and Management', 'type': 'BELONGS_TO'}, {'from_type': 'MODULE', 'from_id': 'IE5108', 'to_type': 'STAFF', 'to_id': 'Jenny Allison', 'type': 'TAUGHT_BY'}, {'from_type': 'STAFF', 'from_id': 'Jenny Allison', 'to_type': 'DEPARTMENT', 'to_id': 'Industrial Systems Engineering and Management', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12406,Michael Barnes,XXXXX163A,1988-08-19T00:00:00Z,2002-09-28T00:00:00Z,Duke-NUS Dean's Office,GMS5224,"[('Michael Barnes', 'STAFF')]","[(""Duke-NUS Dean's Office"", 'DEPARTMENT')]","[('GMS5224', 'MODULE')]","[{'from_type': 'MODULE', 'from_id': 'GMS5224', 'to_type': 'DEPARTMENT', 'to_id': ""Duke-NUS Dean's Office"", 'type': 'BELONGS_TO'}, {'from_type': 'MODULE', 'from_id': 'GMS5224', 'to_type': 'STAFF', 'to_id': 'Michael Barnes', 'type': 'TAUGHT_BY'}, {'from_type': 'STAFF', 'from_id': 'Michael Barnes', 'to_type': 'DEPARTMENT', 'to_id': ""Duke-NUS Dean's Office"", 'type': 'EMPLOYED_UNDER'}]"
NUSPF12407,Brian Good,XXXXX389A,1979-11-30T00:00:00Z,2008-03-13T00:00:00Z,FoL Dean's Office,LL4029BV,"[('Brian Good', 'STAFF')]","[(""FoL Dean's Office"", 'DEPARTMENT')]","[('LL4029BV', 'MODULE')]","[{'from_type': 'MODULE', 'from_id': 'LL4029BV', 'to_type': 'DEPARTMENT', 'to_id': ""FoL Dean's Office"", 'type': 'BELONGS_TO'}, {'from_type': 'MODULE', 'from_id': 'LL4029BV', 'to_type': 'STAFF', 'to_id': 'Brian Good', 'type': 'TAUGHT_BY'}, {'from_type': 'STAFF', 'from_id': 'Brian Good', 'to_type': 'DEPARTMENT', 'to_id': ""FoL Dean's Office"", 'type': 'EMPLOYED_UNDER'}]"
NUSPF12408,Jeff Waters,XXXXX171A,1976-06-15T00:00:00Z,2000-05-15T00:00:00Z,Electrical and Computer Engineering,EEK5104,"[('Jeff Waters', 'STAFF')]","[('Electrical and Computer Engineering', 'DEPARTMENT')]","[('EEK5104', 'MODULE')]","[{'from_type': 'MODULE', 'from_id': 'EEK5104', 'to_type': 'DEPARTMENT', 'to_id': 'Electrical and Computer Engineering', 'type': 'BELONGS_TO'}, {'from_type': 'MODULE', 'from_id': 'EEK5104', 'to_type': 'STAFF', 'to_id': 'Jeff Waters', 'type': 'TAUGHT_BY'}, {'from_type': 'STAFF', 'from_id': 'Jeff Waters', 'to_type': 'DEPARTMENT', 'to_id': 'Electrical and Computer Engineering', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12409,Tonya Bennett,XXXXX971A,1973-07-05T00:00:00Z,2007-02-19T00:00:00Z,English,GESS1021,"[('Tonya Bennett', 'STAFF')]","[('English', 'DEPARTMENT')]","[('GESS1021', 'MODULE')]","[{'from_type': 'MODULE', 'from_id': 'GESS1021', 'to_type': 'DEPARTMENT', 'to_id': 'English', 'type': 'BELONGS_TO'}, {'from_type': 'MODULE', 'from_id': 'GESS1021', 'to_type': 'STAFF', 'to_id': 'Tonya Bennett', 'type': 'TAUGHT_BY'}, {'from_type': 'STAFF', 'from_id': 'Tonya Bennett', 'to_type': 'DEPARTMENT', 'to_id': 'English', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12410,Nathan Davis,XXXXX419A,1994-04-20T00:00:00Z,2004-03-09T00:00:00Z,Chinese Studies,CH5660,"[('Nathan Davis', 'STAFF')]","[('Chinese Studies', 'DEPARTMENT')]","[('CH5660', 'MODULE')]","[{'from_type': 'MODULE', 'from_id': 'CH5660', 'to_type': 'DEPARTMENT', 'to_id': 'Chinese Studies', 'type': 'BELONGS_TO'}, {'from_type': 'MODULE', 'from_id': 'CH5660', 'to_type': 'STAFF', 'to_id': 'Nathan Davis', 'type': 'TAUGHT_BY'}, {'from_type': 'STAFF', 'from_id': 'Nathan Davis', 'to_type': 'DEPARTMENT', 'to_id': 'Chinese Studies', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12411,Erica Moore,XXXXX214A,1983-11-12T00:00:00Z,2006-02-07T00:00:00Z,Yale-NUS College,YIR3316G,"[('Erica Moore', 'STAFF')]","[('Yale-NUS College', 'DEPARTMENT')]","[('YIR3316G', 'MODULE')]","[{'from_type': 'MODULE', 'from_id': 'YIR3316G', 'to_type': 'DEPARTMENT', 'to_id': 'Yale-NUS College', 'type': 'BELONGS_TO'}, {'from_type': 'MODULE', 'from_id': 'YIR3316G', 'to_type': 'STAFF', 'to_id': 'Erica Moore', 'type': 'TAUGHT_BY'}, {'from_type': 'STAFF', 'from_id': 'Erica Moore', 'to_type': 'DEPARTMENT', 'to_id': 'Yale-NUS College', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12412,Billy Hunter,XXXXX179A,1986-08-20T00:00:00Z,2001-11-13T00:00:00Z,Communications and New Media,ACE5480,"[('Billy Hunter', 'STAFF')]","[('Communications and New Media', 'DEPARTMENT')]","[('ACE5480', 'MODULE')]","[{'from_type': 'MODULE', 'from_id': 'ACE5480', 'to_type': 'DEPARTMENT', 'to_id': 'Communications and New Media', 'type': 'BELONGS_TO'}, {'from_type': 'MODULE', 'from_id': 'ACE5480', 'to_type': 'STAFF', 'to_id': 'Billy Hunter', 'type': 'TAUGHT_BY'}, {'from_type': 'STAFF', 'from_id': 'Billy Hunter', 'to_type': 'DEPARTMENT', 'to_id': 'Communications and New Media', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12413,Annette Miller,XXXXX211A,1993-03-12T00:00:00Z,2009-06-16T00:00:00Z,Chemistry,CM5100,"[('Annette Miller', 'STAFF')]","[('Chemistry', 'DEPARTMENT')]","[('CM5100', 'MODULE')]","[{'from_type': 'MODULE', 'from_id': 'CM5100', 'to_type': 'DEPARTMENT', 'to_id': 'Chemistry', 'type': 'BELONGS_TO'}, {'from_type': 'MODULE', 'from_id': 'CM5100', 'to_type': 'STAFF', 'to_id': 'Annette Miller', 'type': 'TAUGHT_BY'}, {'from_type': 'STAFF', 'from_id': 'Annette Miller', 'to_type': 'DEPARTMENT', 'to_id': 'Chemistry', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12414,Michael Smith,XXXXX594A,1975-01-23T00:00:00Z,2011-02-28T00:00:00Z,Economics,ECA5335,"[('Michael Smith', 'STAFF')]","[('Economics', 'DEPARTMENT')]","[('ECA5335', 'MODULE')]","[{'from_type': 'MODULE', 'from_id': 'ECA5335', 'to_type': 'DEPARTMENT', 'to_id': 'Economics', 'type': 'BELONGS_TO'}, {'from_type': 'MODULE', 'from_id': 'ECA5335', 'to_type': 'STAFF', 'to_id': 'Michael Smith', 'type': 'TAUGHT_BY'}, {'from_type': 'STAFF', 'from_id': 'Michael Smith', 'to_type': 'DEPARTMENT', 'to_id': 'Economics', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12415,Christopher Cox,XXXXX278A,1975-11-01T00:00:00Z,2006-11-15T00:00:00Z,Civil and Environmental Engineering,CE5805QB,"[('Christopher Cox', 'STAFF')]","[('Civil and Environmental Engineering', 'DEPARTMENT')]","[('CE5805QB', 'MODULE')]","[{'from_type': 'MODULE', 'from_id': 'CE5805QB', 'to_type': 'DEPARTMENT', 'to_id': 'Civil and Environmental Engineering', 'type': 'BELONGS_TO'}, {'from_type': 'MODULE', 'from_id': 'CE5805QB', 'to_type': 'STAFF', 'to_id': 'Christopher Cox', 'type': 'TAUGHT_BY'}, {'from_type': 'STAFF', 'from_id': 'Christopher Cox', 'to_type': 'DEPARTMENT', 'to_id': 'Civil and Environmental Engineering', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12416,Jose Wallace,XXXXX717A,1971-09-08T00:00:00Z,2013-10-04T00:00:00Z,SCALE Dean's Office,TBA2101,"[('Jose Wallace', 'STAFF')]","[(""SCALE Dean's Office"", 'DEPARTMENT')]","[('TBA2101', 'MODULE')]","[{'from_type': 'MODULE', 'from_id': 'TBA2101', 'to_type': 'DEPARTMENT', 'to_id': ""SCALE Dean's Office"", 'type': 'BELONGS_TO'}, {'from_type': 'MODULE', 'from_id': 'TBA2101', 'to_type': 'STAFF', 'to_id': 'Jose Wallace', 'type': 'TAUGHT_BY'}, {'from_type': 'STAFF', 'from_id': 'Jose Wallace', 'to_type': 'DEPARTMENT', 'to_id': ""SCALE Dean's Office"", 'type': 'EMPLOYED_UNDER'}]"
NUSPF12417,Andrea Glass,XXXXX979A,1970-07-07T00:00:00Z,2005-10-05T00:00:00Z,SSH School of Public Health Dean's Office,SPH5890D,"[('Andrea Glass', 'STAFF')]","[(""SSH School of Public Health Dean's Office"", 'DEPARTMENT')]","[('SPH5890D', 'MODULE')]","[{'from_type': 'MODULE', 'from_id': 'SPH5890D', 'to_type': 'DEPARTMENT', 'to_id': ""SSH School of Public Health Dean's Office"", 'type': 'BELONGS_TO'}, {'from_type': 'MODULE', 'from_id': 'SPH5890D', 'to_type': 'STAFF', 'to_id': 'Andrea Glass', 'type': 'TAUGHT_BY'}, {'from_type': 'STAFF', 'from_id': 'Andrea Glass', 'to_type': 'DEPARTMENT', 'to_id': ""SSH School of Public Health Dean's Office"", 'type': 'EMPLOYED_UNDER'}]"
NUSPF12418,Vanessa Valencia,XXXXX385A,1990-09-16T00:00:00Z,2010-02-02T00:00:00Z,Physics,PC5101,"[('Vanessa Valencia', 'STAFF')]","[('Physics', 'DEPARTMENT')]","[('PC5101', 'MODULE')]","[{'from_type': 'MODULE', 'from_id': 'PC5101', 'to_type': 'DEPARTMENT', 'to_id': 'Physics', 'type': 'BELONGS_TO'}, {'from_type': 'MODULE', 'from_id': 'PC5101', 'to_type': 'STAFF', 'to_id': 'Vanessa Valencia', 'type': 'TAUGHT_BY'}, {'from_type': 'STAFF', 'from_id': 'Vanessa Valencia', 'to_type': 'DEPARTMENT', 'to_id': 'Physics', 'type': 'EMPLOYED_UNDER'}]"
