Employee_ID,Employee_Name,NRIC,DOB,DOJ,Department_ID,Modules_Taught,Staff_entities,Department_entities,Module_entities,Relationships
NUSPF12449,Michael Walker,XXXXX673A,1970-06-04T00:00:00Z,2004-01-20T00:00:00Z,BIZ Dean's Office,BMK5300B,"[('Michael Walker', 'STAFF')]","[(""BIZ Dean's Office"", 'DEPARTMENT')]","[('BMK5300B', 'MODULE')]",
NUSPF12450,Daniel Christian,XXXXX292A,1985-11-09T00:00:00Z,2002-04-24T00:00:00Z,PharmacyandPharmaceuticalScience,PR5135,"[('Daniel Christian', 'STAFF')]","[('PharmacyandPharmaceuticalScience', 'DEPARTMENT')]","[('PR5135', 'MODULE')]",
NUSPF12451,Ashlee Ballard,XXXXX135A,1992-01-01T00:00:00Z,2012-03-03T00:00:00Z,Food Science and Technology,FST4103,"[('Ashlee Ballard', 'STAFF')]","[('Food Science and Technology', 'DEPARTMENT')]","[('FST4103', 'MODULE')]",
NUSPF12452,Julie Logan,XXXXX998A,1985-10-06T00:00:00Z,2002-11-17T00:00:00Z,Architecture,AR5955C,"[('Julie Logan', 'STAFF')]","[('Architecture', 'DEPARTMENT')]","[('AR5955C', 'MODULE')]",
NUSPF12453,Lindsey Stokes,XXXXX720A,1971-06-08T00:00:00Z,2004-08-16T00:00:00Z,Economics,XFA4408,"[('Lindsey Stokes', 'STAFF')]","[('Economics', 'DEPARTMENT')]","[('XFA4408', 'MODULE')]",
NUSPF12454,Christopher Brown,XXXXX583A,1982-11-19T00:00:00Z,2007-10-24T00:00:00Z,Sociology and Anthropology,AN2203,"[('Christopher Brown', 'STAFF')]","[('Sociology and Anthropology', 'DEPARTMENT')]","[('AN2203', 'MODULE')]",
NUSPF12455,Lisa Meyer,XXXXX262A,1978-12-18T00:00:00Z,2006-09-04T00:00:00Z,FoL Dean's Office,LL5008AV,"[('Lisa Meyer', 'STAFF')]","[(""FoL Dean's Office"", 'DEPARTMENT')]","[('LL5008AV', 'MODULE')]",
NUSPF12456,Andrea Wright,XXXXX806A,1990-10-14T00:00:00Z,2001-09-13T00:00:00Z,FoL Dean's Office,LL6383Z,"[('Andrea Wright', 'STAFF')]","[(""FoL Dean's Office"", 'DEPARTMENT')]","[('LL6383Z', 'MODULE')]",
NUSPF12457,Danielle Jones,XXXXX657A,1994-07-11T00:00:00Z,2005-12-24T00:00:00Z,Finance,BZD6004,"[('Danielle Jones', 'STAFF')]","[('Finance', 'DEPARTMENT')]","[('BZD6004', 'MODULE')]",
NUSPF12458,Michael Moore,XXXXX563A,1983-02-13T00:00:00Z,2011-04-30T00:00:00Z,Centre for Future-ready Grads,CFG2002VN,"[('Michael Moore', 'STAFF')]","[('Centre for Future-ready Grads', 'DEPARTMENT')]","[('CFG2002VN', 'MODULE')]",
NUSPF12459,Matthew Vincent,XXXXX268A,1978-11-14T00:00:00Z,2013-12-17T00:00:00Z,Mechanical Engineering,ME5400A,"[('Matthew Vincent', 'STAFF')]","[('Mechanical Engineering', 'DEPARTMENT')]","[('ME5400A', 'MODULE')]",
NUSPF12460,Victoria Rodriguez,XXXXX599A,1979-07-18T00:00:00Z,2004-05-24T00:00:00Z,Southeast Asian Studies,SE4218,"[('Victoria Rodriguez', 'STAFF')]","[('Southeast Asian Studies', 'DEPARTMENT')]","[('SE4218', 'MODULE')]",
NUSPF12461,Kelly Richardson,XXXXX349A,1979-01-27T00:00:00Z,2007-06-18T00:00:00Z,English,TS1101E,"[('Kelly Richardson', 'STAFF')]","[('English', 'DEPARTMENT')]","[('TS1101E', 'MODULE')]",
NUSPF12462,Sharon Miller,XXXXX457A,1989-10-16T00:00:00Z,2005-07-29T00:00:00Z,Information Systems and Analytics,IS4233,"[('Sharon Miller', 'STAFF')]","[('Information Systems and Analytics', 'DEPARTMENT')]","[('IS4233', 'MODULE')]",
NUSPF12463,Colleen Kaufman,XXXXX365A,1990-03-23T00:00:00Z,2012-11-07T00:00:00Z,Division of Graduate Medical Studies,HM5105,"[('Colleen Kaufman', 'STAFF')]","[('Division of Graduate Medical Studies', 'DEPARTMENT')]","[('HM5105', 'MODULE')]",
NUSPF12464,Justin Black,XXXXX807A,1983-11-05T00:00:00Z,2006-02-17T00:00:00Z,Civil and Environmental Engineering,CE5002A,"[('Justin Black', 'STAFF')]","[('Civil and Environmental Engineering', 'DEPARTMENT')]","[('CE5002A', 'MODULE')]",
NUSPF12465,Diane Roberts,XXXXX775A,1985-01-12T00:00:00Z,2007-06-20T00:00:00Z,Built Environment,IPM2103,"[('Diane Roberts', 'STAFF')]","[('Built Environment', 'DEPARTMENT')]","[('IPM2103', 'MODULE')]",
NUSPF12466,Joel Evans,XXXXX239A,1991-07-02T00:00:00Z,2008-08-17T00:00:00Z,Southeast Asian Studies,CAS6660,"[('Joel Evans', 'STAFF')]","[('Southeast Asian Studies', 'DEPARTMENT')]","[('CAS6660', 'MODULE')]",
NUSPF12467,Alexandra Hill,XXXXX625A,1976-09-14T00:00:00Z,2011-03-18T00:00:00Z,Real Estate,RE3807,"[('Alexandra Hill', 'STAFF')]","[('Real Estate', 'DEPARTMENT')]","[('RE3807', 'MODULE')]",
NUSPF12468,Stephanie Calhoun,XXXXX630A,1975-06-30T00:00:00Z,1999-10-26T00:00:00Z,FoL Dean's Office,LLJ5190,"[('Stephanie Calhoun', 'STAFF')]","[(""FoL Dean's Office"", 'DEPARTMENT')]","[('LLJ5190', 'MODULE')]",
NUSPF12469,Michael Hayes,XXXXX659A,1973-04-02T00:00:00Z,2002-05-17T00:00:00Z,Mathematics,MA2202,"[('Michael Hayes', 'STAFF')]","[('Mathematics', 'DEPARTMENT')]","[('MA2202', 'MODULE')]",
NUSPF12470,Bradley Hunt,XXXXX747A,1970-07-22T00:00:00Z,2006-03-24T00:00:00Z,FoL Dean's Office,LLJ5251V,"[('Bradley Hunt', 'STAFF')]","[(""FoL Dean's Office"", 'DEPARTMENT')]","[('LLJ5251V', 'MODULE')]",
NUSPF12471,Leah Walters,XXXXX230A,1971-09-18T00:00:00Z,2000-02-19T00:00:00Z,Philosophy,PH4213HM,"[('Leah Walters', 'STAFF')]","[('Philosophy', 'DEPARTMENT')]","[('PH4213HM', 'MODULE')]",
NUSPF12472,Tyrone Stuart,XXXXX997A,1978-05-28T00:00:00Z,2004-03-01T00:00:00Z,Political Science,PS4314,"[('Tyrone Stuart', 'STAFF')]","[('Political Science', 'DEPARTMENT')]","[('PS4314', 'MODULE')]",
NUSPF12473,Dennis Martin,XXXXX404A,1970-07-11T00:00:00Z,2008-11-03T00:00:00Z,Philosophy,PH3244,"[('Dennis Martin', 'STAFF')]","[('Philosophy', 'DEPARTMENT')]","[('PH3244', 'MODULE')]",
NUSPF12474,Tiffany Benjamin,XXXXX785A,1983-02-17T00:00:00Z,2002-06-16T00:00:00Z,SCALE Dean's Office,TEE3501,"[('Tiffany Benjamin', 'STAFF')]","[(""SCALE Dean's Office"", 'DEPARTMENT')]","[('TEE3501', 'MODULE')]",
NUSPF12475,Donald Mayo,XXXXX399A,1989-11-17T00:00:00Z,2014-04-01T00:00:00Z,Philosophy,PH3203,"[('Donald Mayo', 'STAFF')]","[('Philosophy', 'DEPARTMENT')]","[('PH3203', 'MODULE')]",
NUSPF12476,Fred Brown,XXXXX748A,1980-02-19T00:00:00Z,1999-12-22T00:00:00Z,BIZ Dean's Office,BMS5415,"[('Fred Brown', 'STAFF')]","[(""BIZ Dean's Office"", 'DEPARTMENT')]","[('BMS5415', 'MODULE')]",
NUSPF12477,David Mann,XXXXX204A,1973-11-08T00:00:00Z,2006-06-08T00:00:00Z,Psychology,PL5221R,"[('David Mann', 'STAFF')]","[('Psychology', 'DEPARTMENT')]","[('PL5221R', 'MODULE')]",
NUSPF12478,George Sutton,XXXXX576A,1969-08-30T00:00:00Z,2002-02-01T00:00:00Z,English,GEH1054,"[('George Sutton', 'STAFF')]","[('English', 'DEPARTMENT')]","[('GEH1054', 'MODULE')]",
NUSPF12479,Kimberly Gray,XXXXX541A,1990-11-26T00:00:00Z,2001-01-14T00:00:00Z,Finance,FIN3702A,"[('Kimberly Gray', 'STAFF')]","[('Finance', 'DEPARTMENT')]","[('FIN3702A', 'MODULE')]",
NUSPF12480,Jacob Browning,XXXXX902A,1983-07-27T00:00:00Z,2010-10-06T00:00:00Z,CDE Dean's Office,UTOD2002,"[('Jacob Browning', 'STAFF')]","[(""CDE Dean's Office"", 'DEPARTMENT')]","[('UTOD2002', 'MODULE')]",
NUSPF12481,Cory Bush,XXXXX496A,1991-06-30T00:00:00Z,2004-04-22T00:00:00Z,SCALE Dean's Office,TCN4122,"[('Cory Bush', 'STAFF')]","[(""SCALE Dean's Office"", 'DEPARTMENT')]","[('TCN4122', 'MODULE')]",
NUSPF12482,Hayley Roberts,XXXXX600A,1974-02-16T00:00:00Z,2013-07-05T00:00:00Z,Economics,EC2374,"[('Hayley Roberts', 'STAFF')]","[('Economics', 'DEPARTMENT')]","[('EC2374', 'MODULE')]",
NUSPF12483,Christopher Ramos,XXXXX158A,1972-11-23T00:00:00Z,2013-10-13T00:00:00Z,Chemical and Biomolecular Engineering,SH5402,"[('Christopher Ramos', 'STAFF')]","[('Chemical and Biomolecular Engineering', 'DEPARTMENT')]","[('SH5402', 'MODULE')]",
NUSPF12484,Spencer Cooper,XXXXX228A,1987-11-27T00:00:00Z,2001-06-02T00:00:00Z,FoL Dean's Office,LL5461V,"[('Spencer Cooper', 'STAFF')]","[(""FoL Dean's Office"", 'DEPARTMENT')]","[('LL5461V', 'MODULE')]",
NUSPF12485,Raymond Taylor,XXXXX722A,1983-07-24T00:00:00Z,2006-03-29T00:00:00Z,Alice Lee Center for Nursing Studies,NUR2502,"[('Raymond Taylor', 'STAFF')]","[('Alice Lee Center for Nursing Studies', 'DEPARTMENT')]","[('NUR2502', 'MODULE')]",
NUSPF12486,Desiree King,XXXXX352A,1981-12-08T00:00:00Z,2011-01-29T00:00:00Z,Management and Organisation,BMO6023A,"[('Desiree King', 'STAFF')]","[('Management and Organisation', 'DEPARTMENT')]","[('BMO6023A', 'MODULE')]",
NUSPF12487,Antonio Hernandez,XXXXX600A,1994-05-13T00:00:00Z,2008-10-11T00:00:00Z,NUS College Dean's Office,NHT2211,"[('Antonio Hernandez', 'STAFF')]","[(""NUS College Dean's Office"", 'DEPARTMENT')]","[('NHT2211', 'MODULE')]",
NUSPF12488,Diana Gill,XXXXX321A,1984-12-24T00:00:00Z,2010-11-11T00:00:00Z,Chinese Studies,CH6248,"[('Diana Gill', 'STAFF')]","[('Chinese Studies', 'DEPARTMENT')]","[('CH6248', 'MODULE')]",
NUSPF12489,Jeffrey Pollard,XXXXX243A,1973-01-31T00:00:00Z,2006-10-19T00:00:00Z,Information Systems and Analytics,BT5151,"[('Jeffrey Pollard', 'STAFF')]","[('Information Systems and Analytics', 'DEPARTMENT')]","[('BT5151', 'MODULE')]",
NUSPF12490,Tina Lewis,XXXXX425A,1971-04-15T00:00:00Z,2003-07-18T00:00:00Z,NUS College Dean's Office,NSS2001C,"[('Tina Lewis', 'STAFF')]","[(""NUS College Dean's Office"", 'DEPARTMENT')]","[('NSS2001C', 'MODULE')]",
NUSPF12491,Scott Johnson,XXXXX458A,1978-01-01T00:00:00Z,2014-01-15T00:00:00Z,Political Science,PS4883A,"[('Scott Johnson', 'STAFF')]","[('Political Science', 'DEPARTMENT')]","[('PS4883A', 'MODULE')]",
NUSPF12492,Kyle Bolton,XXXXX499A,1988-12-05T00:00:00Z,2007-10-03T00:00:00Z,SSH School of Public Health Dean's Office,SPH5417,"[('Kyle Bolton', 'STAFF')]","[(""SSH School of Public Health Dean's Office"", 'DEPARTMENT')]","[('SPH5417', 'MODULE')]",
NUSPF12493,Jackie Anderson,XXXXX534A,1984-05-15T00:00:00Z,2001-03-28T00:00:00Z,Biomedical Engineering,BN2111,"[('Jackie Anderson', 'STAFF')]","[('Biomedical Engineering', 'DEPARTMENT')]","[('BN2111', 'MODULE')]",
NUSPF12494,Nicole James,XXXXX144A,1980-11-30T00:00:00Z,2001-08-05T00:00:00Z,CDE Dean's Office,EG3612,"[('Nicole James', 'STAFF')]","[(""CDE Dean's Office"", 'DEPARTMENT')]","[('EG3612', 'MODULE')]",
NUSPF12495,Jessica Walker,XXXXX137A,1981-08-27T00:00:00Z,2006-05-15T00:00:00Z,YSTCM Dean's Office,MUA2159,"[('Jessica Walker', 'STAFF')]","[(""YSTCM Dean's Office"", 'DEPARTMENT')]","[('MUA2159', 'MODULE')]",
NUSPF12496,Regina Brown,XXXXX293A,1988-01-19T00:00:00Z,2007-09-02T00:00:00Z,Southeast Asian Studies,SE3551,"[('Regina Brown', 'STAFF')]","[('Southeast Asian Studies', 'DEPARTMENT')]","[('SE3551', 'MODULE')]",
NUSPF12497,Shelby Bell,XXXXX744A,1978-09-01T00:00:00Z,2010-08-26T00:00:00Z,Japanese Studies,JS2233,"[('Shelby Bell', 'STAFF')]","[('Japanese Studies', 'DEPARTMENT')]","[('JS2233', 'MODULE')]",
NUSPF12498,Christina Cervantes,XXXXX943A,1979-07-16T00:00:00Z,2003-04-27T00:00:00Z,SoC Dean's Office,CP3108B,"[('Christina Cervantes', 'STAFF')]","[(""SoC Dean's Office"", 'DEPARTMENT')]","[('CP3108B', 'MODULE')]",
NUSPF12499,Robert Jones,XXXXX168A,1983-01-25T00:00:00Z,2009-07-29T00:00:00Z,Duke-NUS Dean's Office,GMS5721,"[('Robert Jones', 'STAFF')]","[(""Duke-NUS Dean's Office"", 'DEPARTMENT')]","[('GMS5721', 'MODULE')]",
NUSPF12500,Michael Myers,XXXXX712A,1986-07-07T00:00:00Z,2013-11-23T00:00:00Z,FoL Dean's Office,LL5008BV,"[('Michael Myers', 'STAFF')]","[(""FoL Dean's Office"", 'DEPARTMENT')]","[('LL5008BV', 'MODULE')]",
NUSPF12501,Terri Nichols,XXXXX464A,1980-04-28T00:00:00Z,2010-04-13T00:00:00Z,Yale-NUS College,YSS3364,"[('Terri Nichols', 'STAFF')]","[('Yale-NUS College', 'DEPARTMENT')]","[('YSS3364', 'MODULE')]",
NUSPF12502,Jacob Payne,XXXXX442A,1971-06-18T00:00:00Z,2007-05-30T00:00:00Z,YSTCM Dean's Office,GET1040,"[('Jacob Payne', 'STAFF')]","[(""YSTCM Dean's Office"", 'DEPARTMENT')]","[('GET1040', 'MODULE')]",
NUSPF12503,Christina Farmer,XXXXX689A,1985-11-09T00:00:00Z,2009-12-22T00:00:00Z,Duke-NUS Dean's Office,GMS5502,"[('Christina Farmer', 'STAFF')]","[(""Duke-NUS Dean's Office"", 'DEPARTMENT')]","[('GMS5502', 'MODULE')]",
NUSPF12504,Ann Obrien,XXXXX681A,1991-02-10T00:00:00Z,2012-08-21T00:00:00Z,FoL Dean's Office,LC5336,"[('Ann Obrien', 'STAFF')]","[(""FoL Dean's Office"", 'DEPARTMENT')]","[('LC5336', 'MODULE')]",
NUSPF12505,Julia Marshall,XXXXX987A,1988-07-30T00:00:00Z,2011-06-03T00:00:00Z,SSH School of Public Health Dean's Office,SPH6001,"[('Julia Marshall', 'STAFF')]","[(""SSH School of Public Health Dean's Office"", 'DEPARTMENT')]","[('SPH6001', 'MODULE')]",
NUSPF12506,Andrew Hughes,XXXXX332A,1980-01-25T00:00:00Z,2008-02-23T00:00:00Z,Civil and Environmental Engineering,ESE4502N,"[('Andrew Hughes', 'STAFF')]","[('Civil and Environmental Engineering', 'DEPARTMENT')]","[('ESE4502N', 'MODULE')]",
NUSPF12507,Deborah Jones,XXXXX861A,1985-05-12T00:00:00Z,2001-02-20T00:00:00Z,Electrical and Computer Engineering,EE5507,"[('Deborah Jones', 'STAFF')]","[('Electrical and Computer Engineering', 'DEPARTMENT')]","[('EE5507', 'MODULE')]",
NUSPF12508,Sheena Johnson,XXXXX816A,1972-12-05T00:00:00Z,2006-10-04T00:00:00Z,Chemistry,CM5268,"[('Sheena Johnson', 'STAFF')]","[('Chemistry', 'DEPARTMENT')]","[('CM5268', 'MODULE')]",
NUSPF12509,Rebecca Bridges,XXXXX610A,1976-01-12T00:00:00Z,2007-05-11T00:00:00Z,Mathematics,MA1100,"[('Rebecca Bridges', 'STAFF')]","[('Mathematics', 'DEPARTMENT')]","[('MA1100', 'MODULE')]",
NUSPF12510,Candice Gomez,XXXXX280A,1970-04-12T00:00:00Z,2003-03-10T00:00:00Z,PharmacyandPharmaceuticalScience,PR5134A,"[('Candice Gomez', 'STAFF')]","[('PharmacyandPharmaceuticalScience', 'DEPARTMENT')]","[('PR5134A', 'MODULE')]",
NUSPF12511,Vickie Steele,XXXXX362A,1974-02-06T00:00:00Z,2008-05-27T00:00:00Z,NUS College Dean's Office,NHT2207,"[('Vickie Steele', 'STAFF')]","[(""NUS College Dean's Office"", 'DEPARTMENT')]","[('NHT2207', 'MODULE')]",
NUSPF12512,Jay Herrera,XXXXX571A,1992-10-02T00:00:00Z,2008-12-12T00:00:00Z,Strategy and Policy,BSE3751,"[('Jay Herrera', 'STAFF')]","[('Strategy and Policy', 'DEPARTMENT')]","[('BSE3751', 'MODULE')]",
NUSPF12513,Edwin Vang,XXXXX340A,1977-12-11T00:00:00Z,2008-04-18T00:00:00Z,Social Work,SW4660,"[('Edwin Vang', 'STAFF')]","[('Social Work', 'DEPARTMENT')]","[('SW4660', 'MODULE')]",
NUSPF12514,Javier King,XXXXX488A,1992-12-13T00:00:00Z,2011-03-27T00:00:00Z,Psychology,PL5306,"[('Javier King', 'STAFF')]","[('Psychology', 'DEPARTMENT')]","[('PL5306', 'MODULE')]",
NUSPF12515,Amy Garcia,XXXXX713A,1977-12-26T00:00:00Z,2006-02-13T00:00:00Z,Yale-NUS College,YSS2202,"[('Amy Garcia', 'STAFF')]","[('Yale-NUS College', 'DEPARTMENT')]","[('YSS2202', 'MODULE')]",
NUSPF12516,Amber Andrade,XXXXX765A,1991-04-20T00:00:00Z,2000-06-24T00:00:00Z,Psychology,PL5221,"[('Amber Andrade', 'STAFF')]","[('Psychology', 'DEPARTMENT')]","[('PL5221', 'MODULE')]",
NUSPF12517,David Rojas,XXXXX993A,1979-06-01T00:00:00Z,2001-09-02T00:00:00Z,English,EL5102R,"[('David Rojas', 'STAFF')]","[('English', 'DEPARTMENT')]","[('EL5102R', 'MODULE')]",
NUSPF12518,Jessica Jackson,XXXXX778A,1970-09-11T00:00:00Z,2005-10-09T00:00:00Z,FoL Dean's Office,LL5459X,"[('Jessica Jackson', 'STAFF')]","[(""FoL Dean's Office"", 'DEPARTMENT')]","[('LL5459X', 'MODULE')]",
NUSPF12519,Lisa Gray,XXXXX698A,1988-06-04T00:00:00Z,2001-09-18T00:00:00Z,History,GESS1010,"[('Lisa Gray', 'STAFF')]","[('History', 'DEPARTMENT')]","[('GESS1010', 'MODULE')]",
NUSPF12520,Zachary Martinez,XXXXX408A,1992-02-01T00:00:00Z,2003-05-27T00:00:00Z,Industrial Systems Engineering and Management,IE5909B,"[('Zachary Martinez', 'STAFF')]","[('Industrial Systems Engineering and Management', 'DEPARTMENT')]","[('IE5909B', 'MODULE')]",
NUSPF12521,Eugene Evans,XXXXX244A,1989-07-18T00:00:00Z,2010-04-08T00:00:00Z,Psychology,UTOA2001PL,"[('Eugene Evans', 'STAFF')]","[('Psychology', 'DEPARTMENT')]","[('UTOA2001PL', 'MODULE')]",
NUSPF12522,Emily Henry,XXXXX673A,1976-05-16T00:00:00Z,2001-05-25T00:00:00Z,Electrical and Computer Engineering,EE5111,"[('Emily Henry', 'STAFF')]","[('Electrical and Computer Engineering', 'DEPARTMENT')]","[('EE5111', 'MODULE')]",
NUSPF12523,Andrew Porter,XXXXX256A,1988-10-01T00:00:00Z,2006-01-24T00:00:00Z,PharmacyandPharmaceuticalScience,PR1150,"[('Andrew Porter', 'STAFF')]","[('PharmacyandPharmaceuticalScience', 'DEPARTMENT')]","[('PR1150', 'MODULE')]",
NUSPF12524,Mark Blanchard,XXXXX328A,1993-07-18T00:00:00Z,2007-04-12T00:00:00Z,BIZ Dean's Office,BMA5404,"[('Mark Blanchard', 'STAFF')]","[(""BIZ Dean's Office"", 'DEPARTMENT')]","[('BMA5404', 'MODULE')]",
NUSPF12525,Ashley Cooper,XXXXX618A,1991-06-30T00:00:00Z,2007-07-26T00:00:00Z,SCALE Dean's Office,TCX2003,"[('Ashley Cooper', 'STAFF')]","[(""SCALE Dean's Office"", 'DEPARTMENT')]","[('TCX2003', 'MODULE')]",
NUSPF12526,William Daugherty,XXXXX972A,1973-07-29T00:00:00Z,2007-08-13T00:00:00Z,Physics,PC1101,"[('William Daugherty', 'STAFF')]","[('Physics', 'DEPARTMENT')]","[('PC1101', 'MODULE')]",
NUSPF12527,Kristina Taylor,XXXXX622A,1981-06-11T00:00:00Z,2007-05-19T00:00:00Z,Industrial Design,ID5356,"[('Kristina Taylor', 'STAFF')]","[('Industrial Design', 'DEPARTMENT')]","[('ID5356', 'MODULE')]",
NUSPF12528,Bobby Pruitt,XXXXX609A,1984-12-17T00:00:00Z,2010-04-07T00:00:00Z,LKYSPP Dean's Office,PP5278,"[('Bobby Pruitt', 'STAFF')]","[(""LKYSPP Dean's Office"", 'DEPARTMENT')]","[('PP5278', 'MODULE')]",
NUSPF12529,Charles Flynn,XXXXX284A,1993-12-03T00:00:00Z,2001-01-12T00:00:00Z,Industrial Systems Engineering and Management,IE5268,"[('Charles Flynn', 'STAFF')]","[('Industrial Systems Engineering and Management', 'DEPARTMENT')]","[('IE5268', 'MODULE')]",
NUSPF12530,Brianna Scott,XXXXX573A,1969-09-30T00:00:00Z,2008-04-01T00:00:00Z,BIZ Dean's Office,BMG5104,"[('Brianna Scott', 'STAFF')]","[(""BIZ Dean's Office"", 'DEPARTMENT')]","[('BMG5104', 'MODULE')]",
NUSPF12531,Sarah Martinez,XXXXX917A,1986-10-04T00:00:00Z,2014-01-01T00:00:00Z,Political Science,GL4101,"[('Sarah Martinez', 'STAFF')]","[('Political Science', 'DEPARTMENT')]","[('GL4101', 'MODULE')]",
NUSPF12532,Nicholas Castillo,XXXXX348A,1984-11-03T00:00:00Z,2014-07-11T00:00:00Z,Food Science and Technology,FST2313,"[('Nicholas Castillo', 'STAFF')]","[('Food Science and Technology', 'DEPARTMENT')]","[('FST2313', 'MODULE')]",
NUSPF12533,Rhonda Alvarez,XXXXX821A,1978-11-07T00:00:00Z,2013-09-09T00:00:00Z,Analytics and Operations,DBA3701,"[('Rhonda Alvarez', 'STAFF')]","[('Analytics and Operations', 'DEPARTMENT')]","[('DBA3701', 'MODULE')]",
NUSPF12534,Kathleen George,XXXXX607A,1983-06-13T00:00:00Z,2008-08-27T00:00:00Z,Economics,GESS1000,"[('Kathleen George', 'STAFF')]","[('Economics', 'DEPARTMENT')]","[('GESS1000', 'MODULE')]",
NUSPF12535,Jody Johnson,XXXXX555A,1976-01-26T00:00:00Z,2007-07-02T00:00:00Z,Philosophy,PH6210,"[('Jody Johnson', 'STAFF')]","[('Philosophy', 'DEPARTMENT')]","[('PH6210', 'MODULE')]",
NUSPF12536,Deborah Hayes,XXXXX200A,1994-05-08T00:00:00Z,2000-03-01T00:00:00Z,Chinese Studies,CH4243,"[('Deborah Hayes', 'STAFF')]","[('Chinese Studies', 'DEPARTMENT')]","[('CH4243', 'MODULE')]",
NUSPF12537,Tiffany Cruz,XXXXX150A,1972-05-09T00:00:00Z,2001-10-26T00:00:00Z,PharmacyandPharmaceuticalScience,PR1152,"[('Tiffany Cruz', 'STAFF')]","[('PharmacyandPharmaceuticalScience', 'DEPARTMENT')]","[('PR1152', 'MODULE')]",
NUSPF12538,Jody Fuller,XXXXX636A,1971-03-13T00:00:00Z,2003-09-28T00:00:00Z,Statistics and Data Science,ST4299,"[('Jody Fuller', 'STAFF')]","[('Statistics and Data Science', 'DEPARTMENT')]","[('ST4299', 'MODULE')]",
NUSPF12539,Robert Benson,XXXXX957A,1974-11-03T00:00:00Z,2000-03-12T00:00:00Z,BIZ Dean's Office,BME5302,"[('Robert Benson', 'STAFF')]","[(""BIZ Dean's Office"", 'DEPARTMENT')]","[('BME5302', 'MODULE')]",
NUSPF12540,Sharon Arnold,XXXXX966A,1972-12-26T00:00:00Z,2010-01-13T00:00:00Z,FoL Dean's Office,LL6322,"[('Sharon Arnold', 'STAFF')]","[(""FoL Dean's Office"", 'DEPARTMENT')]","[('LL6322', 'MODULE')]",
NUSPF12541,Bradley Brooks,XXXXX878A,1983-01-10T00:00:00Z,2014-04-13T00:00:00Z,Strategy and Policy,BSN3701B,"[('Bradley Brooks', 'STAFF')]","[('Strategy and Policy', 'DEPARTMENT')]","[('BSN3701B', 'MODULE')]",
NUSPF12542,Michael Green,XXXXX288A,1980-10-29T00:00:00Z,2006-08-24T00:00:00Z,English,ELC5207,"[('Michael Green', 'STAFF')]","[('English', 'DEPARTMENT')]","[('ELC5207', 'MODULE')]",
NUSPF12543,Sheila Lopez,XXXXX363A,1969-08-11T00:00:00Z,2001-08-04T00:00:00Z,Risk Management Institute,FE5223,"[('Sheila Lopez', 'STAFF')]","[('Risk Management Institute', 'DEPARTMENT')]","[('FE5223', 'MODULE')]",
NUSPF12544,Kurt Mercado,XXXXX956A,1990-01-21T00:00:00Z,2005-08-30T00:00:00Z,Southeast Asian Studies,SE4212,"[('Kurt Mercado', 'STAFF')]","[('Southeast Asian Studies', 'DEPARTMENT')]","[('SE4212', 'MODULE')]",
NUSPF12545,Kimberly Grant,XXXXX983A,1989-07-22T00:00:00Z,2009-08-01T00:00:00Z,Physics,HSI2009,"[('Kimberly Grant', 'STAFF')]","[('Physics', 'DEPARTMENT')]","[('HSI2009', 'MODULE')]",
NUSPF12546,Cameron Lopez,XXXXX294A,1982-01-31T00:00:00Z,2014-05-09T00:00:00Z,Economics,EC6880,"[('Cameron Lopez', 'STAFF')]","[('Economics', 'DEPARTMENT')]","[('EC6880', 'MODULE')]",
NUSPF12547,Ann Ramos,XXXXX465A,1980-12-30T00:00:00Z,2004-02-05T00:00:00Z,Communications and New Media,NM6660,"[('Ann Ramos', 'STAFF')]","[('Communications and New Media', 'DEPARTMENT')]","[('NM6660', 'MODULE')]",
NUSPF12548,Colleen Lucas,XXXXX211A,1976-01-22T00:00:00Z,2012-12-10T00:00:00Z,Chemical and Biomolecular Engineering,CN5190,"[('Colleen Lucas', 'STAFF')]","[('Chemical and Biomolecular Engineering', 'DEPARTMENT')]","[('CN5190', 'MODULE')]",
NUSPF12549,Ashley Cook,XXXXX492A,1976-11-27T00:00:00Z,2011-11-14T00:00:00Z,BIZ Dean's Office,BMK5102,"[('Ashley Cook', 'STAFF')]","[(""BIZ Dean's Office"", 'DEPARTMENT')]","[('BMK5102', 'MODULE')]",
NUSPF12550,Steven Flynn,XXXXX731A,1993-01-20T00:00:00Z,2013-12-13T00:00:00Z,PharmacyandPharmaceuticalScience,PR5113,"[('Steven Flynn', 'STAFF')]","[('PharmacyandPharmaceuticalScience', 'DEPARTMENT')]","[('PR5113', 'MODULE')]",
NUSPF12551,Andrew Gilbert DVM,XXXXX496A,1984-12-31T00:00:00Z,2007-10-20T00:00:00Z,Chemical and Biomolecular Engineering,CN1101A,"[('Andrew Gilbert DVM', 'STAFF')]","[('Chemical and Biomolecular Engineering', 'DEPARTMENT')]","[('CN1101A', 'MODULE')]",
NUSPF12552,Christopher Frederick,XXXXX838A,1970-03-13T00:00:00Z,2012-06-05T00:00:00Z,SCALE Dean's Office,TIE2130,"[('Christopher Frederick', 'STAFF')]","[(""SCALE Dean's Office"", 'DEPARTMENT')]","[('TIE2130', 'MODULE')]",
