Student_Name,Matric_Number,NRIC,Year,Faculties,Major,Second Major,Modules_Completed,Grades
Bonnie Higgins,A0275247Z,XXXXX699Z,3,Science,"Philosophy, Politics &Economics",,"['QF3310', 'PHS3313', 'LSM3289R', 'ENV2288', 'UTOS2201', 'UTOS2201P', 'UTOS2002C', 'FST2312', 'ENV3289', 'HS1404S', 'CM3312', 'CM3288', 'PC3289A', 'FSC2101', 'GEH1050', 'UTOS2001', 'PR1154', 'UTOS2002', 'ENV3288', 'ENV2102', 'HS1401S', 'MA3289', 'UTOS2002F', 'UTOS2001F']","{'QF3310': 'A', 'PHS3313': 'A+', 'LSM3289R': 'C+', 'ENV2288': 'C+', 'UTOS2201': 'B+', 'UTOS2201P': 'F', 'UTOS2002C': 'B+', 'FST2312': 'A', 'ENV3289': 'B', 'HS1404S': 'B-', 'CM3312': 'B-', 'CM3288': 'B-', 'PC3289A': 'D', 'FSC2101': 'D', 'GEH1050': 'A+', 'UTOS2001': 'A-', 'PR1154': 'A+', 'UTOS2002': 'B+', 'ENV3288': 'A+', 'ENV2102': 'A+', 'HS1401S': 'A-', 'MA3289': 'B', 'UTOS2002F': 'F', 'UTOS2001F': 'A-'}"
James Berg,A0209828E,XXXXX456Z,4,College of Design and Engineering,Mechanical Engineering,,"['ME4101', 'AR3722', 'ID3110', 'AR1101', 'IPM1104', 'ME1102', 'ID3128', 'EE4002D', 'BN3101', 'BN4101', 'PF3209', 'PF2205', 'ID1118', 'PF3210', 'EE3306', 'ID4122', 'BN2001', 'ID2322', 'ME3000', 'EG1611', 'CDE4501A', 'BN4102', 'ID2112', 'AR2524', 'PF1103', 'MLE4101B', 'MLE1001B', 'IE4242', 'ESE4501R', 'PF4212', 'MLE3112', 'LAD2006']","{'ME4101': 'C+', 'AR3722': 'F', 'ID3110': 'B-', 'AR1101': 'B+', 'IPM1104': 'C+', 'ME1102': 'A+', 'ID3128': 'C+', 'EE4002D': 'F', 'BN3101': 'B-', 'BN4101': 'B', 'PF3209': 'B+', 'PF2205': 'A', 'ID1118': 'D', 'PF3210': 'C+', 'EE3306': 'B+', 'ID4122': 'C', 'BN2001': 'A', 'ID2322': 'B', 'ME3000': 'C', 'EG1611': 'D', 'CDE4501A': 'B+', 'BN4102': 'D', 'ID2112': 'D', 'AR2524': 'B-', 'PF1103': 'C', 'MLE4101B': 'A-', 'MLE1001B': 'A-', 'IE4242': 'D', 'ESE4501R': 'A', 'PF4212': 'B+', 'MLE3112': 'D', 'LAD2006': 'F'}"
Savannah Alexander,A0209757B,XXXXX513Z,2,Yong Loo Lin Sch of Medicine,Nursing,,"['NUR1107B', 'GEH1043', 'NUR2125', 'NUR1123', 'MD1902', 'NUR1202C', 'NUR1108C', 'HS2924', 'NUR2441A', 'NUR2113', 'NUR2503', 'NUR1124', 'NUR1114A', 'NUR2502', 'MIH2201', 'ALS1010']","{'NUR1107B': 'C+', 'GEH1043': 'A', 'NUR2125': 'D', 'NUR1123': 'B-', 'MD1902': 'B+', 'NUR1202C': 'C+', 'NUR1108C': 'C+', 'HS2924': 'C+', 'NUR2441A': 'F', 'NUR2113': 'F', 'NUR2503': 'B-', 'NUR1124': 'A+', 'NUR1114A': 'B-', 'NUR2502': 'C', 'MIH2201': 'B-', 'ALS1010': 'A-'}"
Nicole Griffin,A0230467K,XXXXX320Z,1,Science,Life Science,,"['GEC1016', 'GEH1018', 'HS1501', 'DMS1401CM', 'GES1021', 'CM1417', 'PHS1101', 'PR1150']","{'GEC1016': 'A', 'GEH1018': 'F', 'HS1501': 'C', 'DMS1401CM': 'A-', 'GES1021': 'D', 'CM1417': 'B+', 'PHS1101': 'C', 'PR1150': 'F'}"
Jennifer Sanchez,A0221635E,XXXXX848Z,1,Arts and Social Science,Psychology,,"['GET1028', 'GET1023', 'GEX1000', 'GEH1045', 'GESS1010', 'GEH1056', 'GES1009', 'GET1025']","{'GET1028': 'A+', 'GET1023': 'B+', 'GEX1000': 'B+', 'GEH1045': 'B-', 'GESS1010': 'B', 'GEH1056': 'A-', 'GES1009': 'A+', 'GET1025': 'D'}"
Jacob Ferguson,A0277182K,XXXXX134Z,4,Computing,Computer Science,,"['CP3209', 'CS1231R', 'CP2201', 'IS1128', 'IT2900', 'CS1010E', 'CS3236R', 'IS2218', 'CS2030', 'CP1008', 'CS4215', 'IS4303', 'GEI1000', 'CS3237', 'DMC1401CS', 'BT3102', 'CS3240', 'CP3201', 'CS3281', 'IT1244', 'CS4240', 'CP2106', 'CS3233', 'CS2103', 'BT1101', 'CP3108B', 'CS3203', 'CS2102', 'BT2101', 'CS3241', 'BT4241', 'CP2107']","{'CP3209': 'D', 'CS1231R': 'C+', 'CP2201': 'C+', 'IS1128': 'B+', 'IT2900': 'D', 'CS1010E': 'A-', 'CS3236R': 'A+', 'IS2218': 'A', 'CS2030': 'A+', 'CP1008': 'A-', 'CS4215': 'B+', 'IS4303': 'D', 'GEI1000': 'B+', 'CS3237': 'B', 'DMC1401CS': 'A-', 'BT3102': 'C+', 'CS3240': 'D', 'CP3201': 'A', 'CS3281': 'F', 'IT1244': 'A+', 'CS4240': 'B', 'CP2106': 'A-', 'CS3233': 'C+', 'CS2103': 'B-', 'BT1101': 'B+', 'CP3108B': 'B-', 'CS3203': 'F', 'CS2102': 'A', 'BT2101': 'B-', 'CS3241': 'F', 'BT4241': 'A', 'CP2107': 'A+'}"
John Olsen,A0251254R,XXXXX368Z,1,NUS Business School,Business Administration,Landscape Architecture,"['DAO1704', 'DMB1203BSP', 'DMB1202MNO', 'MNO1706D', 'GESS1036', 'ACC1701C', 'RE1706', 'DMB1202DAO']","{'DAO1704': 'B+', 'DMB1203BSP': 'B', 'DMB1202MNO': 'F', 'MNO1706D': 'A-', 'GESS1036': 'A', 'ACC1701C': 'D', 'RE1706': 'B', 'DMB1202DAO': 'A-'}"
John Guerra,A0228764I,XXXXX337Z,1,Arts and Social Science,Geography,,"['GEC1042', 'EL1101E', 'GESS1025', 'SW1101E', 'GEX1011', 'GEH1008', 'EC1101E', 'GL1101E']","{'GEC1042': 'B-', 'EL1101E': 'A+', 'GESS1025': 'A-', 'SW1101E': 'A+', 'GEX1011': 'D', 'GEH1008': 'A-', 'EC1101E': 'C', 'GL1101E': 'F'}"
Rebecca Robertson,A0280537L,XXXXX629Z,2,Yong Loo Lin Sch of Medicine,Medicine,,"['NUR2106B', 'MIH1102', 'NUR2113', 'NUR2501', 'NUR2204C', 'MIH2202', 'NUR1123', 'GEH1043', 'HS2924', 'GEC1011', 'NUR2107B', 'NUR2441A', 'MIC2000A', 'NUR2503', 'MIH2201', 'MD1903']","{'NUR2106B': 'A+', 'MIH1102': 'B-', 'NUR2113': 'B-', 'NUR2501': 'A-', 'NUR2204C': 'A+', 'MIH2202': 'B', 'NUR1123': 'B-', 'GEH1043': 'C+', 'HS2924': 'C+', 'GEC1011': 'D', 'NUR2107B': 'A', 'NUR2441A': 'C', 'MIC2000A': 'D', 'NUR2503': 'A', 'MIH2201': 'F', 'MD1903': 'C'}"
Candice Rios,A0231226H,XXXXX230Z,1,Science,Data Science and Analytics,,"['DMS1401CM', 'GESS1016', 'GEX1007', 'HS1502', 'HSI1000', 'GEC1016', 'PC1201', 'GES1021']","{'DMS1401CM': 'C', 'GESS1016': 'B-', 'GEX1007': 'C', 'HS1502': 'B', 'HSI1000': 'A', 'GEC1016': 'A', 'PC1201': 'A-', 'GES1021': 'B-'}"
Jonathan Hopkins,A0261251Y,XXXXX350Z,1,Yong Loo Lin Sch of Medicine,Nursing,,"['NUR1202C', 'MIH1102', 'NUR1108C', 'ALS1010', 'NUR1113A', 'NUR1125', 'NUR1124', 'MIH1101']","{'NUR1202C': 'B', 'MIH1102': 'C', 'NUR1108C': 'B', 'ALS1010': 'F', 'NUR1113A': 'F', 'NUR1125': 'A+', 'NUR1124': 'C', 'MIH1101': 'B+'}"
Jeffrey Daniels,A0209579X,XXXXX234Z,3,Science,Pharmacy,,"['LSM3312', 'PHS2312', 'UTOS2002C', 'HS1402S', 'UTOS2001C', 'PR1152', 'LSM1303', 'UTOS2001', 'ST2313', 'ST3288R', 'UTOS2201R', 'UTOS2201B', 'COS1000', 'HSI1000', 'UTOS2201P', 'CM3288R', 'HS1404S', 'UTOS2201M', 'UTOS2001R', 'DMS1401CM', 'ENV3289', 'ST3313', 'PR2154', 'MA1301X']","{'LSM3312': 'F', 'PHS2312': 'A-', 'UTOS2002C': 'B', 'HS1402S': 'C+', 'UTOS2001C': 'C+', 'PR1152': 'C+', 'LSM1303': 'B+', 'UTOS2001': 'B', 'ST2313': 'A-', 'ST3288R': 'B-', 'UTOS2201R': 'C', 'UTOS2201B': 'C+', 'COS1000': 'D', 'HSI1000': 'B+', 'UTOS2201P': 'B-', 'CM3288R': 'B-', 'HS1404S': 'A-', 'UTOS2201M': 'A', 'UTOS2001R': 'A', 'DMS1401CM': 'C', 'ENV3289': 'A', 'ST3313': 'F', 'PR2154': 'D', 'MA1301X': 'A+'}"
Colleen Gilbert,A0267935E,XXXXX739Z,2,NUS Business School,Business Administration,,"['GESS1019', 'DMB1203MNO', 'ACC1701X', 'DMB1203FIN', 'GESS1018', 'BSP1702', 'DMB1202DAO', 'DMB1204DAO', 'DMB1201DAO', 'DMB1203DAO', 'MNO1706B', 'MKT1705C', 'DMB1204MNO', 'RE1901', 'DMB1202DO', 'RE2702']","{'GESS1019': 'B+', 'DMB1203MNO': 'A+', 'ACC1701X': 'A+', 'DMB1203FIN': 'B+', 'GESS1018': 'A+', 'BSP1702': 'A+', 'DMB1202DAO': 'B-', 'DMB1204DAO': 'B', 'DMB1201DAO': 'B-', 'DMB1203DAO': 'B', 'MNO1706B': 'F', 'MKT1705C': 'B-', 'DMB1204MNO': 'A+', 'RE1901': 'A+', 'DMB1202DO': 'C', 'RE2702': 'C+'}"
James Bell,A0244170E,XXXXX241Z,1,Arts and Social Science,Economics,,"['GEX1004', 'GEC1048', 'PLB1201', 'HS1404A', 'PS1101E', 'GES1029', 'GEC1032', 'GEC1004']","{'GEX1004': 'A-', 'GEC1048': 'F', 'PLB1201': 'C', 'HS1404A': 'C', 'PS1101E': 'B+', 'GES1029': 'C', 'GEC1032': 'F', 'GEC1004': 'A'}"
Tami Clarke,A0245230A,XXXXX357Z,3,NUS Business School,Business Administration,,"['DMB1204BSP', 'BWS3806', 'DMB1204DAO', 'DBA3751', 'BWS3816', 'DMB1203ACC', 'BSN3702', 'DMB1203FIN', 'DAO2703', 'RE1706', 'DOS3752', 'DMB1203MNO', 'DMB1203DO', 'DMB1201MNO', 'RE2706', 'DMB1201DAO', 'BSP3701A', 'RE1901', 'RE3000', 'DOS3704', 'DOS3751', 'BSN3703', 'BI3003', 'BI3712R']","{'DMB1204BSP': 'B+', 'BWS3806': 'C', 'DMB1204DAO': 'B+', 'DBA3751': 'A-', 'BWS3816': 'A-', 'DMB1203ACC': 'F', 'BSN3702': 'B', 'DMB1203FIN': 'B+', 'DAO2703': 'A', 'RE1706': 'C', 'DOS3752': 'F', 'DMB1203MNO': 'A+', 'DMB1203DO': 'C+', 'DMB1201MNO': 'C', 'RE2706': 'A+', 'DMB1201DAO': 'C+', 'BSP3701A': 'B-', 'RE1901': 'D', 'RE3000': 'A+', 'DOS3704': 'B-', 'DOS3751': 'A-', 'BSN3703': 'B+', 'BI3003': 'B', 'BI3712R': 'B+'}"
John Garcia,A0200077M,XXXXX770Z,3,Arts and Social Science,Sociology,,"['PH2208', 'EC2303', 'SW1101E', 'HS2903', 'HY3231', 'CL3211', 'HS1402A', 'GEC1049', 'SC2211', 'DMA1401L01', 'GE3204', 'GE3256', 'EC3551R', 'GEC1013', 'GET1003', 'GL3551', 'GES1014', 'HS2912', 'CH3550', 'UTOA2002EL', 'TS2243', 'GET1002', 'SE2225', 'LAC2202']","{'PH2208': 'C+', 'EC2303': 'D', 'SW1101E': 'C', 'HS2903': 'F', 'HY3231': 'C', 'CL3211': 'B+', 'HS1402A': 'B-', 'GEC1049': 'B+', 'SC2211': 'F', 'DMA1401L01': 'A-', 'GE3204': 'A', 'GE3256': 'C+', 'EC3551R': 'C', 'GEC1013': 'D', 'GET1003': 'A+', 'GL3551': 'B+', 'GES1014': 'B-', 'HS2912': 'B+', 'CH3550': 'B-', 'UTOA2002EL': 'C', 'TS2243': 'A-', 'GET1002': 'A-', 'SE2225': 'B', 'LAC2202': 'B'}"
Nicole Gonzalez,A0261918K,XXXXX773Z,2,Computing,Computer Science,History,"['CP1008', 'CS1101S', 'BT1101', 'IT2002', 'CP2107', 'GEI1000', 'CS1231R', 'CS2040', 'CS2108', 'CS2103', 'CS2030', 'IS2218', 'IS2102', 'IS1108', 'CS2103R', 'CS2107']","{'CP1008': 'B+', 'CS1101S': 'B+', 'BT1101': 'D', 'IT2002': 'A-', 'CP2107': 'C+', 'GEI1000': 'D', 'CS1231R': 'D', 'CS2040': 'D', 'CS2108': 'B', 'CS2103': 'C', 'CS2030': 'C', 'IS2218': 'B', 'IS2102': 'B', 'IS1108': 'A+', 'CS2103R': 'A+', 'CS2107': 'B-'}"
Andrew Newman,A0234139Z,XXXXX293Z,3,Yong Loo Lin Sch of Medicine,Medicine,,"['NUR1202C', 'MIH2201', 'NUR3105B', 'NUR2502', 'MIH1102', 'NUR2500', 'NUR3501', 'NUR1108C', 'NUR2441A', 'MIH1101', 'NUR3116C', 'NUR1123', 'NUR3119', 'NUR2107B', 'NUR3503', 'NUR3500', 'NUR2113', 'NUR3204C', 'NUR3504', 'NUR1107B', 'NUR3205D', 'MIH3201', 'GET1022', 'NUR3505']","{'NUR1202C': 'F', 'MIH2201': 'B+', 'NUR3105B': 'D', 'NUR2502': 'B+', 'MIH1102': 'D', 'NUR2500': 'C', 'NUR3501': 'A', 'NUR1108C': 'B', 'NUR2441A': 'B-', 'MIH1101': 'F', 'NUR3116C': 'A+', 'NUR1123': 'B+', 'NUR3119': 'A+', 'NUR2107B': 'A', 'NUR3503': 'C+', 'NUR3500': 'C+', 'NUR2113': 'A+', 'NUR3204C': 'B-', 'NUR3504': 'A-', 'NUR1107B': 'B', 'NUR3205D': 'B-', 'MIH3201': 'A-', 'GET1022': 'B-', 'NUR3505': 'A-'}"
Randy Moore,A0209887I,XXXXX386Z,2,Arts and Social Science,Economics,,"['PS1101E', 'SN2271', 'GESS1024', 'GEC1007', 'GES1009', 'EN2202', 'GEC1042', 'PH2207', 'PS2238', 'SC2220', 'SC1101E', 'CH2295', 'AN2206', 'CH2276', 'GET1030', 'CH1101E']","{'PS1101E': 'B+', 'SN2271': 'C+', 'GESS1024': 'A', 'GEC1007': 'D', 'GES1009': 'D', 'EN2202': 'C+', 'GEC1042': 'D', 'PH2207': 'B+', 'PS2238': 'B-', 'SC2220': 'A+', 'SC1101E': 'A', 'CH2295': 'A-', 'AN2206': 'D', 'CH2276': 'C+', 'GET1030': 'A-', 'CH1101E': 'B'}"
Kelly Norris,A0200630H,XXXXX606Z,4,Yong Loo Lin Sch of Medicine,Medicine,,"['MIH1101', 'NUR3503', 'NUR3500', 'NUR3106B', 'NUR2106B', 'NUR2203C', 'NUR3116C', 'NUR3105C', 'NUR1108C', 'MIH2201', 'NUR3119', 'NUR1113A', 'NUR2501', 'GEH1043', 'MD3140T', 'NUR4103B', 'NUR3105B', 'MIH1102', 'NUR4102B', 'MIH2202', 'NUR3504', 'NUR3117A', 'NUR1124', 'NUR3505', 'MD3140E', 'MIC2000A', 'NUR3205D', 'NUR1114A', 'NUR4104B', 'NUR2204C', 'GEC1011', 'NUR3502']","{'MIH1101': 'B-', 'NUR3503': 'A', 'NUR3500': 'C', 'NUR3106B': 'C+', 'NUR2106B': 'F', 'NUR2203C': 'A-', 'NUR3116C': 'D', 'NUR3105C': 'A', 'NUR1108C': 'B+', 'MIH2201': 'F', 'NUR3119': 'B-', 'NUR1113A': 'F', 'NUR2501': 'C', 'GEH1043': 'A', 'MD3140T': 'C+', 'NUR4103B': 'C+', 'NUR3105B': 'B+', 'MIH1102': 'C', 'NUR4102B': 'A', 'MIH2202': 'A+', 'NUR3504': 'B-', 'NUR3117A': 'A', 'NUR1124': 'A-', 'NUR3505': 'B+', 'MD3140E': 'B', 'MIC2000A': 'A+', 'NUR3205D': 'F', 'NUR1114A': 'B-', 'NUR4104B': 'C', 'NUR2204C': 'B-', 'GEC1011': 'B+', 'NUR3502': 'D'}"
Larry Mccarthy,A0232731H,XXXXX158Z,2,Arts and Social Science,Economics,,"['SC2208', 'GEH1056', 'GEX1015', 'PE2101P', 'SN2271', 'GEC1002', 'JS2213', 'SC2211', 'GES1038', 'TS2240', 'UTOA2201PL', 'CH2252', 'SE2224', 'GE2103', 'GEX1010', 'HS2922']","{'SC2208': 'B-', 'GEH1056': 'A-', 'GEX1015': 'A-', 'PE2101P': 'A', 'SN2271': 'A', 'GEC1002': 'D', 'JS2213': 'B-', 'SC2211': 'F', 'GES1038': 'C', 'TS2240': 'C+', 'UTOA2201PL': 'D', 'CH2252': 'B-', 'SE2224': 'A-', 'GE2103': 'B+', 'GEX1010': 'A-', 'HS2922': 'A-'}"
April Mendez,A0248365X,XXXXX501Z,4,Science,Pharmacy,,"['PC4199', 'COS1000', 'MA3288', 'ENV1101', 'ZB4199', 'ST3313', 'FST3288R', 'ENV3104', 'QF2312', 'UTOS2002R', 'PR1152', 'MA4288O', 'UTOS2002F', 'PC3289Q', 'ZB3310', 'LSM4288M', 'HS2915', 'ENV3288R', 'LSM3288', 'ENV3101', 'QF2310', 'DMS1401SP', 'ST3288R', 'PC3289A', 'UTOS2201', 'LSM1303', 'ENV2288', 'HS1401S', 'HS2904', 'CM4312', 'PC3289N', 'QF4199']","{'PC4199': 'B-', 'COS1000': 'D', 'MA3288': 'F', 'ENV1101': 'B+', 'ZB4199': 'F', 'ST3313': 'C+', 'FST3288R': 'A-', 'ENV3104': 'C+', 'QF2312': 'C+', 'UTOS2002R': 'C', 'PR1152': 'A-', 'MA4288O': 'B-', 'UTOS2002F': 'C+', 'PC3289Q': 'D', 'ZB3310': 'F', 'LSM4288M': 'F', 'HS2915': 'A-', 'ENV3288R': 'B-', 'LSM3288': 'F', 'ENV3101': 'F', 'QF2310': 'D', 'DMS1401SP': 'A', 'ST3288R': 'D', 'PC3289A': 'D', 'UTOS2201': 'B', 'LSM1303': 'B', 'ENV2288': 'A-', 'HS1401S': 'A+', 'HS2904': 'D', 'CM4312': 'C+', 'PC3289N': 'C+', 'QF4199': 'A+'}"
Shawn Townsend,A0286371Z,XXXXX339Z,2,Law,Law,,"['LC1001C', 'LC1002B', 'LC2008H', 'LC1001F', 'LC2010H', 'LC1002A', 'LC1002E', 'LC1001D', 'LC2017', 'LC1002J', 'LC1002H', 'LC1002G', 'LC1001B', 'LC1001H', 'LC2009', 'LC2006G']","{'LC1001C': 'C', 'LC1002B': 'C+', 'LC2008H': 'B+', 'LC1001F': 'F', 'LC2010H': 'A-', 'LC1002A': 'D', 'LC1002E': 'F', 'LC1001D': 'D', 'LC2017': 'B+', 'LC1002J': 'B-', 'LC1002H': 'C+', 'LC1002G': 'C+', 'LC1001B': 'B+', 'LC1001H': 'C+', 'LC2009': 'B-', 'LC2006G': 'A+'}"
Christine Clark,A0272719L,XXXXX607Z,3,Law,Law,,"['LC1025', 'LC1016', 'LC1002A', 'LC1002J', 'LC2013', 'LC2009', 'LC1001F', 'LC1002I', 'LC1001H', 'LC2010H', 'LC2010G', 'LC2010C', 'LC1001E', 'LC1001D', 'LC1002G', 'LC2006E', 'LC2006A', 'LC2006G', 'LC1001B', 'LC1002H', 'LC1001C', 'LC2008H', 'LC1004', 'LC2010A']","{'LC1025': 'A', 'LC1016': 'B-', 'LC1002A': 'F', 'LC1002J': 'A+', 'LC2013': 'B-', 'LC2009': 'A-', 'LC1001F': 'B-', 'LC1002I': 'A+', 'LC1001H': 'C+', 'LC2010H': 'B', 'LC2010G': 'B+', 'LC2010C': 'C', 'LC1001E': 'F', 'LC1001D': 'B-', 'LC1002G': 'B', 'LC2006E': 'B', 'LC2006A': 'B-', 'LC2006G': 'A+', 'LC1001B': 'B', 'LC1002H': 'A+', 'LC1001C': 'C', 'LC2008H': 'A', 'LC1004': 'B+', 'LC2010A': 'A'}"
Kevin Hall,A0212701L,XXXXX935Z,1,Yong Loo Lin Sch of Medicine,Medicine,,"['GEH1043', 'MD1903', 'GEC1011', 'NUR1108C', 'MIH1102', 'MIH1101', 'NUR1125', 'MD1902']","{'GEH1043': 'D', 'MD1903': 'B+', 'GEC1011': 'F', 'NUR1108C': 'A+', 'MIH1102': 'B-', 'MIH1101': 'D', 'NUR1125': 'F', 'MD1902': 'C'}"
George King,A0275639M,XXXXX553Z,2,Arts and Social Science,Geography,Life Science,"['EL2111', 'SE2225', 'SC2209', 'PH2201', 'HS2905', 'SC2228', 'HS2902', 'ASP1201HY', 'GESS1000', 'PH2207', 'GES1006', 'CH2295', 'HS2919', 'GEI1002', 'GES1002', 'GEH1015']","{'EL2111': 'B-', 'SE2225': 'B-', 'SC2209': 'B', 'PH2201': 'C', 'HS2905': 'C+', 'SC2228': 'F', 'HS2902': 'B+', 'ASP1201HY': 'F', 'GESS1000': 'F', 'PH2207': 'A-', 'GES1006': 'B+', 'CH2295': 'B-', 'HS2919': 'C', 'GEI1002': 'B-', 'GES1002': 'C', 'GEH1015': 'F'}"
Timothy Ryan,A0233715J,XXXXX787Z,3,Arts and Social Science,Geography,,"['LAC2202', 'PH2211', 'NM3244', 'NM3205', 'AN2203', 'GE2231', 'LAC3204', 'NHS3911EL', 'GES1040', 'GESS1009', 'UTOA2001EL', 'HS1403A', 'PS3257', 'CL3104', 'SN2213', 'EN2206', 'CH2252', 'UTOA2002PL', 'GEC1050', 'MS2213', 'PS3551', 'SW2104', 'GE3206', 'GEX1005']","{'LAC2202': 'A', 'PH2211': 'D', 'NM3244': 'C', 'NM3205': 'F', 'AN2203': 'A+', 'GE2231': 'D', 'LAC3204': 'B', 'NHS3911EL': 'D', 'GES1040': 'A+', 'GESS1009': 'B-', 'UTOA2001EL': 'A-', 'HS1403A': 'B', 'PS3257': 'B', 'CL3104': 'A', 'SN2213': 'A+', 'EN2206': 'B+', 'CH2252': 'C+', 'UTOA2002PL': 'C', 'GEC1050': 'B', 'MS2213': 'C', 'PS3551': 'D', 'SW2104': 'D', 'GE3206': 'F', 'GEX1005': 'A-'}"
Dr. Stephanie Williams MD,A0266488K,XXXXX824Z,4,Yong Loo Lin Sch of Medicine,Nursing,,"['MD1902', 'GET1022', 'NUR2500', 'NUR1123', 'NUR3507', 'ALS1010', 'NUR3114', 'NUR3116C', 'NUR3502', 'NUR4104B', 'NUR4103B', 'NUR2107B', 'NUR3117A', 'NUR3105C', 'NUR3500', 'NUR2124', 'NUR3120', 'NUR2204C', 'NUR2502', 'NUR3202C', 'NUR4102B', 'NUR3501', 'NUR1125', 'MIH2201', 'MIH3201', 'NUR2106B', 'NUR1107B', 'MIH1102', 'GEH1043', 'NUR1124', 'NUR3105B', 'NUR3106B']","{'MD1902': 'B', 'GET1022': 'D', 'NUR2500': 'A-', 'NUR1123': 'B', 'NUR3507': 'C+', 'ALS1010': 'B+', 'NUR3114': 'A', 'NUR3116C': 'F', 'NUR3502': 'A-', 'NUR4104B': 'C+', 'NUR4103B': 'C', 'NUR2107B': 'B', 'NUR3117A': 'C', 'NUR3105C': 'C+', 'NUR3500': 'C+', 'NUR2124': 'C', 'NUR3120': 'F', 'NUR2204C': 'B', 'NUR2502': 'B-', 'NUR3202C': 'F', 'NUR4102B': 'D', 'NUR3501': 'B', 'NUR1125': 'B', 'MIH2201': 'A-', 'MIH3201': 'A+', 'NUR2106B': 'B+', 'NUR1107B': 'B-', 'MIH1102': 'A', 'GEH1043': 'A+', 'NUR1124': 'A', 'NUR3105B': 'C', 'NUR3106B': 'B'}"
Paul Obrien,A0299686U,XXXXX157Z,2,Yong Loo Lin Sch of Medicine,Nursing,,"['NUR1123', 'GEC1011', 'MIH2201', 'NUR2113', 'MIC2000A', 'NUR2441A', 'NUR2124', 'NUR1114A', 'NUR1107B', 'MIH2202', 'NUR1108C', 'NUR2503', 'MD1903', 'NUR1202C', 'MD1902', 'NUR2204C']","{'NUR1123': 'C+', 'GEC1011': 'C', 'MIH2201': 'C+', 'NUR2113': 'D', 'MIC2000A': 'B', 'NUR2441A': 'A-', 'NUR2124': 'C', 'NUR1114A': 'B+', 'NUR1107B': 'A-', 'MIH2202': 'C+', 'NUR1108C': 'D', 'NUR2503': 'A', 'MD1903': 'D', 'NUR1202C': 'F', 'MD1902': 'A', 'NUR2204C': 'B-'}"
Eduardo James,A0245009H,XXXXX253Z,2,YST Conservatory of Music,Music,,"['GEC1035', 'MUA2205', 'MUA2256', 'GET1040', 'MUA1159', 'MUA2153', 'CFA1111A', 'MUA1163', 'MUL1105', 'MUA1223', 'MUT1201', 'GEC1014', 'MUA1190', 'MUA2110', 'MUA1167', 'MUA1165']","{'GEC1035': 'A+', 'MUA2205': 'A-', 'MUA2256': 'A-', 'GET1040': 'B+', 'MUA1159': 'C+', 'MUA2153': 'B+', 'CFA1111A': 'A+', 'MUA1163': 'B-', 'MUL1105': 'B-', 'MUA1223': 'A-', 'MUT1201': 'F', 'GEC1014': 'C+', 'MUA1190': 'F', 'MUA2110': 'F', 'MUA1167': 'D', 'MUA1165': 'C'}"
Amanda Perez,A0256274L,XXXXX337Z,3,Computing,Computer Science,,"['GEI1000', 'IT1244', 'IS1108', 'IS2238', 'BT1101', 'CP3201', 'CS1010', 'CS1231R', 'CS3237', 'CS2030', 'CP2107', 'BT2101', 'IS2218', 'CP3108A', 'IT3010', 'CS2107', 'IT2002', 'CS3236R', 'DMC1401IS', 'IT2900', 'CS2103', 'IS3240', 'CP3107', 'CS3223']","{'GEI1000': 'B', 'IT1244': 'A', 'IS1108': 'A', 'IS2238': 'C+', 'BT1101': 'C+', 'CP3201': 'B+', 'CS1010': 'C', 'CS1231R': 'C', 'CS3237': 'A-', 'CS2030': 'A', 'CP2107': 'B-', 'BT2101': 'A', 'IS2218': 'D', 'CP3108A': 'B', 'IT3010': 'A-', 'CS2107': 'A', 'IT2002': 'C+', 'CS3236R': 'C', 'DMC1401IS': 'C', 'IT2900': 'D', 'CS2103': 'A', 'IS3240': 'A', 'CP3107': 'D', 'CS3223': 'C'}"
Stacy Ortiz,A0203678Y,XXXXX629Z,4,Law,Law,,"['LL4305', 'LL4491V', 'LL4438V', 'LL4070V', 'LC1002I', 'LL4177V', 'LL4203', 'LL4203C', 'LL4009V', 'LL4412', 'LC1001G', 'LC1002C', 'LC1001E', 'LL4094DV', 'LL4287V', 'LC1001H', 'LC1002F', 'LL4033V', 'LL4515', 'LL4251V', 'LL4004V', 'LL4012', 'LL4402', 'LC1002H', 'LL4520', 'LL4322', 'LL4050V', 'LL4094GV', 'LC2017', 'LL4295', 'LL4436V', 'LL4349V']","{'LL4305': 'F', 'LL4491V': 'D', 'LL4438V': 'B', 'LL4070V': 'F', 'LC1002I': 'F', 'LL4177V': 'B', 'LL4203': 'D', 'LL4203C': 'A+', 'LL4009V': 'A-', 'LL4412': 'B', 'LC1001G': 'B+', 'LC1002C': 'B+', 'LC1001E': 'A-', 'LL4094DV': 'D', 'LL4287V': 'B+', 'LC1001H': 'C+', 'LC1002F': 'C', 'LL4033V': 'A+', 'LL4515': 'D', 'LL4251V': 'A-', 'LL4004V': 'B', 'LL4012': 'C+', 'LL4402': 'C+', 'LC1002H': 'A', 'LL4520': 'D', 'LL4322': 'C+', 'LL4050V': 'F', 'LL4094GV': 'F', 'LC2017': 'F', 'LL4295': 'B+', 'LL4436V': 'D', 'LL4349V': 'C+'}"
