Employee_ID,Employee_Name,NRIC,DOB,DOJ,Department,Modules_Taught
NUSPF13147,Christopher Mays,XXXXX188A,1991-01-26T00:00:00Z,2012-03-09T00:00:00Z,FoL Dean's Office,LLJ5485X
NUSPF13148,William Sanders,XXXXX744A,1992-08-27T00:00:00Z,2010-03-23T00:00:00Z,English,EN2202
NUSPF13149,Elizabeth Tyler,XXXXX702A,1980-04-13T00:00:00Z,2003-03-24T00:00:00Z,YSTCM Dean's Office,MUA2159
NUSPF13150,Melissa Green,XXXXX296A,1980-02-01T00:00:00Z,2008-10-01T00:00:00Z,YSTCM Dean's Office,MUA3110
NUSPF13151,Helen Michael,XXXXX332A,1974-01-15T00:00:00Z,2007-09-20T00:00:00Z,NUS Medicine Dean's Office,MD3140T
NUSPF13152,Terry Aguilar,XXXXX692A,1987-12-14T00:00:00Z,2004-04-19T00:00:00Z,Electrical and Computer Engineering,EE5114
NUSPF13153,Timothy Schaefer,XXXXX923A,1993-01-10T00:00:00Z,2002-02-19T00:00:00Z,FoL Dean's Office,LL5398
NUSPF13154,Justin Hernandez,XXXXX398A,1975-10-05T00:00:00Z,2006-02-03T00:00:00Z,Information Systems and Analytics,IS5010
NUSPF13155,Joshua Swanson,XXXXX950A,1983-11-03T00:00:00Z,2002-04-21T00:00:00Z,Statistics and Data Science,ST4248
NUSPF13156,Lisa Leonard,XXXXX588A,1980-10-25T00:00:00Z,2003-08-19T00:00:00Z,Philosophy,PH4201
NUSPF13157,Frank Brown,XXXXX942A,1990-04-09T00:00:00Z,2013-04-03T00:00:00Z,Centre for Language Studies,LAR3201
NUSPF13158,James Thompson,XXXXX846A,1976-01-18T00:00:00Z,2010-10-21T00:00:00Z,Industrial Systems Engineering and Management,MT5012
NUSPF13159,Francis Hayes,XXXXX272A,1979-04-16T00:00:00Z,2001-04-18T00:00:00Z,Microbiology and Immunology,GEH1043
NUSPF13160,Scott Gonzalez,XXXXX131A,1990-01-03T00:00:00Z,2004-05-24T00:00:00Z,Chemistry,CM5211
NUSPF13161,Katrina Stewart,XXXXX691A,1994-01-20T00:00:00Z,2002-05-31T00:00:00Z,Anatomy,LSM2212
NUSPF13162,Stacie Stevens,XXXXX676A,1982-01-08T00:00:00Z,2007-08-01T00:00:00Z,Chemical and Biomolecular Engineering,CN5191
NUSPF13163,Ashley Santiago,XXXXX772A,1992-06-28T00:00:00Z,2010-07-24T00:00:00Z,Physics,PC3231
NUSPF13164,Jennifer Cantu,XXXXX774A,1977-07-16T00:00:00Z,2013-11-05T00:00:00Z,Psychology,PL3240
NUSPF13165,Lori Chan,XXXXX268A,1970-05-06T00:00:00Z,2002-01-13T00:00:00Z,Yale-NUS College,YSS4293
NUSPF13166,Robert Austin,XXXXX454A,1976-09-22T00:00:00Z,2008-07-11T00:00:00Z,Chinese Studies,CH5224
NUSPF13167,Brian Sanford,XXXXX895A,1990-12-19T00:00:00Z,2002-11-16T00:00:00Z,Information Systems and Analytics,FT5002
NUSPF13168,Thomas Nolan,XXXXX926A,1975-11-06T00:00:00Z,2008-12-23T00:00:00Z,NUS College Dean's Office,NEX3010S
NUSPF13169,Megan Long,XXXXX439A,1974-04-24T00:00:00Z,2004-05-18T00:00:00Z,YSTCM Dean's Office,MUA4191
NUSPF13170,Tiffany Cortez,XXXXX322A,1992-06-08T00:00:00Z,2003-03-19T00:00:00Z,Information Systems and Analytics,IS6003
NUSPF13171,Mary Hoover,XXXXX143A,1992-06-10T00:00:00Z,2000-09-23T00:00:00Z,Yale-NUS College,YSC3266
NUSPF13172,Dana Dunlap,XXXXX251A,1984-10-09T00:00:00Z,2004-11-16T00:00:00Z,Physics,PC5267
NUSPF13173,Kirsten Gonzalez,XXXXX468A,1981-10-27T00:00:00Z,2000-11-16T00:00:00Z,PharmacyandPharmaceuticalScience,PR2289
NUSPF13174,Kristie Moon,XXXXX607A,1978-09-06T00:00:00Z,2013-03-08T00:00:00Z,BIZ Dean's Office,DMB1204MNO
NUSPF13175,Daniel Schmidt,XXXXX243A,1992-07-09T00:00:00Z,2000-07-01T00:00:00Z,BIZ Dean's Office,BMK5102
NUSPF13176,Donna Taylor,XXXXX253A,1990-03-10T00:00:00Z,2009-12-28T00:00:00Z,Information Systems and Analytics,FT5004
NUSPF13177,Tracy Jenkins,XXXXX979A,1978-11-14T00:00:00Z,2014-05-17T00:00:00Z,Architecture,AR5011
NUSPF13178,Jay Jackson,XXXXX427A,1974-08-27T00:00:00Z,2001-06-05T00:00:00Z,Duke-NUS Dean's Office,GMS6895
NUSPF13179,Joseph Ramirez,XXXXX213A,1990-10-04T00:00:00Z,2010-01-29T00:00:00Z,CDE Dean's Office,CDE5399D
NUSPF13180,Toni Valentine,XXXXX985A,1989-08-25T00:00:00Z,2012-05-19T00:00:00Z,English,ENC5149
NUSPF13181,Mary Oconnor,XXXXX161A,1976-03-08T00:00:00Z,2011-08-05T00:00:00Z,SCALE Dean's Office,TCX1101
NUSPF13182,Denise Cohen,XXXXX838A,1972-05-18T00:00:00Z,2003-03-22T00:00:00Z,NUS College Dean's Office,NHS2070
NUSPF13183,Bonnie Jacobs,XXXXX539A,1987-09-23T00:00:00Z,2002-12-12T00:00:00Z,FoL Dean's Office,LC5186
NUSPF13184,Anthony Bell,XXXXX683A,1972-08-10T00:00:00Z,2003-10-01T00:00:00Z,FoL Dean's Office,LL5251V
NUSPF13185,Jane Fischer,XXXXX449A,1993-08-24T00:00:00Z,2009-10-11T00:00:00Z,Yale-NUS College,YIR3307
NUSPF13186,Jose Fowler,XXXXX295A,1978-01-05T00:00:00Z,2012-09-11T00:00:00Z,Geography,GE5226
NUSPF13187,Jacob Mata,XXXXX840A,1984-12-20T00:00:00Z,2013-09-25T00:00:00Z,Southeast Asian Studies,CAS6660
NUSPF13188,Julie Andrews,XXXXX624A,1977-07-09T00:00:00Z,2013-08-13T00:00:00Z,Mathematics,MA3311
NUSPF13189,Mary Mata,XXXXX133A,1991-07-15T00:00:00Z,2010-02-18T00:00:00Z,Psychology,PL4501HM
NUSPF13190,Michelle Young,XXXXX301A,1979-12-10T00:00:00Z,2010-10-04T00:00:00Z,Industrial Systems Engineering and Management,MT5023
NUSPF13191,Tanya Hudson,XXXXX971A,1973-12-30T00:00:00Z,2008-07-10T00:00:00Z,FoL Dean's Office,LL6322
NUSPF13192,Richard Williams,XXXXX760A,1992-05-03T00:00:00Z,1999-10-05T00:00:00Z,Centre for Language Studies,LAH4202
NUSPF13193,Mary Cantu,XXXXX714A,1987-02-24T00:00:00Z,2005-10-16T00:00:00Z,Political Science,PS3273
NUSPF13194,Beverly Price,XXXXX225A,1983-06-09T00:00:00Z,2001-07-06T00:00:00Z,Economics,ECA5102
NUSPF13195,Steven Harris,XXXXX715A,1978-04-09T00:00:00Z,2000-04-17T00:00:00Z,Architecture,LAD1005
NUSPF13196,Alexander Robinson,XXXXX930A,1977-05-01T00:00:00Z,2001-07-15T00:00:00Z,NUSGS Dean’s Office,LSE6101
NUSPF13197,Sherry Atkins,XXXXX357A,1982-06-29T00:00:00Z,2007-10-02T00:00:00Z,Division of Graduate Medical Studies,VM5101
NUSPF13198,Michael Coleman,XXXXX256A,1984-02-10T00:00:00Z,2000-02-03T00:00:00Z,Centre for Language Studies,LAV4201
NUSPF13199,James Wilkins,XXXXX782A,1970-08-28T00:00:00Z,2007-02-11T00:00:00Z,Psychology,PL4224
NUSPF13200,Dustin Henry,XXXXX960A,1979-05-06T00:00:00Z,2004-01-11T00:00:00Z,Biological Sciences,LSM4288M
NUSPF13201,Paula Brown,XXXXX202A,1973-01-16T00:00:00Z,2000-03-24T00:00:00Z,Social Work,SW4223HM
NUSPF13202,Brian Watson,XXXXX979A,1975-05-14T00:00:00Z,2003-06-26T00:00:00Z,Sociology and Anthropology,ISC3550
NUSPF13203,Derek Henry,XXXXX942A,1979-01-29T00:00:00Z,2003-04-08T00:00:00Z,Biological Sciences,LSM4261
NUSPF13204,Sandra Boyd,XXXXX985A,1990-08-27T00:00:00Z,1999-09-28T00:00:00Z,English,EL4255
NUSPF13205,Kevin Hammond,XXXXX915A,1969-10-24T00:00:00Z,2003-01-10T00:00:00Z,Alice Lee Center for Nursing Studies,NUR3506
NUSPF13206,Briana Casey,XXXXX632A,1970-07-30T00:00:00Z,2013-02-18T00:00:00Z,Analytics and Operations,BME5202
NUSPF13207,Bryan Baldwin,XXXXX214A,1969-11-28T00:00:00Z,2011-05-04T00:00:00Z,Yale-NUS College,YSC2229
NUSPF13208,James Mcgee,XXXXX836A,1983-12-07T00:00:00Z,2003-07-14T00:00:00Z,Computer Science,CS5272
NUSPF13209,Alejandro Daugherty,XXXXX836A,1985-06-14T00:00:00Z,2012-12-25T00:00:00Z,Civil and Environmental Engineering,CE3132
NUSPF13210,Pamela Gonzalez,XXXXX352A,1972-01-09T00:00:00Z,2003-08-12T00:00:00Z,Architecture,AR5770
NUSPF13211,Brittany Woods,XXXXX892A,1980-02-17T00:00:00Z,2002-08-20T00:00:00Z,Physics,PC3289N
NUSPF13212,Gregory Chavez,XXXXX980A,1970-10-23T00:00:00Z,2012-03-24T00:00:00Z,FoL Dean's Office,LL4094CV
NUSPF13213,Connor Garcia,XXXXX802A,1977-01-14T00:00:00Z,2002-05-16T00:00:00Z,Japanese Studies,GEH1015
NUSPF13214,Carrie Cantrell,XXXXX155A,1977-10-02T00:00:00Z,2003-09-06T00:00:00Z,Communications and New Media,NM3241
NUSPF13215,Jeremy Gomez,XXXXX350A,1983-06-05T00:00:00Z,2014-03-05T00:00:00Z,Centre for Language Studies,LAV1201
NUSPF13216,Janet Crawford,XXXXX267A,1970-11-29T00:00:00Z,2011-06-06T00:00:00Z,Mechanical Engineering,ME5513
NUSPF13217,Sandra Green,XXXXX444A,1979-06-25T00:00:00Z,2006-04-27T00:00:00Z,Chinese Studies,CH5211
NUSPF13218,Judith Burnett,XXXXX171A,1992-08-12T00:00:00Z,2002-11-22T00:00:00Z,PharmacyandPharmaceuticalScience,PHS3289
NUSPF13219,Richard Garner,XXXXX516A,1985-07-21T00:00:00Z,2004-12-30T00:00:00Z,NUS College Dean's Office,NHS3902
NUSPF13220,Rachel Young,XXXXX813A,1993-03-10T00:00:00Z,2012-06-07T00:00:00Z,BIZ Dean's Office,BMK5206A
NUSPF13221,Christopher Lindsey,XXXXX755A,1993-02-13T00:00:00Z,2008-02-18T00:00:00Z,Chemistry,CM4288
NUSPF13222,Angela Mejia,XXXXX738A,1975-12-24T00:00:00Z,2010-06-01T00:00:00Z,BIZ Dean's Office,BMH5101
NUSPF13223,Stacy Nelson,XXXXX221A,1982-04-24T00:00:00Z,2007-09-23T00:00:00Z,Economics,EC5104R
NUSPF13224,Tiffany Ross,XXXXX591A,1991-02-10T00:00:00Z,2005-01-26T00:00:00Z,Chemical and Biomolecular Engineering,SH5106
NUSPF13225,Oscar Webb,XXXXX428A,1985-09-18T00:00:00Z,2004-06-20T00:00:00Z,SCALE Dean's Office,TIC2301
NUSPF13226,Cheryl Ritter,XXXXX903A,1975-11-05T00:00:00Z,2005-04-22T00:00:00Z,Chemical and Biomolecular Engineering,SH5409
NUSPF13227,Michael Miles,XXXXX351A,1987-08-29T00:00:00Z,2000-10-21T00:00:00Z,NUS-ISS,ISY5002G
NUSPF13228,Rebecca Hernandez,XXXXX163A,1975-10-08T00:00:00Z,2005-03-24T00:00:00Z,NUS College Dean's Office,NHS2051
NUSPF13229,David Benton,XXXXX866A,1979-01-28T00:00:00Z,2011-10-17T00:00:00Z,FoL Dean's Office,LL5305
NUSPF13230,Janet Ross,XXXXX513A,1982-11-02T00:00:00Z,2006-06-11T00:00:00Z,FoL Dean's Office,LL4018V
NUSPF13231,David Cruz,XXXXX192A,1985-08-06T00:00:00Z,2010-10-06T00:00:00Z,Office of the Provost,GEN2061X
NUSPF13232,Gregory Norman,XXXXX301A,1973-08-14T00:00:00Z,2001-09-10T00:00:00Z,Centre for Language Studies,LAT4201
NUSPF13233,Patrick Holder,XXXXX309A,1989-08-23T00:00:00Z,2012-11-11T00:00:00Z,Geography,GE4239HM
NUSPF13234,Joanne Thompson,XXXXX289A,1969-10-25T00:00:00Z,2007-09-27T00:00:00Z,NUS-ISS,DL5102
NUSPF13235,Arthur Jones,XXXXX272A,1990-08-26T00:00:00Z,2002-12-28T00:00:00Z,Biochemistry,LSM4225
NUSPF13236,Mark Mitchell,XXXXX406A,1984-12-22T00:00:00Z,2012-11-19T00:00:00Z,Electrical and Computer Engineering,EE5002
NUSPF13237,Shannon Henderson,XXXXX178A,1982-05-11T00:00:00Z,2003-01-12T00:00:00Z,Division of Graduate Medical Studies,VM5106
NUSPF13238,Gary Green,XXXXX405A,1986-12-22T00:00:00Z,2000-08-24T00:00:00Z,History,HY3223
NUSPF13239,Melissa Stephens,XXXXX644A,1986-06-11T00:00:00Z,2000-06-21T00:00:00Z,Chinese Studies,CHC5337
NUSPF13240,Brian Taylor,XXXXX992A,1992-10-22T00:00:00Z,2002-01-22T00:00:00Z,Built Environment,PM5117
NUSPF13241,Lisa Wilson,XXXXX366A,1993-04-29T00:00:00Z,2006-12-21T00:00:00Z,Architecture,LA4701
NUSPF13242,Kathleen Johnson,XXXXX257A,1985-05-01T00:00:00Z,2009-11-07T00:00:00Z,Economics,EC4333
NUSPF13243,Kyle Ramos MD,XXXXX946A,1977-06-21T00:00:00Z,2008-03-01T00:00:00Z,Biomedical Engineering,BN5202
NUSPF13244,Alex Randall,XXXXX509A,1970-09-03T00:00:00Z,2010-07-04T00:00:00Z,Analytics and Operations,DBA4812
NUSPF13245,David Morales,XXXXX637A,1978-09-12T00:00:00Z,2003-05-12T00:00:00Z,NUS Medicine Dean's Office,ABM5105
NUSPF13246,Alexander Davis,XXXXX627A,1983-03-16T00:00:00Z,2008-11-29T00:00:00Z,History,HY3551
NUSPF13247,Mrs. Gloria Walker,XXXXX736A,1986-09-02T00:00:00Z,2007-10-04T00:00:00Z,English,EN5238R
NUSPF13248,Melanie Green,XXXXX541A,1989-08-02T00:00:00Z,2004-02-13T00:00:00Z,CDE Dean's Office,EG3611
NUSPF13249,Robert Anderson,XXXXX270A,1978-09-29T00:00:00Z,2000-10-11T00:00:00Z,English,GEC1017
NUSPF13250,Lori Jenkins,XXXXX960A,1987-08-24T00:00:00Z,2006-03-08T00:00:00Z,NUS Enterprise Academy,TR3203T
NUSPF13251,William Osborn,XXXXX473A,1994-06-22T00:00:00Z,2009-09-02T00:00:00Z,Chinese Studies,CH2293
NUSPF13252,Patrick Johnston,XXXXX458A,1974-06-09T00:00:00Z,2007-04-09T00:00:00Z,FoL Dean's Office,LL4056BV
NUSPF13253,Kristin Hunt,XXXXX874A,1983-05-01T00:00:00Z,1999-07-30T00:00:00Z,BIZ Dean's Office,BMA5801
NUSPF13254,Terri Alexander,XXXXX403A,1976-07-04T00:00:00Z,2012-01-22T00:00:00Z,Economics,EC3385
NUSPF13255,Patricia Henry,XXXXX788A,1990-12-02T00:00:00Z,2002-11-23T00:00:00Z,Mathematics,QF3101
NUSPF13256,Jaclyn Cole,XXXXX477A,1981-02-24T00:00:00Z,2000-07-26T00:00:00Z,Architecture,DEP5103
NUSPF13257,Brandon Russo,XXXXX707A,1989-10-28T00:00:00Z,2007-07-09T00:00:00Z,Physics,PC3289
NUSPF13258,Jessica Lang,XXXXX829A,1969-10-17T00:00:00Z,2000-03-14T00:00:00Z,Mechanical Engineering,ME6504
NUSPF13259,Frank Anthony,XXXXX866A,1979-09-09T00:00:00Z,2007-01-31T00:00:00Z,YSTCM Dean's Office,MUT1102
NUSPF13260,Yvonne Lin,XXXXX605A,1975-08-09T00:00:00Z,2010-11-02T00:00:00Z,Center for Engl Lang Comms,UTW1001P
NUSPF13261,Jennifer Gutierrez,XXXXX388A,1969-08-30T00:00:00Z,2007-01-30T00:00:00Z,Marketing,MKT3711
NUSPF13262,Tyler Robertson,XXXXX709A,1971-01-14T00:00:00Z,2005-05-09T00:00:00Z,Physics,PC2421
NUSPF13263,Matthew Osborne,XXXXX567A,1984-05-18T00:00:00Z,2002-02-05T00:00:00Z,Yale-NUS College,YSS3231
NUSPF13264,Mark Russo,XXXXX835A,1977-08-23T00:00:00Z,2010-11-17T00:00:00Z,Physics,HSI2011
NUSPF13265,John Sanders,XXXXX312A,1993-04-21T00:00:00Z,2001-05-18T00:00:00Z,YSTCM Dean's Office,MUA4176
NUSPF13266,Jason Murray,XXXXX628A,1990-08-12T00:00:00Z,1999-08-25T00:00:00Z,SCALE Dean's Office,TEE4211
NUSPF13267,Nathaniel Scott,XXXXX870A,1970-06-08T00:00:00Z,2010-05-20T00:00:00Z,Physics,PC4246
NUSPF13268,Sharon Howard,XXXXX646A,1978-01-04T00:00:00Z,2011-10-26T00:00:00Z,FoL Dean's Office,LL5380S
NUSPF13269,Alyssa Palmer,XXXXX206A,1980-07-28T00:00:00Z,2006-09-23T00:00:00Z,FoL Dean's Office,LL5004V
NUSPF13270,Maria Jones,XXXXX865A,1984-01-10T00:00:00Z,2012-10-26T00:00:00Z,Chinese Studies,CH3293
NUSPF13271,William Perry,XXXXX969A,1971-11-26T00:00:00Z,2011-03-12T00:00:00Z,Chemical and Biomolecular Engineering,CN5193
NUSPF13272,Andrew Reid,XXXXX670A,1973-03-17T00:00:00Z,2010-03-28T00:00:00Z,Philosophy,PH4201
NUSPF13273,Michael Hall,XXXXX786A,1980-09-09T00:00:00Z,2001-05-06T00:00:00Z,Psychology,PLS8004
NUSPF13274,Cindy Clark,XXXXX282A,1977-11-21T00:00:00Z,2014-05-22T00:00:00Z,LKYSPP Dean's Office,PP5234
NUSPF13275,Veronica Baker,XXXXX617A,1985-03-24T00:00:00Z,2007-09-23T00:00:00Z,Yale-NUS College,YIR3313G
NUSPF13276,Lindsay Jackson,XXXXX209A,1978-09-21T00:00:00Z,2000-02-27T00:00:00Z,YSTCM Dean's Office,MUA3243
NUSPF13277,Kimberly Beard,XXXXX682A,1980-11-29T00:00:00Z,2009-12-21T00:00:00Z,BIZ Dean's Office,BMK5100
NUSPF13278,Jamie Fernandez,XXXXX724A,1973-02-12T00:00:00Z,2006-04-26T00:00:00Z,BIZ Dean's Office,BMG5301
NUSPF13279,Katrina Green,XXXXX668A,1982-10-26T00:00:00Z,2003-10-06T00:00:00Z,Electrical and Computer Engineering,CEG5002
NUSPF13280,Michael Brown,XXXXX465A,1986-10-12T00:00:00Z,2009-06-24T00:00:00Z,FASS DO/Office of Programmes,HS1401A
NUSPF13281,Michelle Williams,XXXXX653A,1993-04-17T00:00:00Z,2010-11-01T00:00:00Z,YSTCM Dean's Office,MUA2189
NUSPF13282,Zachary Davis,XXXXX943A,1987-11-29T00:00:00Z,2009-12-17T00:00:00Z,History,AH3205
NUSPF13283,Amanda Berg,XXXXX614A,1986-04-02T00:00:00Z,2010-10-22T00:00:00Z,Chemistry,CM4269
NUSPF13284,Damon Wood,XXXXX597A,1981-10-11T00:00:00Z,2001-03-16T00:00:00Z,Centre for Future-ready Grads,CFG1002
NUSPF13285,Colleen Vaughn,XXXXX844A,1992-03-16T00:00:00Z,2005-06-19T00:00:00Z,Biochemistry,PHM5013
NUSPF13286,Meredith Moore,XXXXX248A,1979-09-27T00:00:00Z,1999-12-12T00:00:00Z,Economics,EC6880
NUSPF13287,David Carter,XXXXX678A,1982-10-27T00:00:00Z,2010-08-24T00:00:00Z,YSTCM Dean's Office,GEC1014
NUSPF13288,Michael Hardy,XXXXX611A,1976-04-22T00:00:00Z,2013-03-09T00:00:00Z,NUS Medicine Dean's Office,BIH5103
NUSPF13289,Stephanie Escobar,XXXXX773A,1983-07-30T00:00:00Z,2012-06-26T00:00:00Z,Industrial Systems Engineering and Management,IE5602
NUSPF13290,Lauren Sherman,XXXXX845A,1990-10-28T00:00:00Z,2007-03-14T00:00:00Z,Risk Management Institute,FE5209
NUSPF13291,Michele Young,XXXXX486A,1987-12-25T00:00:00Z,2003-07-19T00:00:00Z,Philosophy,PH5423
NUSPF13292,Sandra Park MD,XXXXX463A,1984-09-10T00:00:00Z,2010-05-08T00:00:00Z,Electrical and Computer Engineering,EE4115
NUSPF13293,Mr. Alan Navarro,XXXXX630A,1975-10-07T00:00:00Z,2004-02-10T00:00:00Z,NUS College Dean's Office,NST2050
NUSPF13294,Kim Reynolds,XXXXX484A,1977-03-04T00:00:00Z,2010-02-21T00:00:00Z,Geography,GE4219
NUSPF13295,Justin Owens,XXXXX924A,1985-06-16T00:00:00Z,2011-04-06T00:00:00Z,Office of the Provost,DMX1302
NUSPF13296,Catherine Bennett,XXXXX269A,1989-11-15T00:00:00Z,2014-04-26T00:00:00Z,Mathematics,QF5209
NUSPF13297,Janet Valencia,XXXXX939A,1991-06-05T00:00:00Z,2005-01-04T00:00:00Z,Psychology,PL4226
NUSPF13298,Jennifer Lowery,XXXXX345A,1977-04-20T00:00:00Z,2011-01-04T00:00:00Z,Management and Organisation,MNO3702
NUSPF13299,Kathy Hebert,XXXXX958A,1984-02-20T00:00:00Z,2006-02-02T00:00:00Z,Yale-NUS College,YSS4297
NUSPF13300,Catherine Yu,XXXXX845A,1983-09-04T00:00:00Z,2001-01-13T00:00:00Z,Industrial Design,DTK1234A
NUSPF13301,Jon Archer,XXXXX459A,1979-03-21T00:00:00Z,2013-08-26T00:00:00Z,FoL Dean's Office,LC5089
NUSPF13302,Sean Garcia,XXXXX468A,1980-06-28T00:00:00Z,2003-01-27T00:00:00Z,Real Estate,RE3803
NUSPF13303,Alvin Anderson,XXXXX627A,1977-11-01T00:00:00Z,2012-03-25T00:00:00Z,History,AH2101
NUSPF13304,Taylor Williams,XXXXX166A,1989-02-22T00:00:00Z,2013-10-25T00:00:00Z,Alice Lee Center for Nursing Studies,NUR5712
NUSPF13305,Cassandra Gross,XXXXX346A,1988-03-07T00:00:00Z,2003-10-18T00:00:00Z,Southeast Asian Studies,SEA5214
NUSPF13306,Robert Davenport,XXXXX478A,1983-09-10T00:00:00Z,2002-04-30T00:00:00Z,Mathematics,DSE4101
NUSPF13307,Mr. Justin Buckley,XXXXX390A,1983-12-01T00:00:00Z,2004-01-03T00:00:00Z,Chemical and Biomolecular Engineering,SH5402
NUSPF13308,Emily Lee,XXXXX318A,1988-02-18T00:00:00Z,2003-11-01T00:00:00Z,Chemical and Biomolecular Engineering,CN4227R
NUSPF13309,Grace Hayden,XXXXX989A,1978-07-17T00:00:00Z,2000-05-11T00:00:00Z,Sociology and Anthropology,SC5101
NUSPF13310,Holly Davis,XXXXX630A,1972-02-25T00:00:00Z,2013-06-05T00:00:00Z,SSH School of Public Health Dean's Office,SPH3501
NUSPF13311,Randy Coleman,XXXXX440A,1971-07-21T00:00:00Z,2002-05-20T00:00:00Z,SCALE Dean's Office,TIE4220
NUSPF13312,Zachary Gibson,XXXXX224A,1991-09-23T00:00:00Z,2000-04-25T00:00:00Z,Computer Science,CS4239
NUSPF13313,Christopher Reeves,XXXXX199A,1994-01-17T00:00:00Z,2010-03-06T00:00:00Z,Mechanical Engineering,ME6602
NUSPF13314,Jennifer Hernandez,XXXXX404A,1984-11-18T00:00:00Z,2000-09-08T00:00:00Z,Computer Science,CS2100
NUSPF13315,Ryan Simmons,XXXXX917A,1971-01-18T00:00:00Z,2006-12-30T00:00:00Z,Finance,FIN3713
NUSPF13316,Richard Vazquez,XXXXX169A,1973-07-02T00:00:00Z,2005-12-21T00:00:00Z,FoL Dean's Office,LL6320
NUSPF13317,Thomas Dillon,XXXXX828A,1979-01-16T00:00:00Z,2014-02-14T00:00:00Z,Mathematics,MA5402
NUSPF13318,Dr. Angela Cruz,XXXXX167A,1969-10-31T00:00:00Z,2002-03-22T00:00:00Z,Physics,PC3232
NUSPF13319,Daniel Hinton,XXXXX333A,1985-02-21T00:00:00Z,2004-09-27T00:00:00Z,Built Environment,PM5117
NUSPF13320,Michael Jones,XXXXX510A,1979-04-22T00:00:00Z,2012-07-30T00:00:00Z,Mathematics,MA2104
NUSPF13321,Hannah Collins,XXXXX656A,1974-10-24T00:00:00Z,2007-09-24T00:00:00Z,Accounting,ACC1701B
NUSPF13322,Ashley Medina,XXXXX715A,1989-05-06T00:00:00Z,2011-01-20T00:00:00Z,Architecture,LA5302
NUSPF13323,Melissa George,XXXXX148A,1982-08-18T00:00:00Z,2007-02-13T00:00:00Z,Chemistry,CM3141
NUSPF13324,Michael Lang,XXXXX625A,1980-11-04T00:00:00Z,2007-09-09T00:00:00Z,Chinese Studies,CH2293
NUSPF13325,Shirley Harrell,XXXXX938A,1983-10-17T00:00:00Z,2002-04-13T00:00:00Z,Centre for Future-ready Grads,CFG2100
NUSPF13326,Adrian Hurst,XXXXX646A,1976-05-18T00:00:00Z,2005-03-23T00:00:00Z,Information Systems and Analytics,IS4100
NUSPF13327,Haley Howell,XXXXX280A,1972-05-19T00:00:00Z,2013-05-16T00:00:00Z,Psychology,PL4228HM
NUSPF13328,Michael Fernandez,XXXXX561A,1977-04-19T00:00:00Z,2002-07-08T00:00:00Z,Economics,EC4354HM
NUSPF13329,Melissa Wright,XXXXX615A,1986-01-04T00:00:00Z,2010-10-29T00:00:00Z,Analytics and Operations,DAO1704
NUSPF13330,Andrew Woods,XXXXX395A,1976-02-06T00:00:00Z,2004-12-05T00:00:00Z,Office of the Provost,DMX1401AI
NUSPF13331,Sarah Flores,XXXXX257A,1975-06-02T00:00:00Z,2011-05-14T00:00:00Z,Mechanical Engineering,ME3243
NUSPF13332,Gabriel Richardson,XXXXX530A,1979-01-25T00:00:00Z,2013-06-17T00:00:00Z,Division of Graduate Medical Studies,AUD5222
NUSPF13333,Logan Bowen,XXXXX246A,1987-05-28T00:00:00Z,2001-01-06T00:00:00Z,Philosophy,PH4201HM
NUSPF13334,Robert Blair,XXXXX842A,1974-08-22T00:00:00Z,2001-11-26T00:00:00Z,Industrial Systems Engineering and Management,IE5602
NUSPF13335,Danny Ruiz,XXXXX914A,1993-02-27T00:00:00Z,2006-02-15T00:00:00Z,Finance,FIN6002
NUSPF13336,Michelle Smith,XXXXX863A,1982-06-18T00:00:00Z,2012-09-03T00:00:00Z,Japanese Studies,JS3217
NUSPF13337,Elizabeth Bruce,XXXXX264A,1992-02-12T00:00:00Z,2003-11-14T00:00:00Z,Industrial Systems Engineering and Management,IE4100R
NUSPF13338,Mrs. Michele Fisher,XXXXX574A,1972-10-07T00:00:00Z,1999-10-23T00:00:00Z,Communications and New Media,NM6101
NUSPF13339,Ricky Moore,XXXXX824A,1976-03-08T00:00:00Z,2012-06-11T00:00:00Z,PharmacyandPharmaceuticalScience,HSI2001
NUSPF13340,Lisa Reyes,XXXXX828A,1993-09-18T00:00:00Z,2009-03-24T00:00:00Z,YSTCM Dean's Office,MUA3256B
NUSPF13341,Melanie Kelly,XXXXX978A,1985-02-20T00:00:00Z,2005-11-08T00:00:00Z,FoL Dean's Office,LLJ5342V
NUSPF13342,Ronald Spencer,XXXXX396A,1985-06-13T00:00:00Z,1999-11-06T00:00:00Z,Physics,PC2032
NUSPF13343,Charles Rogers,XXXXX749A,1984-02-06T00:00:00Z,1999-11-15T00:00:00Z,Psychology,PL4251
NUSPF13344,Vanessa Taylor,XXXXX815A,1970-09-17T00:00:00Z,2002-12-05T00:00:00Z,YSTCM Dean's Office,MUA4107
