Subject,Predicate,Object,Predicate2,Object2
Terri Hall,takes_module,BN4501,and_scored,A
Terri Hall,takes_module,ID3125,and_scored,B-
Terri Hall,takes_module,UTOD2001,and_scored,A
Terri Hall,takes_module,ME4248,and_scored,C+
Terri Hall,takes_module,PF3105,and_scored,B-
Terri Hall,takes_module,ESP2107,and_scored,B
Terri Hall,takes_module,ESP4901,and_scored,A-
Terri Hall,takes_module,EG3611B,and_scored,B+
Terri Hall,takes_module,ID3130,and_scored,B
Terri Hall,takes_module,AR4955,and_scored,A+
Terri Hall,takes_module,ID2114,and_scored,D
Terri Hall,takes_module,ID1115,and_scored,B-
Terri Hall,takes_module,EG3612,and_scored,A-
Terri Hall,takes_module,ID4108,and_scored,B+
Julie Adams,takes_module,NUR2125,and_scored,B
Julie Adams,takes_module,NUR2501,and_scored,C
Julie Adams,takes_module,GET1022,and_scored,D
Julie Adams,takes_module,NUR1114A,and_scored,D
Julie Adams,takes_module,GEC1011,and_scored,A
Julie Adams,takes_module,NUR1202C,and_scored,A
Julie Adams,takes_module,NUR2503,and_scored,C
Julie Adams,takes_module,NUR1123,and_scored,D
Julie Adams,takes_module,NUR2106B,and_scored,B
Julie Adams,takes_module,MD1902,and_scored,A
Julie Adams,takes_module,NUR1107B,and_scored,B+
Julie Adams,takes_module,NUR2204C,and_scored,B
Julie Adams,takes_module,ALS1010,and_scored,A+
Julie Adams,takes_module,MD1903,and_scored,A+
Julie Adams,takes_module,NUR2203C,and_scored,B+
Julie Adams,takes_module,MIH2202,and_scored,B-
Jenny Richardson,takes_module,NUR1124,and_scored,C
Jenny Richardson,takes_module,NUR2124,and_scored,B-
Jenny Richardson,takes_module,MIC2000A,and_scored,A-
Jenny Richardson,takes_module,GEH1043,and_scored,C+
Jenny Richardson,takes_module,GEC1011,and_scored,A+
Jenny Richardson,takes_module,GET1022,and_scored,A
Jenny Richardson,takes_module,NUR2441A,and_scored,B+
Jenny Richardson,takes_module,NUR2501,and_scored,B
Jenny Richardson,takes_module,MIH2201,and_scored,A+
Jenny Richardson,takes_module,NUR2204C,and_scored,B+
Jenny Richardson,takes_module,HS2924,and_scored,C
Jenny Richardson,takes_module,NUR2500,and_scored,A-
Jenny Richardson,takes_module,MIH1101,and_scored,B-
Jenny Richardson,takes_module,NUR1108C,and_scored,B+
Jenny Richardson,takes_module,MIH2202,and_scored,A+
Jenny Richardson,takes_module,NUR1113A,and_scored,D
Paula West,takes_module,NUR3105C,and_scored,B-
Paula West,takes_module,MD3140E,and_scored,C
Paula West,takes_module,NUR3202C,and_scored,A+
Paula West,takes_module,NUR2203C,and_scored,C
Paula West,takes_module,NUR2124,and_scored,F
Paula West,takes_module,NUR2113,and_scored,C
Paula West,takes_module,NUR3507,and_scored,A-
Paula West,takes_module,MD1903,and_scored,C
Paula West,takes_module,MD1902,and_scored,B
Paula West,takes_module,NUR1108C,and_scored,B-
Paula West,takes_module,MIH1102,and_scored,C
Paula West,takes_module,NUR2441A,and_scored,A-
Paula West,takes_module,NUR3116B,and_scored,D
Paula West,takes_module,NUR3503,and_scored,D
Paula West,takes_module,NUR3501,and_scored,C+
Paula West,takes_module,NUR2502,and_scored,D
Paula West,takes_module,ALS1010,and_scored,D
Paula West,takes_module,NUR3117A,and_scored,B-
Paula West,takes_module,NUR2500,and_scored,B
Paula West,takes_module,NUR1202C,and_scored,B-
Paula West,takes_module,NUR3205D,and_scored,A
Paula West,takes_module,NUR2503,and_scored,A+
Paula West,takes_module,NUR2501,and_scored,B
Paula West,takes_module,MIH3201,and_scored,B
Paula West,takes_module,NUR3502,and_scored,C+
Paula West,takes_module,NUR4101B,and_scored,A-
Paula West,takes_module,NUR1113A,and_scored,A
Paula West,takes_module,NUR3119,and_scored,F
Paula West,takes_module,NUR4103B,and_scored,F
Paula West,takes_module,NUR2204C,and_scored,A+
Paula West,takes_module,GEH1043,and_scored,A-
Paula West,takes_module,MIH2201,and_scored,A-
Bonnie Higgins,takes_module,QF3310,and_scored,A
Bonnie Higgins,takes_module,PHS3313,and_scored,A+
Bonnie Higgins,takes_module,LSM3289R,and_scored,C+
Bonnie Higgins,takes_module,ENV2288,and_scored,C+
Bonnie Higgins,takes_module,UTOS2201,and_scored,B+
Bonnie Higgins,takes_module,UTOS2201P,and_scored,F
Bonnie Higgins,takes_module,UTOS2002C,and_scored,B+
Bonnie Higgins,takes_module,FST2312,and_scored,A
Bonnie Higgins,takes_module,ENV3289,and_scored,B
Bonnie Higgins,takes_module,HS1404S,and_scored,B-
Bonnie Higgins,takes_module,CM3312,and_scored,B-
Bonnie Higgins,takes_module,CM3288,and_scored,B-
Bonnie Higgins,takes_module,PC3289A,and_scored,D
Bonnie Higgins,takes_module,FSC2101,and_scored,D
Bonnie Higgins,takes_module,GEH1050,and_scored,A+
Bonnie Higgins,takes_module,UTOS2001,and_scored,A-
Bonnie Higgins,takes_module,PR1154,and_scored,A+
Bonnie Higgins,takes_module,UTOS2002,and_scored,B+
Bonnie Higgins,takes_module,ENV3288,and_scored,A+
Bonnie Higgins,takes_module,ENV2102,and_scored,A+
Bonnie Higgins,takes_module,HS1401S,and_scored,A-
Bonnie Higgins,takes_module,MA3289,and_scored,B
Bonnie Higgins,takes_module,UTOS2002F,and_scored,F
Bonnie Higgins,takes_module,UTOS2001F,and_scored,A-
James Berg,takes_module,ME4101,and_scored,C+
James Berg,takes_module,AR3722,and_scored,F
James Berg,takes_module,ID3110,and_scored,B-
James Berg,takes_module,AR1101,and_scored,B+
James Berg,takes_module,IPM1104,and_scored,C+
James Berg,takes_module,ME1102,and_scored,A+
James Berg,takes_module,ID3128,and_scored,C+
James Berg,takes_module,EE4002D,and_scored,F
James Berg,takes_module,BN3101,and_scored,B-
James Berg,takes_module,BN4101,and_scored,B
James Berg,takes_module,PF3209,and_scored,B+
James Berg,takes_module,PF2205,and_scored,A
James Berg,takes_module,ID1118,and_scored,D
James Berg,takes_module,PF3210,and_scored,C+
James Berg,takes_module,EE3306,and_scored,B+
James Berg,takes_module,ID4122,and_scored,C
James Berg,takes_module,BN2001,and_scored,A
James Berg,takes_module,ID2322,and_scored,B
James Berg,takes_module,ME3000,and_scored,C
James Berg,takes_module,EG1611,and_scored,D
James Berg,takes_module,CDE4501A,and_scored,B+
James Berg,takes_module,BN4102,and_scored,D
James Berg,takes_module,ID2112,and_scored,D
James Berg,takes_module,AR2524,and_scored,B-
James Berg,takes_module,PF1103,and_scored,C
James Berg,takes_module,MLE4101B,and_scored,A-
James Berg,takes_module,MLE1001B,and_scored,A-
James Berg,takes_module,IE4242,and_scored,D
James Berg,takes_module,ESE4501R,and_scored,A
James Berg,takes_module,PF4212,and_scored,B+
James Berg,takes_module,MLE3112,and_scored,D
James Berg,takes_module,LAD2006,and_scored,F
Savannah Alexander,takes_module,NUR1107B,and_scored,C+
Savannah Alexander,takes_module,GEH1043,and_scored,A
Savannah Alexander,takes_module,NUR2125,and_scored,D
Savannah Alexander,takes_module,NUR1123,and_scored,B-
Savannah Alexander,takes_module,MD1902,and_scored,B+
Savannah Alexander,takes_module,NUR1202C,and_scored,C+
Savannah Alexander,takes_module,NUR1108C,and_scored,C+
Savannah Alexander,takes_module,HS2924,and_scored,C+
Savannah Alexander,takes_module,NUR2441A,and_scored,F
Savannah Alexander,takes_module,NUR2113,and_scored,F
Savannah Alexander,takes_module,NUR2503,and_scored,B-
Savannah Alexander,takes_module,NUR1124,and_scored,A+
Savannah Alexander,takes_module,NUR1114A,and_scored,B-
Savannah Alexander,takes_module,NUR2502,and_scored,C
Savannah Alexander,takes_module,MIH2201,and_scored,B-
Savannah Alexander,takes_module,ALS1010,and_scored,A-
Nicole Griffin,takes_module,GEC1016,and_scored,A
Nicole Griffin,takes_module,GEH1018,and_scored,F
Nicole Griffin,takes_module,HS1501,and_scored,C
Nicole Griffin,takes_module,DMS1401CM,and_scored,A-
Nicole Griffin,takes_module,GES1021,and_scored,D
Nicole Griffin,takes_module,CM1417,and_scored,B+
Nicole Griffin,takes_module,PHS1101,and_scored,C
Nicole Griffin,takes_module,PR1150,and_scored,F
Jennifer Sanchez,takes_module,GET1028,and_scored,A+
Jennifer Sanchez,takes_module,GET1023,and_scored,B+
Jennifer Sanchez,takes_module,GEX1000,and_scored,B+
Jennifer Sanchez,takes_module,GEH1045,and_scored,B-
Jennifer Sanchez,takes_module,GESS1010,and_scored,B
Jennifer Sanchez,takes_module,GEH1056,and_scored,A-
Jennifer Sanchez,takes_module,GES1009,and_scored,A+
Jennifer Sanchez,takes_module,GET1025,and_scored,D
Jacob Ferguson,takes_module,CP3209,and_scored,D
Jacob Ferguson,takes_module,CS1231R,and_scored,C+
Jacob Ferguson,takes_module,CP2201,and_scored,C+
Jacob Ferguson,takes_module,IS1128,and_scored,B+
Jacob Ferguson,takes_module,IT2900,and_scored,D
Jacob Ferguson,takes_module,CS1010E,and_scored,A-
Jacob Ferguson,takes_module,CS3236R,and_scored,A+
Jacob Ferguson,takes_module,IS2218,and_scored,A
Jacob Ferguson,takes_module,CS2030,and_scored,A+
Jacob Ferguson,takes_module,CP1008,and_scored,A-
Jacob Ferguson,takes_module,CS4215,and_scored,B+
Jacob Ferguson,takes_module,IS4303,and_scored,D
Jacob Ferguson,takes_module,GEI1000,and_scored,B+
Jacob Ferguson,takes_module,CS3237,and_scored,B
Jacob Ferguson,takes_module,DMC1401CS,and_scored,A-
Jacob Ferguson,takes_module,BT3102,and_scored,C+
Jacob Ferguson,takes_module,CS3240,and_scored,D
Jacob Ferguson,takes_module,CP3201,and_scored,A
Jacob Ferguson,takes_module,CS3281,and_scored,F
Jacob Ferguson,takes_module,IT1244,and_scored,A+
Jacob Ferguson,takes_module,CS4240,and_scored,B
Jacob Ferguson,takes_module,CP2106,and_scored,A-
Jacob Ferguson,takes_module,CS3233,and_scored,C+
Jacob Ferguson,takes_module,CS2103,and_scored,B-
Jacob Ferguson,takes_module,BT1101,and_scored,B+
Jacob Ferguson,takes_module,CP3108B,and_scored,B-
Jacob Ferguson,takes_module,CS3203,and_scored,F
Jacob Ferguson,takes_module,CS2102,and_scored,A
Jacob Ferguson,takes_module,BT2101,and_scored,B-
Jacob Ferguson,takes_module,CS3241,and_scored,F
Jacob Ferguson,takes_module,BT4241,and_scored,A
Jacob Ferguson,takes_module,CP2107,and_scored,A+
John Olsen,takes_module,DAO1704,and_scored,B+
John Olsen,takes_module,DMB1203BSP,and_scored,B
John Olsen,takes_module,DMB1202MNO,and_scored,F
John Olsen,takes_module,MNO1706D,and_scored,A-
John Olsen,takes_module,GESS1036,and_scored,A
John Olsen,takes_module,ACC1701C,and_scored,D
John Olsen,takes_module,RE1706,and_scored,B
John Olsen,takes_module,DMB1202DAO,and_scored,A-
John Guerra,takes_module,GEC1042,and_scored,B-
John Guerra,takes_module,EL1101E,and_scored,A+
John Guerra,takes_module,GESS1025,and_scored,A-
John Guerra,takes_module,SW1101E,and_scored,A+
John Guerra,takes_module,GEX1011,and_scored,D
John Guerra,takes_module,GEH1008,and_scored,A-
John Guerra,takes_module,EC1101E,and_scored,C
John Guerra,takes_module,GL1101E,and_scored,F
Rebecca Robertson,takes_module,NUR2106B,and_scored,A+
Rebecca Robertson,takes_module,MIH1102,and_scored,B-
Rebecca Robertson,takes_module,NUR2113,and_scored,B-
Rebecca Robertson,takes_module,NUR2501,and_scored,A-
Rebecca Robertson,takes_module,NUR2204C,and_scored,A+
Rebecca Robertson,takes_module,MIH2202,and_scored,B
Rebecca Robertson,takes_module,NUR1123,and_scored,B-
Rebecca Robertson,takes_module,GEH1043,and_scored,C+
Rebecca Robertson,takes_module,HS2924,and_scored,C+
Rebecca Robertson,takes_module,GEC1011,and_scored,D
Rebecca Robertson,takes_module,NUR2107B,and_scored,A
Rebecca Robertson,takes_module,NUR2441A,and_scored,C
Rebecca Robertson,takes_module,MIC2000A,and_scored,D
Rebecca Robertson,takes_module,NUR2503,and_scored,A
Rebecca Robertson,takes_module,MIH2201,and_scored,F
Rebecca Robertson,takes_module,MD1903,and_scored,C
Candice Rios,takes_module,DMS1401CM,and_scored,C
Candice Rios,takes_module,GESS1016,and_scored,B-
Candice Rios,takes_module,GEX1007,and_scored,C
Candice Rios,takes_module,HS1502,and_scored,B
Candice Rios,takes_module,HSI1000,and_scored,A
Candice Rios,takes_module,GEC1016,and_scored,A
Candice Rios,takes_module,PC1201,and_scored,A-
Candice Rios,takes_module,GES1021,and_scored,B-
Jonathan Hopkins,takes_module,NUR1202C,and_scored,B
Jonathan Hopkins,takes_module,MIH1102,and_scored,C
Jonathan Hopkins,takes_module,NUR1108C,and_scored,B
Jonathan Hopkins,takes_module,ALS1010,and_scored,F
Jonathan Hopkins,takes_module,NUR1113A,and_scored,F
Jonathan Hopkins,takes_module,NUR1125,and_scored,A+
Jonathan Hopkins,takes_module,NUR1124,and_scored,C
Jonathan Hopkins,takes_module,MIH1101,and_scored,B+
Jeffrey Daniels,takes_module,LSM3312,and_scored,F
Jeffrey Daniels,takes_module,PHS2312,and_scored,A-
Jeffrey Daniels,takes_module,UTOS2002C,and_scored,B
Jeffrey Daniels,takes_module,HS1402S,and_scored,C+
Jeffrey Daniels,takes_module,UTOS2001C,and_scored,C+
Jeffrey Daniels,takes_module,PR1152,and_scored,C+
Jeffrey Daniels,takes_module,LSM1303,and_scored,B+
Jeffrey Daniels,takes_module,UTOS2001,and_scored,B
Jeffrey Daniels,takes_module,ST2313,and_scored,A-
Jeffrey Daniels,takes_module,ST3288R,and_scored,B-
Jeffrey Daniels,takes_module,UTOS2201R,and_scored,C
Jeffrey Daniels,takes_module,UTOS2201B,and_scored,C+
Jeffrey Daniels,takes_module,COS1000,and_scored,D
Jeffrey Daniels,takes_module,HSI1000,and_scored,B+
Jeffrey Daniels,takes_module,UTOS2201P,and_scored,B-
Jeffrey Daniels,takes_module,CM3288R,and_scored,B-
Jeffrey Daniels,takes_module,HS1404S,and_scored,A-
Jeffrey Daniels,takes_module,UTOS2201M,and_scored,A
Jeffrey Daniels,takes_module,UTOS2001R,and_scored,A
Jeffrey Daniels,takes_module,DMS1401CM,and_scored,C
Jeffrey Daniels,takes_module,ENV3289,and_scored,A
Jeffrey Daniels,takes_module,ST3313,and_scored,F
Jeffrey Daniels,takes_module,PR2154,and_scored,D
Jeffrey Daniels,takes_module,MA1301X,and_scored,A+
Colleen Gilbert,takes_module,GESS1019,and_scored,B+
Colleen Gilbert,takes_module,DMB1203MNO,and_scored,A+
Colleen Gilbert,takes_module,ACC1701X,and_scored,A+
Colleen Gilbert,takes_module,DMB1203FIN,and_scored,B+
Colleen Gilbert,takes_module,GESS1018,and_scored,A+
Colleen Gilbert,takes_module,BSP1702,and_scored,A+
Colleen Gilbert,takes_module,DMB1202DAO,and_scored,B-
Colleen Gilbert,takes_module,DMB1204DAO,and_scored,B
Colleen Gilbert,takes_module,DMB1201DAO,and_scored,B-
Colleen Gilbert,takes_module,DMB1203DAO,and_scored,B
Colleen Gilbert,takes_module,MNO1706B,and_scored,F
Colleen Gilbert,takes_module,MKT1705C,and_scored,B-
Colleen Gilbert,takes_module,DMB1204MNO,and_scored,A+
Colleen Gilbert,takes_module,RE1901,and_scored,A+
Colleen Gilbert,takes_module,DMB1202DO,and_scored,C
Colleen Gilbert,takes_module,RE2702,and_scored,C+
James Bell,takes_module,GEX1004,and_scored,A-
James Bell,takes_module,GEC1048,and_scored,F
James Bell,takes_module,PLB1201,and_scored,C
James Bell,takes_module,HS1404A,and_scored,C
James Bell,takes_module,PS1101E,and_scored,B+
James Bell,takes_module,GES1029,and_scored,C
James Bell,takes_module,GEC1032,and_scored,F
James Bell,takes_module,GEC1004,and_scored,A
Tami Clarke,takes_module,DMB1204BSP,and_scored,B+
Tami Clarke,takes_module,BWS3806,and_scored,C
Tami Clarke,takes_module,DMB1204DAO,and_scored,B+
Tami Clarke,takes_module,DBA3751,and_scored,A-
Tami Clarke,takes_module,BWS3816,and_scored,A-
Tami Clarke,takes_module,DMB1203ACC,and_scored,F
Tami Clarke,takes_module,BSN3702,and_scored,B
Tami Clarke,takes_module,DMB1203FIN,and_scored,B+
Tami Clarke,takes_module,DAO2703,and_scored,A
Tami Clarke,takes_module,RE1706,and_scored,C
Tami Clarke,takes_module,DOS3752,and_scored,F
Tami Clarke,takes_module,DMB1203MNO,and_scored,A+
Tami Clarke,takes_module,DMB1203DO,and_scored,C+
Tami Clarke,takes_module,DMB1201MNO,and_scored,C
Tami Clarke,takes_module,RE2706,and_scored,A+
Tami Clarke,takes_module,DMB1201DAO,and_scored,C+
Tami Clarke,takes_module,BSP3701A,and_scored,B-
Tami Clarke,takes_module,RE1901,and_scored,D
Tami Clarke,takes_module,RE3000,and_scored,A+
Tami Clarke,takes_module,DOS3704,and_scored,B-
Tami Clarke,takes_module,DOS3751,and_scored,A-
Tami Clarke,takes_module,BSN3703,and_scored,B+
Tami Clarke,takes_module,BI3003,and_scored,B
Tami Clarke,takes_module,BI3712R,and_scored,B+
John Garcia,takes_module,PH2208,and_scored,C+
John Garcia,takes_module,EC2303,and_scored,D
John Garcia,takes_module,SW1101E,and_scored,C
John Garcia,takes_module,HS2903,and_scored,F
John Garcia,takes_module,HY3231,and_scored,C
John Garcia,takes_module,CL3211,and_scored,B+
John Garcia,takes_module,HS1402A,and_scored,B-
John Garcia,takes_module,GEC1049,and_scored,B+
John Garcia,takes_module,SC2211,and_scored,F
John Garcia,takes_module,DMA1401L01,and_scored,A-
John Garcia,takes_module,GE3204,and_scored,A
John Garcia,takes_module,GE3256,and_scored,C+
John Garcia,takes_module,EC3551R,and_scored,C
John Garcia,takes_module,GEC1013,and_scored,D
John Garcia,takes_module,GET1003,and_scored,A+
John Garcia,takes_module,GL3551,and_scored,B+
John Garcia,takes_module,GES1014,and_scored,B-
John Garcia,takes_module,HS2912,and_scored,B+
John Garcia,takes_module,CH3550,and_scored,B-
John Garcia,takes_module,UTOA2002EL,and_scored,C
John Garcia,takes_module,TS2243,and_scored,A-
John Garcia,takes_module,GET1002,and_scored,A-
John Garcia,takes_module,SE2225,and_scored,B
John Garcia,takes_module,LAC2202,and_scored,B
Nicole Gonzalez,takes_module,CP1008,and_scored,B+
Nicole Gonzalez,takes_module,CS1101S,and_scored,B+
Nicole Gonzalez,takes_module,BT1101,and_scored,D
Nicole Gonzalez,takes_module,IT2002,and_scored,A-
Nicole Gonzalez,takes_module,CP2107,and_scored,C+
Nicole Gonzalez,takes_module,GEI1000,and_scored,D
Nicole Gonzalez,takes_module,CS1231R,and_scored,D
Nicole Gonzalez,takes_module,CS2040,and_scored,D
Nicole Gonzalez,takes_module,CS2108,and_scored,B
Nicole Gonzalez,takes_module,CS2103,and_scored,C
Nicole Gonzalez,takes_module,CS2030,and_scored,C
Nicole Gonzalez,takes_module,IS2218,and_scored,B
Nicole Gonzalez,takes_module,IS2102,and_scored,B
Nicole Gonzalez,takes_module,IS1108,and_scored,A+
Nicole Gonzalez,takes_module,CS2103R,and_scored,A+
Nicole Gonzalez,takes_module,CS2107,and_scored,B-
Andrew Newman,takes_module,NUR1202C,and_scored,F
Andrew Newman,takes_module,MIH2201,and_scored,B+
Andrew Newman,takes_module,NUR3105B,and_scored,D
Andrew Newman,takes_module,NUR2502,and_scored,B+
Andrew Newman,takes_module,MIH1102,and_scored,D
Andrew Newman,takes_module,NUR2500,and_scored,C
Andrew Newman,takes_module,NUR3501,and_scored,A
Andrew Newman,takes_module,NUR1108C,and_scored,B
Andrew Newman,takes_module,NUR2441A,and_scored,B-
Andrew Newman,takes_module,MIH1101,and_scored,F
Andrew Newman,takes_module,NUR3116C,and_scored,A+
Andrew Newman,takes_module,NUR1123,and_scored,B+
Andrew Newman,takes_module,NUR3119,and_scored,A+
Andrew Newman,takes_module,NUR2107B,and_scored,A
Andrew Newman,takes_module,NUR3503,and_scored,C+
Andrew Newman,takes_module,NUR3500,and_scored,C+
Andrew Newman,takes_module,NUR2113,and_scored,A+
Andrew Newman,takes_module,NUR3204C,and_scored,B-
Andrew Newman,takes_module,NUR3504,and_scored,A-
Andrew Newman,takes_module,NUR1107B,and_scored,B
Andrew Newman,takes_module,NUR3205D,and_scored,B-
Andrew Newman,takes_module,MIH3201,and_scored,A-
Andrew Newman,takes_module,GET1022,and_scored,B-
Andrew Newman,takes_module,NUR3505,and_scored,A-
Randy Moore,takes_module,PS1101E,and_scored,B+
Randy Moore,takes_module,SN2271,and_scored,C+
Randy Moore,takes_module,GESS1024,and_scored,A
Randy Moore,takes_module,GEC1007,and_scored,D
Randy Moore,takes_module,GES1009,and_scored,D
Randy Moore,takes_module,EN2202,and_scored,C+
Randy Moore,takes_module,GEC1042,and_scored,D
Randy Moore,takes_module,PH2207,and_scored,B+
Randy Moore,takes_module,PS2238,and_scored,B-
Randy Moore,takes_module,SC2220,and_scored,A+
Randy Moore,takes_module,SC1101E,and_scored,A
Randy Moore,takes_module,CH2295,and_scored,A-
Randy Moore,takes_module,AN2206,and_scored,D
Randy Moore,takes_module,CH2276,and_scored,C+
Randy Moore,takes_module,GET1030,and_scored,A-
Randy Moore,takes_module,CH1101E,and_scored,B
Kelly Norris,takes_module,MIH1101,and_scored,B-
Kelly Norris,takes_module,NUR3503,and_scored,A
Kelly Norris,takes_module,NUR3500,and_scored,C
Kelly Norris,takes_module,NUR3106B,and_scored,C+
Kelly Norris,takes_module,NUR2106B,and_scored,F
Kelly Norris,takes_module,NUR2203C,and_scored,A-
Kelly Norris,takes_module,NUR3116C,and_scored,D
Kelly Norris,takes_module,NUR3105C,and_scored,A
Kelly Norris,takes_module,NUR1108C,and_scored,B+
Kelly Norris,takes_module,MIH2201,and_scored,F
Kelly Norris,takes_module,NUR3119,and_scored,B-
Kelly Norris,takes_module,NUR1113A,and_scored,F
Kelly Norris,takes_module,NUR2501,and_scored,C
